"Step","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_accuracy_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_1.5 - Teacher_teacher_accuracy_combined","tracer_beta_1.5 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_1.5 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_1.0 - Teacher_teacher_accuracy_combined","tracer_beta_1.0 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_1.0 - Teacher_teacher_accuracy_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_accuracy_combined__MAX","tracer_beta_0.2 - Teacher_teacher_accuracy_combined","tracer_beta_0.2 - Teacher_teacher_accuracy_combined__MIN","tracer_beta_0.2 - Teacher_teacher_accuracy_combined__MAX"
"3935","0.7451171875","0.7451171875","0.7451171875","0.7470703125","0.7470703125","0.7470703125","0.65625","0.65625","0.65625","0.7021484375","0.7021484375","0.7021484375","0.7138671875","0.7138671875","0.7138671875","0.7353515625","0.7353515625","0.7353515625","0.7236328125","0.7236328125","0.7236328125","0.73046875","0.73046875","0.73046875","0.71484375","0.71484375","0.71484375","0.6953125","0.6953125","0.6953125"
"3936","0.7509765625","0.7509765625","0.7509765625","0.7392578125","0.7392578125","0.7392578125","0.623046875","0.623046875","0.623046875","0.6591796875","0.6591796875","0.6591796875","0.673828125","0.673828125","0.673828125","0.728515625","0.728515625","0.728515625","0.6865234375","0.6865234375","0.6865234375","0.7216796875","0.7216796875","0.7216796875","0.69140625","0.69140625","0.69140625","0.6640625","0.6640625","0.6640625"
"3937","0.771484375","0.771484375","0.771484375","0.7685546875","0.7685546875","0.7685546875","0.662109375","0.662109375","0.662109375","0.6884765625","0.6884765625","0.6884765625","0.7158203125","0.7158203125","0.7158203125","0.7421875","0.7421875","0.7421875","0.7294921875","0.7294921875","0.7294921875","0.7451171875","0.7451171875","0.7451171875","0.728515625","0.728515625","0.728515625","0.697265625","0.697265625","0.697265625"
"3938","0.7666015625","0.7666015625","0.7666015625","0.76171875","0.76171875","0.76171875","0.6572265625","0.6572265625","0.6572265625","0.6875","0.6875","0.6875","0.69921875","0.69921875","0.69921875","0.751953125","0.751953125","0.751953125","0.7177734375","0.7177734375","0.7177734375","0.7509765625","0.7509765625","0.7509765625","0.7197265625","0.7197265625","0.7197265625","0.697265625","0.697265625","0.697265625"
"3939","0.76953125","0.76953125","0.76953125","0.7607421875","0.7607421875","0.7607421875","0.6796875","0.6796875","0.6796875","0.693359375","0.693359375","0.693359375","0.712890625","0.712890625","0.712890625","0.751953125","0.751953125","0.751953125","0.7333984375","0.7333984375","0.7333984375","0.7509765625","0.7509765625","0.7509765625","0.7392578125","0.7392578125","0.7392578125","0.6943359375","0.6943359375","0.6943359375"
"3940","0.755859375","0.755859375","0.755859375","0.7578125","0.7578125","0.7578125","0.6728515625","0.6728515625","0.6728515625","0.6982421875","0.6982421875","0.6982421875","0.7255859375","0.7255859375","0.7255859375","0.76171875","0.76171875","0.76171875","0.7412109375","0.7412109375","0.7412109375","0.7578125","0.7578125","0.7578125","0.7392578125","0.7392578125","0.7392578125","0.7109375","0.7109375","0.7109375"
"3941","0.7685546875","0.7685546875","0.7685546875","0.7705078125","0.7705078125","0.7705078125","0.646484375","0.646484375","0.646484375","0.693359375","0.693359375","0.693359375","0.7158203125","0.7158203125","0.7158203125","0.7744140625","0.7744140625","0.7744140625","0.7392578125","0.7392578125","0.7392578125","0.7705078125","0.7705078125","0.7705078125","0.740234375","0.740234375","0.740234375","0.693359375","0.693359375","0.693359375"
"3942","0.7666015625","0.7666015625","0.7666015625","0.7646484375","0.7646484375","0.7646484375","0.673828125","0.673828125","0.673828125","0.71875","0.71875","0.71875","0.7333984375","0.7333984375","0.7333984375","0.7626953125","0.7626953125","0.7626953125","0.7412109375","0.7412109375","0.7412109375","0.75390625","0.75390625","0.75390625","0.7421875","0.7421875","0.7421875","0.724609375","0.724609375","0.724609375"
"3943","0.765625","0.765625","0.765625","0.7734375","0.7734375","0.7734375","0.66015625","0.66015625","0.66015625","0.6953125","0.6953125","0.6953125","0.705078125","0.705078125","0.705078125","0.7666015625","0.7666015625","0.7666015625","0.724609375","0.724609375","0.724609375","0.7626953125","0.7626953125","0.7626953125","0.732421875","0.732421875","0.732421875","0.697265625","0.697265625","0.697265625"
"3944","0.77734375","0.77734375","0.77734375","0.74609375","0.74609375","0.74609375","0.65234375","0.65234375","0.65234375","0.693359375","0.693359375","0.693359375","0.703125","0.703125","0.703125","0.7421875","0.7421875","0.7421875","0.71484375","0.71484375","0.71484375","0.7333984375","0.7333984375","0.7333984375","0.7158203125","0.7158203125","0.7158203125","0.689453125","0.689453125","0.689453125"
"3945","0.7939453125","0.7939453125","0.7939453125","0.7548828125","0.7548828125","0.7548828125","0.67578125","0.67578125","0.67578125","0.6943359375","0.6943359375","0.6943359375","0.7158203125","0.7158203125","0.7158203125","0.75390625","0.75390625","0.75390625","0.7255859375","0.7255859375","0.7255859375","0.7587890625","0.7587890625","0.7587890625","0.72265625","0.72265625","0.72265625","0.7001953125","0.7001953125","0.7001953125"
"3946","0.78515625","0.78515625","0.78515625","0.7705078125","0.7705078125","0.7705078125","0.66015625","0.66015625","0.66015625","0.6943359375","0.6943359375","0.6943359375","0.7080078125","0.7080078125","0.7080078125","0.7646484375","0.7646484375","0.7646484375","0.7275390625","0.7275390625","0.7275390625","0.7529296875","0.7529296875","0.7529296875","0.734375","0.734375","0.734375","0.693359375","0.693359375","0.693359375"
"3947","0.7578125","0.7578125","0.7578125","0.763671875","0.763671875","0.763671875","0.6611328125","0.6611328125","0.6611328125","0.6962890625","0.6962890625","0.6962890625","0.7138671875","0.7138671875","0.7138671875","0.7646484375","0.7646484375","0.7646484375","0.73046875","0.73046875","0.73046875","0.765625","0.765625","0.765625","0.728515625","0.728515625","0.728515625","0.6884765625","0.6884765625","0.6884765625"
"3948","0.7509765625","0.7509765625","0.7509765625","0.748046875","0.748046875","0.748046875","0.658203125","0.658203125","0.658203125","0.6962890625","0.6962890625","0.6962890625","0.7001953125","0.7001953125","0.7001953125","0.7421875","0.7421875","0.7421875","0.7060546875","0.7060546875","0.7060546875","0.7392578125","0.7392578125","0.7392578125","0.70703125","0.70703125","0.70703125","0.6923828125","0.6923828125","0.6923828125"
"3949","0.7587890625","0.7587890625","0.7587890625","0.7099609375","0.7099609375","0.7099609375","0.623046875","0.623046875","0.623046875","0.6572265625","0.6572265625","0.6572265625","0.6650390625","0.6650390625","0.6650390625","0.6943359375","0.6943359375","0.6943359375","0.658203125","0.658203125","0.658203125","0.693359375","0.693359375","0.693359375","0.6630859375","0.6630859375","0.6630859375","0.6552734375","0.6552734375","0.6552734375"
"3950","0.77734375","0.77734375","0.77734375","0.7685546875","0.7685546875","0.7685546875","0.654296875","0.654296875","0.654296875","0.689453125","0.689453125","0.689453125","0.7138671875","0.7138671875","0.7138671875","0.7705078125","0.7705078125","0.7705078125","0.744140625","0.744140625","0.744140625","0.7490234375","0.7490234375","0.7490234375","0.748046875","0.748046875","0.748046875","0.6962890625","0.6962890625","0.6962890625"
"3951","0.7314453125","0.7314453125","0.7314453125","0.7509765625","0.7509765625","0.7509765625","0.650390625","0.650390625","0.650390625","0.6865234375","0.6865234375","0.6865234375","0.6943359375","0.6943359375","0.6943359375","0.744140625","0.744140625","0.744140625","0.7275390625","0.7275390625","0.7275390625","0.74609375","0.74609375","0.74609375","0.7353515625","0.7353515625","0.7353515625","0.697265625","0.697265625","0.697265625"
"3952","0.7705078125","0.7705078125","0.7705078125","0.7431640625","0.7431640625","0.7431640625","0.6708984375","0.6708984375","0.6708984375","0.693359375","0.693359375","0.693359375","0.7001953125","0.7001953125","0.7001953125","0.7451171875","0.7451171875","0.7451171875","0.724609375","0.724609375","0.724609375","0.7421875","0.7421875","0.7421875","0.7275390625","0.7275390625","0.7275390625","0.6962890625","0.6962890625","0.6962890625"
"3953","0.78515625","0.78515625","0.78515625","0.7529296875","0.7529296875","0.7529296875","0.640625","0.640625","0.640625","0.673828125","0.673828125","0.673828125","0.6875","0.6875","0.6875","0.7470703125","0.7470703125","0.7470703125","0.712890625","0.712890625","0.712890625","0.7412109375","0.7412109375","0.7412109375","0.708984375","0.708984375","0.708984375","0.6708984375","0.6708984375","0.6708984375"
"3954","0.7724609375","0.7724609375","0.7724609375","0.7490234375","0.7490234375","0.7490234375","0.6611328125","0.6611328125","0.6611328125","0.69140625","0.69140625","0.69140625","0.70703125","0.70703125","0.70703125","0.75390625","0.75390625","0.75390625","0.7353515625","0.7353515625","0.7353515625","0.755859375","0.755859375","0.755859375","0.7353515625","0.7353515625","0.7353515625","0.69921875","0.69921875","0.69921875"
"3955","0.7470703125","0.7470703125","0.7470703125","0.748046875","0.748046875","0.748046875","0.6396484375","0.6396484375","0.6396484375","0.67578125","0.67578125","0.67578125","0.693359375","0.693359375","0.693359375","0.7353515625","0.7353515625","0.7353515625","0.7099609375","0.7099609375","0.7099609375","0.728515625","0.728515625","0.728515625","0.7197265625","0.7197265625","0.7197265625","0.67578125","0.67578125","0.67578125"
"3956","0.7841796875","0.7841796875","0.7841796875","0.7744140625","0.7744140625","0.7744140625","0.66796875","0.66796875","0.66796875","0.703125","0.703125","0.703125","0.71484375","0.71484375","0.71484375","0.7548828125","0.7548828125","0.7548828125","0.7392578125","0.7392578125","0.7392578125","0.7470703125","0.7470703125","0.7470703125","0.7412109375","0.7412109375","0.7412109375","0.7001953125","0.7001953125","0.7001953125"
"3957","0.76171875","0.76171875","0.76171875","0.7265625","0.7265625","0.7265625","0.646484375","0.646484375","0.646484375","0.67578125","0.67578125","0.67578125","0.685546875","0.685546875","0.685546875","0.732421875","0.732421875","0.732421875","0.6982421875","0.6982421875","0.6982421875","0.7236328125","0.7236328125","0.7236328125","0.701171875","0.701171875","0.701171875","0.68359375","0.68359375","0.68359375"
"3958","0.736328125","0.736328125","0.736328125","0.7607421875","0.7607421875","0.7607421875","0.6494140625","0.6494140625","0.6494140625","0.7021484375","0.7021484375","0.7021484375","0.7138671875","0.7138671875","0.7138671875","0.7587890625","0.7587890625","0.7587890625","0.7265625","0.7265625","0.7265625","0.75","0.75","0.75","0.732421875","0.732421875","0.732421875","0.7001953125","0.7001953125","0.7001953125"
"3959","0.7607421875","0.7607421875","0.7607421875","0.748046875","0.748046875","0.748046875","0.666015625","0.666015625","0.666015625","0.7021484375","0.7021484375","0.7021484375","0.7109375","0.7109375","0.7109375","0.7373046875","0.7373046875","0.7373046875","0.7158203125","0.7158203125","0.7158203125","0.732421875","0.732421875","0.732421875","0.7197265625","0.7197265625","0.7197265625","0.697265625","0.697265625","0.697265625"
"3960","0.7763671875","0.7763671875","0.7763671875","0.7587890625","0.7587890625","0.7587890625","0.65625","0.65625","0.65625","0.6875","0.6875","0.6875","0.701171875","0.701171875","0.701171875","0.755859375","0.755859375","0.755859375","0.7177734375","0.7177734375","0.7177734375","0.74609375","0.74609375","0.74609375","0.728515625","0.728515625","0.728515625","0.69140625","0.69140625","0.69140625"
"3961","0.759765625","0.759765625","0.759765625","0.71484375","0.71484375","0.71484375","0.6162109375","0.6162109375","0.6162109375","0.6513671875","0.6513671875","0.6513671875","0.6640625","0.6640625","0.6640625","0.7138671875","0.7138671875","0.7138671875","0.6904296875","0.6904296875","0.6904296875","0.7177734375","0.7177734375","0.7177734375","0.6884765625","0.6884765625","0.6884765625","0.64453125","0.64453125","0.64453125"
"3962","0.7666015625","0.7666015625","0.7666015625","0.7490234375","0.7490234375","0.7490234375","0.650390625","0.650390625","0.650390625","0.6728515625","0.6728515625","0.6728515625","0.6884765625","0.6884765625","0.6884765625","0.7294921875","0.7294921875","0.7294921875","0.703125","0.703125","0.703125","0.734375","0.734375","0.734375","0.7060546875","0.7060546875","0.7060546875","0.67578125","0.67578125","0.67578125"
"3963","0.7470703125","0.7470703125","0.7470703125","0.7607421875","0.7607421875","0.7607421875","0.666015625","0.666015625","0.666015625","0.6953125","0.6953125","0.6953125","0.7138671875","0.7138671875","0.7138671875","0.7646484375","0.7646484375","0.7646484375","0.732421875","0.732421875","0.732421875","0.759765625","0.759765625","0.759765625","0.7353515625","0.7353515625","0.7353515625","0.6982421875","0.6982421875","0.6982421875"
"3964","0.7646484375","0.7646484375","0.7646484375","0.763671875","0.763671875","0.763671875","0.6298828125","0.6298828125","0.6298828125","0.685546875","0.685546875","0.685546875","0.701171875","0.701171875","0.701171875","0.7587890625","0.7587890625","0.7587890625","0.72265625","0.72265625","0.72265625","0.7509765625","0.7509765625","0.7509765625","0.7236328125","0.7236328125","0.7236328125","0.6875","0.6875","0.6875"
"3965","0.740234375","0.740234375","0.740234375","0.72265625","0.72265625","0.72265625","0.6435546875","0.6435546875","0.6435546875","0.6748046875","0.6748046875","0.6748046875","0.68359375","0.68359375","0.68359375","0.7138671875","0.7138671875","0.7138671875","0.69140625","0.69140625","0.69140625","0.708984375","0.708984375","0.708984375","0.7001953125","0.7001953125","0.7001953125","0.6796875","0.6796875","0.6796875"
"3966","0.7802734375","0.7802734375","0.7802734375","0.7568359375","0.7568359375","0.7568359375","0.6650390625","0.6650390625","0.6650390625","0.701171875","0.701171875","0.701171875","0.7197265625","0.7197265625","0.7197265625","0.7587890625","0.7587890625","0.7587890625","0.736328125","0.736328125","0.736328125","0.751953125","0.751953125","0.751953125","0.734375","0.734375","0.734375","0.697265625","0.697265625","0.697265625"
"3967","0.75390625","0.75390625","0.75390625","0.755859375","0.755859375","0.755859375","0.6650390625","0.6650390625","0.6650390625","0.7041015625","0.7041015625","0.7041015625","0.716796875","0.716796875","0.716796875","0.759765625","0.759765625","0.759765625","0.7333984375","0.7333984375","0.7333984375","0.75390625","0.75390625","0.75390625","0.740234375","0.740234375","0.740234375","0.7099609375","0.7099609375","0.7099609375"
"3968","0.7587890625","0.7587890625","0.7587890625","0.751953125","0.751953125","0.751953125","0.65234375","0.65234375","0.65234375","0.69140625","0.69140625","0.69140625","0.703125","0.703125","0.703125","0.75","0.75","0.75","0.7216796875","0.7216796875","0.7216796875","0.751953125","0.751953125","0.751953125","0.732421875","0.732421875","0.732421875","0.70703125","0.70703125","0.70703125"
"3969","0.76953125","0.76953125","0.76953125","0.7841796875","0.7841796875","0.7841796875","0.712890625","0.712890625","0.712890625","0.7265625","0.7265625","0.7265625","0.7412109375","0.7412109375","0.7412109375","0.7666015625","0.7666015625","0.7666015625","0.7587890625","0.7587890625","0.7587890625","0.7666015625","0.7666015625","0.7666015625","0.7587890625","0.7587890625","0.7587890625","0.7353515625","0.7353515625","0.7353515625"
"3970","0.7802734375","0.7802734375","0.7802734375","0.7607421875","0.7607421875","0.7607421875","0.68359375","0.68359375","0.68359375","0.7099609375","0.7099609375","0.7099609375","0.7353515625","0.7353515625","0.7353515625","0.748046875","0.748046875","0.748046875","0.74609375","0.74609375","0.74609375","0.751953125","0.751953125","0.751953125","0.75","0.75","0.75","0.7138671875","0.7138671875","0.7138671875"
"3971","0.7939453125","0.7939453125","0.7939453125","0.748046875","0.748046875","0.748046875","0.6630859375","0.6630859375","0.6630859375","0.6904296875","0.6904296875","0.6904296875","0.6923828125","0.6923828125","0.6923828125","0.73828125","0.73828125","0.73828125","0.7109375","0.7109375","0.7109375","0.7373046875","0.7373046875","0.7373046875","0.720703125","0.720703125","0.720703125","0.69140625","0.69140625","0.69140625"
"3972","0.7744140625","0.7744140625","0.7744140625","0.75","0.75","0.75","0.658203125","0.658203125","0.658203125","0.6796875","0.6796875","0.6796875","0.705078125","0.705078125","0.705078125","0.7578125","0.7578125","0.7578125","0.72265625","0.72265625","0.72265625","0.755859375","0.755859375","0.755859375","0.7255859375","0.7255859375","0.7255859375","0.6923828125","0.6923828125","0.6923828125"
"3973","0.7861328125","0.7861328125","0.7861328125","0.728515625","0.728515625","0.728515625","0.6162109375","0.6162109375","0.6162109375","0.6611328125","0.6611328125","0.6611328125","0.681640625","0.681640625","0.681640625","0.7275390625","0.7275390625","0.7275390625","0.701171875","0.701171875","0.701171875","0.7197265625","0.7197265625","0.7197265625","0.7060546875","0.7060546875","0.7060546875","0.6650390625","0.6650390625","0.6650390625"
"3974","0.7587890625","0.7587890625","0.7587890625","0.765625","0.765625","0.765625","0.6640625","0.6640625","0.6640625","0.6962890625","0.6962890625","0.6962890625","0.71484375","0.71484375","0.71484375","0.775390625","0.775390625","0.775390625","0.7392578125","0.7392578125","0.7392578125","0.7705078125","0.7705078125","0.7705078125","0.7373046875","0.7373046875","0.7373046875","0.705078125","0.705078125","0.705078125"
"3975","0.744140625","0.744140625","0.744140625","0.7548828125","0.7548828125","0.7548828125","0.662109375","0.662109375","0.662109375","0.6953125","0.6953125","0.6953125","0.6962890625","0.6962890625","0.6962890625","0.74609375","0.74609375","0.74609375","0.7177734375","0.7177734375","0.7177734375","0.73828125","0.73828125","0.73828125","0.7265625","0.7265625","0.7265625","0.6953125","0.6953125","0.6953125"
"3976","0.779296875","0.779296875","0.779296875","0.734375","0.734375","0.734375","0.640625","0.640625","0.640625","0.6630859375","0.6630859375","0.6630859375","0.67578125","0.67578125","0.67578125","0.7099609375","0.7099609375","0.7099609375","0.69140625","0.69140625","0.69140625","0.7080078125","0.7080078125","0.7080078125","0.6904296875","0.6904296875","0.6904296875","0.6591796875","0.6591796875","0.6591796875"
"3977","0.7880859375","0.7880859375","0.7880859375","0.7587890625","0.7587890625","0.7587890625","0.65625","0.65625","0.65625","0.6875","0.6875","0.6875","0.69921875","0.69921875","0.69921875","0.7509765625","0.7509765625","0.7509765625","0.7275390625","0.7275390625","0.7275390625","0.751953125","0.751953125","0.751953125","0.7275390625","0.7275390625","0.7275390625","0.685546875","0.685546875","0.685546875"
"3978","0.765625","0.765625","0.765625","0.7841796875","0.7841796875","0.7841796875","0.673828125","0.673828125","0.673828125","0.69921875","0.69921875","0.69921875","0.716796875","0.716796875","0.716796875","0.779296875","0.779296875","0.779296875","0.7431640625","0.7431640625","0.7431640625","0.7724609375","0.7724609375","0.7724609375","0.744140625","0.744140625","0.744140625","0.7158203125","0.7158203125","0.7158203125"
"3979","0.7861328125","0.7861328125","0.7861328125","0.7607421875","0.7607421875","0.7607421875","0.6728515625","0.6728515625","0.6728515625","0.697265625","0.697265625","0.697265625","0.7119140625","0.7119140625","0.7119140625","0.7529296875","0.7529296875","0.7529296875","0.728515625","0.728515625","0.728515625","0.75","0.75","0.75","0.732421875","0.732421875","0.732421875","0.703125","0.703125","0.703125"
"3980","0.7705078125","0.7705078125","0.7705078125","0.7666015625","0.7666015625","0.7666015625","0.6640625","0.6640625","0.6640625","0.6962890625","0.6962890625","0.6962890625","0.71875","0.71875","0.71875","0.7685546875","0.7685546875","0.7685546875","0.7392578125","0.7392578125","0.7392578125","0.74609375","0.74609375","0.74609375","0.740234375","0.740234375","0.740234375","0.705078125","0.705078125","0.705078125"
"3981","0.755859375","0.755859375","0.755859375","0.775390625","0.775390625","0.775390625","0.65234375","0.65234375","0.65234375","0.689453125","0.689453125","0.689453125","0.7080078125","0.7080078125","0.7080078125","0.76171875","0.76171875","0.76171875","0.7158203125","0.7158203125","0.7158203125","0.755859375","0.755859375","0.755859375","0.7216796875","0.7216796875","0.7216796875","0.6923828125","0.6923828125","0.6923828125"
"3982","0.7548828125","0.7548828125","0.7548828125","0.7470703125","0.7470703125","0.7470703125","0.6396484375","0.6396484375","0.6396484375","0.6767578125","0.6767578125","0.6767578125","0.6865234375","0.6865234375","0.6865234375","0.740234375","0.740234375","0.740234375","0.7021484375","0.7021484375","0.7021484375","0.728515625","0.728515625","0.728515625","0.70703125","0.70703125","0.70703125","0.67578125","0.67578125","0.67578125"
"3983","0.771484375","0.771484375","0.771484375","0.771484375","0.771484375","0.771484375","0.6552734375","0.6552734375","0.6552734375","0.6923828125","0.6923828125","0.6923828125","0.70703125","0.70703125","0.70703125","0.76171875","0.76171875","0.76171875","0.724609375","0.724609375","0.724609375","0.763671875","0.763671875","0.763671875","0.728515625","0.728515625","0.728515625","0.69921875","0.69921875","0.69921875"
"3984","0.763671875","0.763671875","0.763671875","0.7421875","0.7421875","0.7421875","0.6474609375","0.6474609375","0.6474609375","0.69140625","0.69140625","0.69140625","0.716796875","0.716796875","0.716796875","0.7421875","0.7421875","0.7421875","0.73046875","0.73046875","0.73046875","0.734375","0.734375","0.734375","0.7275390625","0.7275390625","0.7275390625","0.6962890625","0.6962890625","0.6962890625"
"3985","0.767578125","0.767578125","0.767578125","0.763671875","0.763671875","0.763671875","0.662109375","0.662109375","0.662109375","0.693359375","0.693359375","0.693359375","0.7177734375","0.7177734375","0.7177734375","0.75390625","0.75390625","0.75390625","0.7333984375","0.7333984375","0.7333984375","0.7685546875","0.7685546875","0.7685546875","0.736328125","0.736328125","0.736328125","0.693359375","0.693359375","0.693359375"
"3986","0.7626953125","0.7626953125","0.7626953125","0.740234375","0.740234375","0.740234375","0.6435546875","0.6435546875","0.6435546875","0.669921875","0.669921875","0.669921875","0.6904296875","0.6904296875","0.6904296875","0.7421875","0.7421875","0.7421875","0.7158203125","0.7158203125","0.7158203125","0.7451171875","0.7451171875","0.7451171875","0.7197265625","0.7197265625","0.7197265625","0.6708984375","0.6708984375","0.6708984375"
"3987","0.7744140625","0.7744140625","0.7744140625","0.740234375","0.740234375","0.740234375","0.64453125","0.64453125","0.64453125","0.685546875","0.685546875","0.685546875","0.689453125","0.689453125","0.689453125","0.7373046875","0.7373046875","0.7373046875","0.7109375","0.7109375","0.7109375","0.740234375","0.740234375","0.740234375","0.71484375","0.71484375","0.71484375","0.689453125","0.689453125","0.689453125"
"3988","0.7392578125","0.7392578125","0.7392578125","0.720703125","0.720703125","0.720703125","0.6337890625","0.6337890625","0.6337890625","0.6591796875","0.6591796875","0.6591796875","0.673828125","0.673828125","0.673828125","0.71875","0.71875","0.71875","0.6884765625","0.6884765625","0.6884765625","0.716796875","0.716796875","0.716796875","0.6943359375","0.6943359375","0.6943359375","0.6689453125","0.6689453125","0.6689453125"
"3989","0.7841796875","0.7841796875","0.7841796875","0.783203125","0.783203125","0.783203125","0.6806640625","0.6806640625","0.6806640625","0.716796875","0.716796875","0.716796875","0.7353515625","0.7353515625","0.7353515625","0.78515625","0.78515625","0.78515625","0.7568359375","0.7568359375","0.7568359375","0.771484375","0.771484375","0.771484375","0.7578125","0.7578125","0.7578125","0.7177734375","0.7177734375","0.7177734375"
"3990","0.7666015625","0.7666015625","0.7666015625","0.7666015625","0.7666015625","0.7666015625","0.67578125","0.67578125","0.67578125","0.701171875","0.701171875","0.701171875","0.7138671875","0.7138671875","0.7138671875","0.765625","0.765625","0.765625","0.7314453125","0.7314453125","0.7314453125","0.7548828125","0.7548828125","0.7548828125","0.7353515625","0.7353515625","0.7353515625","0.705078125","0.705078125","0.705078125"
"3991","0.783203125","0.783203125","0.783203125","0.7578125","0.7578125","0.7578125","0.6552734375","0.6552734375","0.6552734375","0.6865234375","0.6865234375","0.6865234375","0.701171875","0.701171875","0.701171875","0.7470703125","0.7470703125","0.7470703125","0.716796875","0.716796875","0.716796875","0.7412109375","0.7412109375","0.7412109375","0.716796875","0.716796875","0.716796875","0.69140625","0.69140625","0.69140625"
"3992","0.7646484375","0.7646484375","0.7646484375","0.759765625","0.759765625","0.759765625","0.64453125","0.64453125","0.64453125","0.6845703125","0.6845703125","0.6845703125","0.6982421875","0.6982421875","0.6982421875","0.7626953125","0.7626953125","0.7626953125","0.7236328125","0.7236328125","0.7236328125","0.7421875","0.7421875","0.7421875","0.7265625","0.7265625","0.7265625","0.68359375","0.68359375","0.68359375"
"3993","0.771484375","0.771484375","0.771484375","0.763671875","0.763671875","0.763671875","0.6513671875","0.6513671875","0.6513671875","0.6865234375","0.6865234375","0.6865234375","0.70703125","0.70703125","0.70703125","0.7529296875","0.7529296875","0.7529296875","0.724609375","0.724609375","0.724609375","0.7529296875","0.7529296875","0.7529296875","0.7294921875","0.7294921875","0.7294921875","0.6923828125","0.6923828125","0.6923828125"
"3994","0.7744140625","0.7744140625","0.7744140625","0.771484375","0.771484375","0.771484375","0.6708984375","0.6708984375","0.6708984375","0.708984375","0.708984375","0.708984375","0.7255859375","0.7255859375","0.7255859375","0.7626953125","0.7626953125","0.7626953125","0.7294921875","0.7294921875","0.7294921875","0.751953125","0.751953125","0.751953125","0.7294921875","0.7294921875","0.7294921875","0.70703125","0.70703125","0.70703125"
"3995","0.77734375","0.77734375","0.77734375","0.7490234375","0.7490234375","0.7490234375","0.6669921875","0.6669921875","0.6669921875","0.693359375","0.693359375","0.693359375","0.7060546875","0.7060546875","0.7060546875","0.7421875","0.7421875","0.7421875","0.72265625","0.72265625","0.72265625","0.744140625","0.744140625","0.744140625","0.7275390625","0.7275390625","0.7275390625","0.6943359375","0.6943359375","0.6943359375"
"3996","0.78125","0.78125","0.78125","0.779296875","0.779296875","0.779296875","0.65625","0.65625","0.65625","0.7001953125","0.7001953125","0.7001953125","0.7041015625","0.7041015625","0.7041015625","0.76171875","0.76171875","0.76171875","0.7353515625","0.7353515625","0.7353515625","0.76171875","0.76171875","0.76171875","0.7333984375","0.7333984375","0.7333984375","0.7001953125","0.7001953125","0.7001953125"
"3997","0.7822265625","0.7822265625","0.7822265625","0.7412109375","0.7412109375","0.7412109375","0.6767578125","0.6767578125","0.6767578125","0.70703125","0.70703125","0.70703125","0.7177734375","0.7177734375","0.7177734375","0.7373046875","0.7373046875","0.7373046875","0.7216796875","0.7216796875","0.7216796875","0.7353515625","0.7353515625","0.7353515625","0.734375","0.734375","0.734375","0.69921875","0.69921875","0.69921875"
"3998","0.767578125","0.767578125","0.767578125","0.7314453125","0.7314453125","0.7314453125","0.6083984375","0.6083984375","0.6083984375","0.650390625","0.650390625","0.650390625","0.66796875","0.66796875","0.66796875","0.7109375","0.7109375","0.7109375","0.6943359375","0.6943359375","0.6943359375","0.701171875","0.701171875","0.701171875","0.701171875","0.701171875","0.701171875","0.6591796875","0.6591796875","0.6591796875"
"3999","0.759765625","0.759765625","0.759765625","0.7578125","0.7578125","0.7578125","0.65625","0.65625","0.65625","0.693359375","0.693359375","0.693359375","0.6943359375","0.6943359375","0.6943359375","0.75","0.75","0.75","0.7119140625","0.7119140625","0.7119140625","0.7490234375","0.7490234375","0.7490234375","0.7138671875","0.7138671875","0.7138671875","0.6904296875","0.6904296875","0.6904296875"
