"Step","tracer_ema_up_freq_1 - Teacher_teacher_avg_entropy_combined","tracer_ema_up_freq_1 - Teacher_teacher_avg_entropy_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_avg_entropy_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_avg_entropy_combined","tracer_ema_up_freq_500 - Teacher_teacher_avg_entropy_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_2500 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_1000 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_500 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_avg_entropy_combined__MAX","tracer_beta_1.5 - Teacher_teacher_avg_entropy_combined","tracer_beta_1.5 - Teacher_teacher_avg_entropy_combined__MIN","tracer_beta_1.5 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_50 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_avg_entropy_combined__MAX","tracer_beta_1.0 - Teacher_teacher_avg_entropy_combined","tracer_beta_1.0 - Teacher_teacher_avg_entropy_combined__MIN","tracer_beta_1.0 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_5 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_avg_entropy_combined__MAX","tracer_beta_0.2 - Teacher_teacher_avg_entropy_combined","tracer_beta_0.2 - Teacher_teacher_avg_entropy_combined__MIN","tracer_beta_0.2 - Teacher_teacher_avg_entropy_combined__MAX"
"160","0.7509641647338867","0.7509641647338867","0.7509641647338867","1.0103837251663208","1.0103837251663208","1.0103837251663208","1.0313059091567993","1.0313059091567993","1.0313059091567993","1.0313059091567993","1.0313059091567993","1.0313059091567993","1.0404026508331299","1.0404026508331299","1.0404026508331299","0.7865793704986572","0.7865793704986572","0.7865793704986572","0.9394518136978149","0.9394518136978149","0.9394518136978149","0.8248260617256165","0.8248260617256165","0.8248260617256165","0.901190996170044","0.901190996170044","0.901190996170044","0.9614510536193848","0.9614510536193848","0.9614510536193848"
"161","0.7854750156402588","0.7854750156402588","0.7854750156402588","1.1096868515014648","1.1096868515014648","1.1096868515014648","1.1755980253219604","1.1755980253219604","1.1755980253219604","1.1755980253219604","1.1755980253219604","1.1755980253219604","1.1808360815048218","1.1808360815048218","1.1808360815048218","0.8233755826950073","0.8233755826950073","0.8233755826950073","1.0337300300598145","1.0337300300598145","1.0337300300598145","0.8733835816383362","0.8733835816383362","0.8733835816383362","0.9809659719467163","0.9809659719467163","0.9809659719467163","1.0719294548034668","1.0719294548034668","1.0719294548034668"
"162","0.7739778161048889","0.7739778161048889","0.7739778161048889","1.1216188669204712","1.1216188669204712","1.1216188669204712","1.2009238004684448","1.2009238004684448","1.2009238004684448","1.2009238004684448","1.2009238004684448","1.2009238004684448","1.2014739513397217","1.2014739513397217","1.2014739513397217","0.8050197958946228","0.8050197958946228","0.8050197958946228","1.0466986894607544","1.0466986894607544","1.0466986894607544","0.8638540506362915","0.8638540506362915","0.8638540506362915","0.994522213935852","0.994522213935852","0.994522213935852","1.0991464853286743","1.0991464853286743","1.0991464853286743"
"163","0.8075878024101257","0.8075878024101257","0.8075878024101257","1.1684768199920654","1.1684768199920654","1.1684768199920654","1.2491097450256348","1.2491097450256348","1.2491097450256348","1.2491097450256348","1.2491097450256348","1.2491097450256348","1.2482285499572754","1.2482285499572754","1.2482285499572754","0.8382245302200317","0.8382245302200317","0.8382245302200317","1.087559461593628","1.087559461593628","1.087559461593628","0.9030371308326721","0.9030371308326721","0.9030371308326721","1.0345059633255005","1.0345059633255005","1.0345059633255005","1.140306830406189","1.140306830406189","1.140306830406189"
"164","0.8141931891441345","0.8141931891441345","0.8141931891441345","1.0501731634140015","1.0501731634140015","1.0501731634140015","1.092022180557251","1.092022180557251","1.092022180557251","1.092022180557251","1.092022180557251","1.092022180557251","1.096888780593872","1.096888780593872","1.096888780593872","0.7717434763908386","0.7717434763908386","0.7717434763908386","0.9709359407424927","0.9709359407424927","0.9709359407424927","0.8178973197937012","0.8178973197937012","0.8178973197937012","0.9241759777069092","0.9241759777069092","0.9241759777069092","1.0105690956115723","1.0105690956115723","1.0105690956115723"
"165","0.817277193069458","0.817277193069458","0.817277193069458","1.0706456899642944","1.0706456899642944","1.0706456899642944","1.1020598411560059","1.1020598411560059","1.1020598411560059","1.1020598411560059","1.1020598411560059","1.1020598411560059","1.1102951765060425","1.1102951765060425","1.1102951765060425","0.7768479585647583","0.7768479585647583","0.7768479585647583","0.9824576377868652","0.9824576377868652","0.9824576377868652","0.8262362480163574","0.8262362480163574","0.8262362480163574","0.9338858127593994","0.9338858127593994","0.9338858127593994","1.017773151397705","1.017773151397705","1.017773151397705"
"166","0.7388855218887329","0.7388855218887329","0.7388855218887329","1.1727335453033447","1.1727335453033447","1.1727335453033447","1.2376922369003296","1.2376922369003296","1.2376922369003296","1.2376922369003296","1.2376922369003296","1.2376922369003296","1.2294490337371826","1.2294490337371826","1.2294490337371826","0.8883571028709412","0.8883571028709412","0.8883571028709412","1.091254711151123","1.091254711151123","1.091254711151123","0.9378831386566162","0.9378831386566162","0.9378831386566162","1.0439786911010742","1.0439786911010742","1.0439786911010742","1.13616144657135","1.13616144657135","1.13616144657135"
"167","0.7511279582977295","0.7511279582977295","0.7511279582977295","1.1275107860565186","1.1275107860565186","1.1275107860565186","1.1730031967163086","1.1730031967163086","1.1730031967163086","1.1730031967163086","1.1730031967163086","1.1730031967163086","1.1805509328842163","1.1805509328842163","1.1805509328842163","0.8473026752471924","0.8473026752471924","0.8473026752471924","1.057145595550537","1.057145595550537","1.057145595550537","0.9033349752426147","0.9033349752426147","0.9033349752426147","1.0120161771774292","1.0120161771774292","1.0120161771774292","1.0932321548461914","1.0932321548461914","1.0932321548461914"
"168","0.8195074796676636","0.8195074796676636","0.8195074796676636","1.0886085033416748","1.0886085033416748","1.0886085033416748","1.1413357257843018","1.1413357257843018","1.1413357257843018","1.1413357257843018","1.1413357257843018","1.1413357257843018","1.1356096267700195","1.1356096267700195","1.1356096267700195","0.8141804933547974","0.8141804933547974","0.8141804933547974","1.012039065361023","1.012039065361023","1.012039065361023","0.866310715675354","0.866310715675354","0.866310715675354","0.9712794423103333","0.9712794423103333","0.9712794423103333","1.0533387660980225","1.0533387660980225","1.0533387660980225"
"169","0.8411660194396973","0.8411660194396973","0.8411660194396973","1.1264522075653076","1.1264522075653076","1.1264522075653076","1.1808836460113525","1.1808836460113525","1.1808836460113525","1.1808836460113525","1.1808836460113525","1.1808836460113525","1.1888365745544434","1.1888365745544434","1.1888365745544434","0.8027375936508179","0.8027375936508179","0.8027375936508179","1.0336140394210815","1.0336140394210815","1.0336140394210815","0.8589954376220703","0.8589954376220703","0.8589954376220703","0.9766470789909363","0.9766470789909363","0.9766470789909363","1.0785032510757446","1.0785032510757446","1.0785032510757446"
"170","0.7378194332122803","0.7378194332122803","0.7378194332122803","1.1181254386901855","1.1181254386901855","1.1181254386901855","1.152296543121338","1.152296543121338","1.152296543121338","1.152296543121338","1.152296543121338","1.152296543121338","1.1579805612564087","1.1579805612564087","1.1579805612564087","0.8161991834640503","0.8161991834640503","0.8161991834640503","1.0271940231323242","1.0271940231323242","1.0271940231323242","0.87147456407547","0.87147456407547","0.87147456407547","0.9804375171661377","0.9804375171661377","0.9804375171661377","1.0634304285049438","1.0634304285049438","1.0634304285049438"
"171","0.7558789253234863","0.7558789253234863","0.7558789253234863","1.0744431018829346","1.0744431018829346","1.0744431018829346","1.1320273876190186","1.1320273876190186","1.1320273876190186","1.1320273876190186","1.1320273876190186","1.1320273876190186","1.1292189359664917","1.1292189359664917","1.1292189359664917","0.7856709361076355","0.7856709361076355","0.7856709361076355","0.9903483986854553","0.9903483986854553","0.9903483986854553","0.8340569734573364","0.8340569734573364","0.8340569734573364","0.9399981498718262","0.9399981498718262","0.9399981498718262","1.0296931266784668","1.0296931266784668","1.0296931266784668"
"172","0.7696475982666016","0.7696475982666016","0.7696475982666016","1.098113775253296","1.098113775253296","1.098113775253296","1.161847472190857","1.161847472190857","1.161847472190857","1.161847472190857","1.161847472190857","1.161847472190857","1.1646472215652466","1.1646472215652466","1.1646472215652466","0.7966922521591187","0.7966922521591187","0.7966922521591187","0.9962278604507446","0.9962278604507446","0.9962278604507446","0.8432005643844604","0.8432005643844604","0.8432005643844604","0.9474136829376221","0.9474136829376221","0.9474136829376221","1.0451812744140625","1.0451812744140625","1.0451812744140625"
"173","0.8165415525436401","0.8165415525436401","0.8165415525436401","1.1272388696670532","1.1272388696670532","1.1272388696670532","1.1487693786621094","1.1487693786621094","1.1487693786621094","1.1487693786621094","1.1487693786621094","1.1487693786621094","1.1495287418365479","1.1495287418365479","1.1495287418365479","0.848289430141449","0.848289430141449","0.848289430141449","1.0362746715545654","1.0362746715545654","1.0362746715545654","0.9004536867141724","0.9004536867141724","0.9004536867141724","0.9982514977455139","0.9982514977455139","0.9982514977455139","1.0711023807525635","1.0711023807525635","1.0711023807525635"
"174","0.7664847373962402","0.7664847373962402","0.7664847373962402","1.1320135593414307","1.1320135593414307","1.1320135593414307","1.195467233657837","1.195467233657837","1.195467233657837","1.195467233657837","1.195467233657837","1.195467233657837","1.1994514465332031","1.1994514465332031","1.1994514465332031","0.795861005783081","0.795861005783081","0.795861005783081","1.0456910133361816","1.0456910133361816","1.0456910133361816","0.8557422161102295","0.8557422161102295","0.8557422161102295","0.9882279634475708","0.9882279634475708","0.9882279634475708","1.0965189933776855","1.0965189933776855","1.0965189933776855"
"175","0.7286700010299683","0.7286700010299683","0.7286700010299683","1.0856372117996216","1.0856372117996216","1.0856372117996216","1.112785816192627","1.112785816192627","1.112785816192627","1.112785816192627","1.112785816192627","1.112785816192627","1.1212048530578613","1.1212048530578613","1.1212048530578613","0.781574010848999","0.781574010848999","0.781574010848999","0.9904581308364868","0.9904581308364868","0.9904581308364868","0.8323408365249634","0.8323408365249634","0.8323408365249634","0.9444002509117126","0.9444002509117126","0.9444002509117126","1.030236005783081","1.030236005783081","1.030236005783081"
"176","0.8013862371444702","0.8013862371444702","0.8013862371444702","1.1447508335113525","1.1447508335113525","1.1447508335113525","1.1912906169891357","1.1912906169891357","1.1912906169891357","1.1912906169891357","1.1912906169891357","1.1912906169891357","1.1879637241363525","1.1879637241363525","1.1879637241363525","0.87725830078125","0.87725830078125","0.87725830078125","1.0662906169891357","1.0662906169891357","1.0662906169891357","0.9253724217414856","0.9253724217414856","0.9253724217414856","1.0254645347595215","1.0254645347595215","1.0254645347595215","1.1050968170166016","1.1050968170166016","1.1050968170166016"
"177","0.8063377141952515","0.8063377141952515","0.8063377141952515","1.1475927829742432","1.1475927829742432","1.1475927829742432","1.201257586479187","1.201257586479187","1.201257586479187","1.201257586479187","1.201257586479187","1.201257586479187","1.2015178203582764","1.2015178203582764","1.2015178203582764","0.8503740429878235","0.8503740429878235","0.8503740429878235","1.0546528100967407","1.0546528100967407","1.0546528100967407","0.9012365341186523","0.9012365341186523","0.9012365341186523","1.0063368082046509","1.0063368082046509","1.0063368082046509","1.1017804145812988","1.1017804145812988","1.1017804145812988"
"178","0.8014721274375916","0.8014721274375916","0.8014721274375916","1.1011556386947632","1.1011556386947632","1.1011556386947632","1.12944495677948","1.12944495677948","1.12944495677948","1.12944495677948","1.12944495677948","1.12944495677948","1.1379153728485107","1.1379153728485107","1.1379153728485107","0.8011494874954224","0.8011494874954224","0.8011494874954224","1.0074869394302368","1.0074869394302368","1.0074869394302368","0.8512274026870728","0.8512274026870728","0.8512274026870728","0.9613460302352905","0.9613460302352905","0.9613460302352905","1.0470000505447388","1.0470000505447388","1.0470000505447388"
"179","0.738070011138916","0.738070011138916","0.738070011138916","1.1564133167266846","1.1564133167266846","1.1564133167266846","1.19027578830719","1.19027578830719","1.19027578830719","1.19027578830719","1.19027578830719","1.19027578830719","1.2032110691070557","1.2032110691070557","1.2032110691070557","0.8500862717628479","0.8500862717628479","0.8500862717628479","1.0582354068756104","1.0582354068756104","1.0582354068756104","0.8994392156600952","0.8994392156600952","0.8994392156600952","1.0075352191925049","1.0075352191925049","1.0075352191925049","1.0977174043655396","1.0977174043655396","1.0977174043655396"
"180","0.760298490524292","0.760298490524292","0.760298490524292","1.129224419593811","1.129224419593811","1.129224419593811","1.1851493120193481","1.1851493120193481","1.1851493120193481","1.1851493120193481","1.1851493120193481","1.1851493120193481","1.1863725185394287","1.1863725185394287","1.1863725185394287","0.814289927482605","0.814289927482605","0.814289927482605","1.0493168830871582","1.0493168830871582","1.0493168830871582","0.8723060488700867","0.8723060488700867","0.8723060488700867","0.9944106340408325","0.9944106340408325","0.9944106340408325","1.092182993888855","1.092182993888855","1.092182993888855"
"181","0.7809862494468689","0.7809862494468689","0.7809862494468689","1.1137064695358276","1.1137064695358276","1.1137064695358276","1.1755785942077637","1.1755785942077637","1.1755785942077637","1.1755785942077637","1.1755785942077637","1.1755785942077637","1.1781349182128906","1.1781349182128906","1.1781349182128906","0.7970699071884155","0.7970699071884155","0.7970699071884155","1.0225578546524048","1.0225578546524048","1.0225578546524048","0.8469240665435791","0.8469240665435791","0.8469240665435791","0.9685204029083252","0.9685204029083252","0.9685204029083252","1.0702111721038818","1.0702111721038818","1.0702111721038818"
"182","0.7039237022399902","0.7039237022399902","0.7039237022399902","1.102231740951538","1.102231740951538","1.102231740951538","1.131157398223877","1.131157398223877","1.131157398223877","1.131157398223877","1.131157398223877","1.131157398223877","1.1361041069030762","1.1361041069030762","1.1361041069030762","0.8440655469894409","0.8440655469894409","0.8440655469894409","1.0158758163452148","1.0158758163452148","1.0158758163452148","0.8826346397399902","0.8826346397399902","0.8826346397399902","0.9730784296989441","0.9730784296989441","0.9730784296989441","1.0527197122573853","1.0527197122573853","1.0527197122573853"
"183","0.7745264768600464","0.7745264768600464","0.7745264768600464","1.0836507081985474","1.0836507081985474","1.0836507081985474","1.1254256963729858","1.1254256963729858","1.1254256963729858","1.1254256963729858","1.1254256963729858","1.1254256963729858","1.1331090927124023","1.1331090927124023","1.1331090927124023","0.7937403321266174","0.7937403321266174","0.7937403321266174","1.000960350036621","1.000960350036621","1.000960350036621","0.8470544815063477","0.8470544815063477","0.8470544815063477","0.9594720602035522","0.9594720602035522","0.9594720602035522","1.0440479516983032","1.0440479516983032","1.0440479516983032"
"184","0.780692458152771","0.780692458152771","0.780692458152771","1.1124153137207031","1.1124153137207031","1.1124153137207031","1.1332249641418457","1.1332249641418457","1.1332249641418457","1.1332249641418457","1.1332249641418457","1.1332249641418457","1.1389671564102173","1.1389671564102173","1.1389671564102173","0.8042572736740112","0.8042572736740112","0.8042572736740112","1.0070044994354248","1.0070044994354248","1.0070044994354248","0.8561580777168274","0.8561580777168274","0.8561580777168274","0.9659953117370605","0.9659953117370605","0.9659953117370605","1.0519919395446777","1.0519919395446777","1.0519919395446777"
"185","0.8018414974212646","0.8018414974212646","0.8018414974212646","1.1625854969024658","1.1625854969024658","1.1625854969024658","1.1935334205627441","1.1935334205627441","1.1935334205627441","1.1935334205627441","1.1935334205627441","1.1935334205627441","1.1917719841003418","1.1917719841003418","1.1917719841003418","0.8597829341888428","0.8597829341888428","0.8597829341888428","1.0795594453811646","1.0795594453811646","1.0795594453811646","0.9174572825431824","0.9174572825431824","0.9174572825431824","1.036184549331665","1.036184549331665","1.036184549331665","1.1220974922180176","1.1220974922180176","1.1220974922180176"
"186","0.7902006506919861","0.7902006506919861","0.7902006506919861","1.1143741607666016","1.1143741607666016","1.1143741607666016","1.1746747493743896","1.1746747493743896","1.1746747493743896","1.1746747493743896","1.1746747493743896","1.1746747493743896","1.1773203611373901","1.1773203611373901","1.1773203611373901","0.8186136484146118","0.8186136484146118","0.8186136484146118","1.0342786312103271","1.0342786312103271","1.0342786312103271","0.8763899207115173","0.8763899207115173","0.8763899207115173","0.9875308871269226","0.9875308871269226","0.9875308871269226","1.0802099704742432","1.0802099704742432","1.0802099704742432"
"187","0.7685778141021729","0.7685778141021729","0.7685778141021729","1.1181249618530273","1.1181249618530273","1.1181249618530273","1.1573255062103271","1.1573255062103271","1.1573255062103271","1.1573255062103271","1.1573255062103271","1.1573255062103271","1.1628674268722534","1.1628674268722534","1.1628674268722534","0.8120945692062378","0.8120945692062378","0.8120945692062378","1.0184649229049683","1.0184649229049683","1.0184649229049683","0.8627151846885681","0.8627151846885681","0.8627151846885681","0.9714400172233582","0.9714400172233582","0.9714400172233582","1.0620856285095215","1.0620856285095215","1.0620856285095215"
"188","0.7602159976959229","0.7602159976959229","0.7602159976959229","1.1410139799118042","1.1410139799118042","1.1410139799118042","1.219266414642334","1.219266414642334","1.219266414642334","1.219266414642334","1.219266414642334","1.219266414642334","1.2125661373138428","1.2125661373138428","1.2125661373138428","0.8008744120597839","0.8008744120597839","0.8008744120597839","1.0437610149383545","1.0437610149383545","1.0437610149383545","0.859604001045227","0.859604001045227","0.859604001045227","0.9916670918464661","0.9916670918464661","0.9916670918464661","1.100940465927124","1.100940465927124","1.100940465927124"
"189","0.7741180658340454","0.7741180658340454","0.7741180658340454","1.1365461349487305","1.1365461349487305","1.1365461349487305","1.211463212966919","1.211463212966919","1.211463212966919","1.211463212966919","1.211463212966919","1.211463212966919","1.2021377086639404","1.2021377086639404","1.2021377086639404","0.8246912956237793","0.8246912956237793","0.8246912956237793","1.0401561260223389","1.0401561260223389","1.0401561260223389","0.8767966032028198","0.8767966032028198","0.8767966032028198","0.9933429956436157","0.9933429956436157","0.9933429956436157","1.0943880081176758","1.0943880081176758","1.0943880081176758"
"190","0.7851274609565735","0.7851274609565735","0.7851274609565735","1.095055341720581","1.095055341720581","1.095055341720581","1.1271134614944458","1.1271134614944458","1.1271134614944458","1.1271134614944458","1.1271134614944458","1.1271134614944458","1.1338993310928345","1.1338993310928345","1.1338993310928345","0.7962964773178101","0.7962964773178101","0.7962964773178101","0.9862441420555115","0.9862441420555115","0.9862441420555115","0.8382521867752075","0.8382521867752075","0.8382521867752075","0.9386684894561768","0.9386684894561768","0.9386684894561768","1.0295202732086182","1.0295202732086182","1.0295202732086182"
"191","0.7860150337219238","0.7860150337219238","0.7860150337219238","1.0990941524505615","1.0990941524505615","1.0990941524505615","1.1462013721466064","1.1462013721466064","1.1462013721466064","1.1462013721466064","1.1462013721466064","1.1462013721466064","1.144631028175354","1.144631028175354","1.144631028175354","0.7809773683547974","0.7809773683547974","0.7809773683547974","1.0033607482910156","1.0033607482910156","1.0033607482910156","0.8344181180000305","0.8344181180000305","0.8344181180000305","0.954810380935669","0.954810380935669","0.954810380935669","1.05002760887146","1.05002760887146","1.05002760887146"
"192","0.7514139413833618","0.7514139413833618","0.7514139413833618","1.1504030227661133","1.1504030227661133","1.1504030227661133","1.1993179321289062","1.1993179321289062","1.1993179321289062","1.1993179321289062","1.1993179321289062","1.1993179321289062","1.198322057723999","1.198322057723999","1.198322057723999","0.8246313333511353","0.8246313333511353","0.8246313333511353","1.046062707901001","1.046062707901001","1.046062707901001","0.8797829151153564","0.8797829151153564","0.8797829151153564","1.0017774105072021","1.0017774105072021","1.0017774105072021","1.1013319492340088","1.1013319492340088","1.1013319492340088"
"193","0.8053830862045288","0.8053830862045288","0.8053830862045288","1.1807043552398682","1.1807043552398682","1.1807043552398682","1.2174580097198486","1.2174580097198486","1.2174580097198486","1.2174580097198486","1.2174580097198486","1.2174580097198486","1.2186388969421387","1.2186388969421387","1.2186388969421387","0.8735470771789551","0.8735470771789551","0.8735470771789551","1.0677827596664429","1.0677827596664429","1.0677827596664429","0.9208552837371826","0.9208552837371826","0.9208552837371826","1.0279102325439453","1.0279102325439453","1.0279102325439453","1.1173095703125","1.1173095703125","1.1173095703125"
"194","0.7185906171798706","0.7185906171798706","0.7185906171798706","1.0785088539123535","1.0785088539123535","1.0785088539123535","1.1301615238189697","1.1301615238189697","1.1301615238189697","1.1301615238189697","1.1301615238189697","1.1301615238189697","1.1280312538146973","1.1280312538146973","1.1280312538146973","0.787908673286438","0.787908673286438","0.787908673286438","0.9804434776306152","0.9804434776306152","0.9804434776306152","0.8336279392242432","0.8336279392242432","0.8336279392242432","0.9390071034431458","0.9390071034431458","0.9390071034431458","1.0314574241638184","1.0314574241638184","1.0314574241638184"
"195","0.7215111255645752","0.7215111255645752","0.7215111255645752","1.184447169303894","1.184447169303894","1.184447169303894","1.2325177192687988","1.2325177192687988","1.2325177192687988","1.2325177192687988","1.2325177192687988","1.2325177192687988","1.2394137382507324","1.2394137382507324","1.2394137382507324","0.858553409576416","0.858553409576416","0.858553409576416","1.0800952911376953","1.0800952911376953","1.0800952911376953","0.9118143916130066","0.9118143916130066","0.9118143916130066","1.0348551273345947","1.0348551273345947","1.0348551273345947","1.1318002939224243","1.1318002939224243","1.1318002939224243"
"196","0.742307186126709","0.742307186126709","0.742307186126709","1.077387809753418","1.077387809753418","1.077387809753418","1.110705852508545","1.110705852508545","1.110705852508545","1.110705852508545","1.110705852508545","1.110705852508545","1.110629677772522","1.110629677772522","1.110629677772522","0.8121214509010315","0.8121214509010315","0.8121214509010315","0.9674474596977234","0.9674474596977234","0.9674474596977234","0.848067045211792","0.848067045211792","0.848067045211792","0.9293210506439209","0.9293210506439209","0.9293210506439209","1.0111489295959473","1.0111489295959473","1.0111489295959473"
"197","0.8416348695755005","0.8416348695755005","0.8416348695755005","1.0918831825256348","1.0918831825256348","1.0918831825256348","1.1270701885223389","1.1270701885223389","1.1270701885223389","1.1270701885223389","1.1270701885223389","1.1270701885223389","1.1261337995529175","1.1261337995529175","1.1261337995529175","0.8238461017608643","0.8238461017608643","0.8238461017608643","1.004512906074524","1.004512906074524","1.004512906074524","0.8727924823760986","0.8727924823760986","0.8727924823760986","0.9681910276412964","0.9681910276412964","0.9681910276412964","1.0458061695098877","1.0458061695098877","1.0458061695098877"
"198","0.7920299172401428","0.7920299172401428","0.7920299172401428","1.1133970022201538","1.1133970022201538","1.1133970022201538","1.1457195281982422","1.1457195281982422","1.1457195281982422","1.1457195281982422","1.1457195281982422","1.1457195281982422","1.149637222290039","1.149637222290039","1.149637222290039","0.8011699318885803","0.8011699318885803","0.8011699318885803","1.0086185932159424","1.0086185932159424","1.0086185932159424","0.8532165288925171","0.8532165288925171","0.8532165288925171","0.9634535312652588","0.9634535312652588","0.9634535312652588","1.054099440574646","1.054099440574646","1.054099440574646"
"199","0.6895374059677124","0.6895374059677124","0.6895374059677124","1.076704978942871","1.076704978942871","1.076704978942871","1.1407159566879272","1.1407159566879272","1.1407159566879272","1.1407159566879272","1.1407159566879272","1.1407159566879272","1.1408588886260986","1.1408588886260986","1.1408588886260986","0.7884514331817627","0.7884514331817627","0.7884514331817627","0.9936679005622864","0.9936679005622864","0.9936679005622864","0.835420548915863","0.835420548915863","0.835420548915863","0.9475574493408203","0.9475574493408203","0.9475574493408203","1.044203519821167","1.044203519821167","1.044203519821167"
"200","0.6896089315414429","0.6896089315414429","0.6896089315414429","1.129077434539795","1.129077434539795","1.129077434539795","1.1872045993804932","1.1872045993804932","1.1872045993804932","1.1872045993804932","1.1872045993804932","1.1872045993804932","1.1789933443069458","1.1789933443069458","1.1789933443069458","0.8183524012565613","0.8183524012565613","0.8183524012565613","1.028315544128418","1.028315544128418","1.028315544128418","0.8702200651168823","0.8702200651168823","0.8702200651168823","0.9832288026809692","0.9832288026809692","0.9832288026809692","1.079101324081421","1.079101324081421","1.079101324081421"
"201","0.7816131711006165","0.7816131711006165","0.7816131711006165","1.174466609954834","1.174466609954834","1.174466609954834","1.220801830291748","1.220801830291748","1.220801830291748","1.220801830291748","1.220801830291748","1.220801830291748","1.2195584774017334","1.2195584774017334","1.2195584774017334","0.8493043780326843","0.8493043780326843","0.8493043780326843","1.0742117166519165","1.0742117166519165","1.0742117166519165","0.9083869457244873","0.9083869457244873","0.9083869457244873","1.027206540107727","1.027206540107727","1.027206540107727","1.124581217765808","1.124581217765808","1.124581217765808"
"202","0.7474952936172485","0.7474952936172485","0.7474952936172485","1.0833642482757568","1.0833642482757568","1.0833642482757568","1.201073408126831","1.201073408126831","1.201073408126831","1.205242395401001","1.205242395401001","1.205242395401001","1.1876649856567383","1.1876649856567383","1.1876649856567383","0.885063648223877","0.885063648223877","0.885063648223877","1.081399917602539","1.081399917602539","1.081399917602539","0.9363795518875122","0.9363795518875122","0.9363795518875122","1.043440341949463","1.043440341949463","1.043440341949463","1.1214138269424438","1.1214138269424438","1.1214138269424438"
"203","0.7801965475082397","0.7801965475082397","0.7801965475082397","0.9502516984939575","0.9502516984939575","0.9502516984939575","1.2101893424987793","1.2101893424987793","1.2101893424987793","1.1992219686508179","1.1992219686508179","1.1992219686508179","1.1699798107147217","1.1699798107147217","1.1699798107147217","0.764954686164856","0.764954686164856","0.764954686164856","1.0117900371551514","1.0117900371551514","1.0117900371551514","0.8242707848548889","0.8242707848548889","0.8242707848548889","0.9649658203125","0.9649658203125","0.9649658203125","1.0850322246551514","1.0850322246551514","1.0850322246551514"
"204","0.7922385931015015","0.7922385931015015","0.7922385931015015","0.9827256798744202","0.9827256798744202","0.9827256798744202","1.1838643550872803","1.1838643550872803","1.1838643550872803","1.1725714206695557","1.1725714206695557","1.1725714206695557","1.1573951244354248","1.1573951244354248","1.1573951244354248","0.8012624979019165","0.8012624979019165","0.8012624979019165","1.020660638809204","1.020660638809204","1.020660638809204","0.850169837474823","0.850169837474823","0.850169837474823","0.9712215662002563","0.9712215662002563","0.9712215662002563","1.07511305809021","1.07511305809021","1.07511305809021"
"205","0.7847167253494263","0.7847167253494263","0.7847167253494263","0.976616621017456","0.976616621017456","0.976616621017456","1.127143383026123","1.127143383026123","1.127143383026123","1.123555064201355","1.123555064201355","1.123555064201355","1.1030523777008057","1.1030523777008057","1.1030523777008057","0.811237096786499","0.811237096786499","0.811237096786499","0.9862595796585083","0.9862595796585083","0.9862595796585083","0.8531286716461182","0.8531286716461182","0.8531286716461182","0.9486557245254517","0.9486557245254517","0.9486557245254517","1.0322775840759277","1.0322775840759277","1.0322775840759277"
"206","0.7986283302307129","0.7986283302307129","0.7986283302307129","0.9713614583015442","0.9713614583015442","0.9713614583015442","1.1240155696868896","1.1240155696868896","1.1240155696868896","1.128002405166626","1.128002405166626","1.128002405166626","1.10850989818573","1.10850989818573","1.10850989818573","0.7775089740753174","0.7775089740753174","0.7775089740753174","0.9893147945404053","0.9893147945404053","0.9893147945404053","0.8269953727722168","0.8269953727722168","0.8269953727722168","0.940615177154541","0.940615177154541","0.940615177154541","1.0360636711120605","1.0360636711120605","1.0360636711120605"
"207","0.7274914383888245","0.7274914383888245","0.7274914383888245","1.023564338684082","1.023564338684082","1.023564338684082","1.1488606929779053","1.1488606929779053","1.1488606929779053","1.1468274593353271","1.1468274593353271","1.1468274593353271","1.1288280487060547","1.1288280487060547","1.1288280487060547","0.8408427238464355","0.8408427238464355","0.8408427238464355","1.0205141305923462","1.0205141305923462","1.0205141305923462","0.8860651254653931","0.8860651254653931","0.8860651254653931","0.9796500205993652","0.9796500205993652","0.9796500205993652","1.0608083009719849","1.0608083009719849","1.0608083009719849"
