"Step","tracer_ema_up_freq_1 - Teacher_teacher_avg_entropy_combined","tracer_ema_up_freq_1 - Teacher_teacher_avg_entropy_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_avg_entropy_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_avg_entropy_combined","tracer_ema_up_freq_500 - Teacher_teacher_avg_entropy_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_2500 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_1000 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_500 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_avg_entropy_combined__MAX","tracer_beta_1.5 - Teacher_teacher_avg_entropy_combined","tracer_beta_1.5 - Teacher_teacher_avg_entropy_combined__MIN","tracer_beta_1.5 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_50 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_avg_entropy_combined__MAX","tracer_beta_1.0 - Teacher_teacher_avg_entropy_combined","tracer_beta_1.0 - Teacher_teacher_avg_entropy_combined__MIN","tracer_beta_1.0 - Teacher_teacher_avg_entropy_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_avg_entropy_combined","tracer_bma_up_freq_5 - Teacher_teacher_avg_entropy_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_avg_entropy_combined__MAX","tracer_beta_0.2 - Teacher_teacher_avg_entropy_combined","tracer_beta_0.2 - Teacher_teacher_avg_entropy_combined__MIN","tracer_beta_0.2 - Teacher_teacher_avg_entropy_combined__MAX"
"12","1.0509331226348877","1.0509331226348877","1.0509331226348877","1.1125876903533936","1.1125876903533936","1.1125876903533936","1.1118768453598022","1.1118768453598022","1.1118768453598022","1.1118768453598022","1.1118768453598022","1.1118768453598022","1.1118768453598022","1.1118768453598022","1.1118768453598022","1.0636935234069824","1.0636935234069824","1.0636935234069824","1.0865551233291626","1.0865551233291626","1.0865551233291626","1.0723891258239746","1.0723891258239746","1.0723891258239746","1.0857466459274292","1.0857466459274292","1.0857466459274292","1.0914175510406494","1.0914175510406494","1.0914175510406494"
"13","1.0838547945022583","1.0838547945022583","1.0838547945022583","1.2132394313812256","1.2132394313812256","1.2132394313812256","1.211266279220581","1.211266279220581","1.211266279220581","1.211266279220581","1.211266279220581","1.211266279220581","1.211266279220581","1.211266279220581","1.211266279220581","1.1438151597976685","1.1438151597976685","1.1438151597976685","1.1834254264831543","1.1834254264831543","1.1834254264831543","1.1559875011444092","1.1559875011444092","1.1559875011444092","1.1798573732376099","1.1798573732376099","1.1798573732376099","1.1854501962661743","1.1854501962661743","1.1854501962661743"
"14","1.0081384181976318","1.0081384181976318","1.0081384181976318","1.2813910245895386","1.2813910245895386","1.2813910245895386","1.2807596921920776","1.2807596921920776","1.2807596921920776","1.2807596921920776","1.2807596921920776","1.2807596921920776","1.2807596921920776","1.2807596921920776","1.2807596921920776","1.1816954612731934","1.1816954612731934","1.1816954612731934","1.244764804840088","1.244764804840088","1.244764804840088","1.1997458934783936","1.1997458934783936","1.1997458934783936","1.2324062585830688","1.2324062585830688","1.2324062585830688","1.2438712120056152","1.2438712120056152","1.2438712120056152"
"15","1.0533661842346191","1.0533661842346191","1.0533661842346191","1.2294775247573853","1.2294775247573853","1.2294775247573853","1.2298498153686523","1.2298498153686523","1.2298498153686523","1.2298498153686523","1.2298498153686523","1.2298498153686523","1.2298498153686523","1.2298498153686523","1.2298498153686523","1.1405200958251953","1.1405200958251953","1.1405200958251953","1.1965503692626953","1.1965503692626953","1.1965503692626953","1.1553802490234375","1.1553802490234375","1.1553802490234375","1.1853221654891968","1.1853221654891968","1.1853221654891968","1.1970553398132324","1.1970553398132324","1.1970553398132324"
"16","1.0304816961288452","1.0304816961288452","1.0304816961288452","1.2089827060699463","1.2089827060699463","1.2089827060699463","1.2060246467590332","1.2060246467590332","1.2060246467590332","1.2060246467590332","1.2060246467590332","1.2060246467590332","1.2060246467590332","1.2060246467590332","1.2060246467590332","1.1366755962371826","1.1366755962371826","1.1366755962371826","1.1782407760620117","1.1782407760620117","1.1782407760620117","1.1497377157211304","1.1497377157211304","1.1497377157211304","1.170173168182373","1.170173168182373","1.170173168182373","1.1762715578079224","1.1762715578079224","1.1762715578079224"
"17","1.0470678806304932","1.0470678806304932","1.0470678806304932","1.0710079669952393","1.0710079669952393","1.0710079669952393","1.0699684619903564","1.0699684619903564","1.0699684619903564","1.0699684619903564","1.0699684619903564","1.0699684619903564","1.0699684619903564","1.0699684619903564","1.0699684619903564","0.9940207004547119","0.9940207004547119","0.9940207004547119","1.0454188585281372","1.0454188585281372","1.0454188585281372","1.0098865032196045","1.0098865032196045","1.0098865032196045","1.036475658416748","1.036475658416748","1.036475658416748","1.0426701307296753","1.0426701307296753","1.0426701307296753"
"18","0.9545400142669678","0.9545400142669678","0.9545400142669678","1.178419828414917","1.178419828414917","1.178419828414917","1.1776680946350098","1.1776680946350098","1.1776680946350098","1.1776680946350098","1.1776680946350098","1.1776680946350098","1.1776680946350098","1.1776680946350098","1.1776680946350098","1.072299838066101","1.072299838066101","1.072299838066101","1.1468641757965088","1.1468641757965088","1.1468641757965088","1.098976492881775","1.098976492881775","1.098976492881775","1.1310062408447266","1.1310062408447266","1.1310062408447266","1.1435701847076416","1.1435701847076416","1.1435701847076416"
"19","0.967043936252594","0.967043936252594","0.967043936252594","1.1573450565338135","1.1573450565338135","1.1573450565338135","1.1564418077468872","1.1564418077468872","1.1564418077468872","1.1564418077468872","1.1564418077468872","1.1564418077468872","1.1564418077468872","1.1564418077468872","1.1564418077468872","1.0425807237625122","1.0425807237625122","1.0425807237625122","1.1252391338348389","1.1252391338348389","1.1252391338348389","1.070257544517517","1.070257544517517","1.070257544517517","1.104235053062439","1.104235053062439","1.104235053062439","1.1195601224899292","1.1195601224899292","1.1195601224899292"
"20","1.0270085334777832","1.0270085334777832","1.0270085334777832","1.159042239189148","1.159042239189148","1.159042239189148","1.157435655593872","1.157435655593872","1.157435655593872","1.157435655593872","1.157435655593872","1.157435655593872","1.157435655593872","1.157435655593872","1.157435655593872","1.0549583435058594","1.0549583435058594","1.0549583435058594","1.1318217515945435","1.1318217515945435","1.1318217515945435","1.0803029537200928","1.0803029537200928","1.0803029537200928","1.1130356788635254","1.1130356788635254","1.1130356788635254","1.1267492771148682","1.1267492771148682","1.1267492771148682"
"21","0.9635303020477295","0.9635303020477295","0.9635303020477295","1.179561972618103","1.179561972618103","1.179561972618103","1.1799871921539307","1.1799871921539307","1.1799871921539307","1.1799871921539307","1.1799871921539307","1.1799871921539307","1.1799871921539307","1.1799871921539307","1.1799871921539307","1.0659637451171875","1.0659637451171875","1.0659637451171875","1.1530334949493408","1.1530334949493408","1.1530334949493408","1.0940427780151367","1.0940427780151367","1.0940427780151367","1.130483627319336","1.130483627319336","1.130483627319336","1.1461858749389648","1.1461858749389648","1.1461858749389648"
"22","1.0108377933502197","1.0108377933502197","1.0108377933502197","1.2133891582489014","1.2133891582489014","1.2133891582489014","1.2127375602722168","1.2127375602722168","1.2127375602722168","1.2127375602722168","1.2127375602722168","1.2127375602722168","1.2127375602722168","1.2127375602722168","1.2127375602722168","1.0908311605453491","1.0908311605453491","1.0908311605453491","1.184411883354187","1.184411883354187","1.184411883354187","1.1191496849060059","1.1191496849060059","1.1191496849060059","1.1598199605941772","1.1598199605941772","1.1598199605941772","1.1799229383468628","1.1799229383468628","1.1799229383468628"
"23","1.0515642166137695","1.0515642166137695","1.0515642166137695","1.163724660873413","1.163724660873413","1.163724660873413","1.1602107286453247","1.1602107286453247","1.1602107286453247","1.1602107286453247","1.1602107286453247","1.1602107286453247","1.1602107286453247","1.1602107286453247","1.1602107286453247","1.0544757843017578","1.0544757843017578","1.0544757843017578","1.1335463523864746","1.1335463523864746","1.1335463523864746","1.0803147554397583","1.0803147554397583","1.0803147554397583","1.1148974895477295","1.1148974895477295","1.1148974895477295","1.1304988861083984","1.1304988861083984","1.1304988861083984"
"24","0.9882280826568604","0.9882280826568604","0.9882280826568604","1.251726508140564","1.251726508140564","1.251726508140564","1.2501826286315918","1.2501826286315918","1.2501826286315918","1.2501826286315918","1.2501826286315918","1.2501826286315918","1.2501826286315918","1.2501826286315918","1.2501826286315918","1.117706298828125","1.117706298828125","1.117706298828125","1.2153154611587524","1.2153154611587524","1.2153154611587524","1.1466434001922607","1.1466434001922607","1.1466434001922607","1.1905186176300049","1.1905186176300049","1.1905186176300049","1.2136763334274292","1.2136763334274292","1.2136763334274292"
"25","1.0045663118362427","1.0045663118362427","1.0045663118362427","1.1964397430419922","1.1964397430419922","1.1964397430419922","1.195483684539795","1.195483684539795","1.195483684539795","1.195483684539795","1.195483684539795","1.195483684539795","1.195483684539795","1.195483684539795","1.195483684539795","1.0513355731964111","1.0513355731964111","1.0513355731964111","1.1598838567733765","1.1598838567733765","1.1598838567733765","1.0806756019592285","1.0806756019592285","1.0806756019592285","1.1301603317260742","1.1301603317260742","1.1301603317260742","1.1529375314712524","1.1529375314712524","1.1529375314712524"
"26","1.0231049060821533","1.0231049060821533","1.0231049060821533","1.1411479711532593","1.1411479711532593","1.1411479711532593","1.1409013271331787","1.1409013271331787","1.1409013271331787","1.1409013271331787","1.1409013271331787","1.1409013271331787","1.1409013271331787","1.1409013271331787","1.1409013271331787","1.0179582834243774","1.0179582834243774","1.0179582834243774","1.1106464862823486","1.1106464862823486","1.1106464862823486","1.0432947874069214","1.0432947874069214","1.0432947874069214","1.0869005918502808","1.0869005918502808","1.0869005918502808","1.1098090410232544","1.1098090410232544","1.1098090410232544"
"27","0.9920466542243958","0.9920466542243958","0.9920466542243958","1.2017195224761963","1.2017195224761963","1.2017195224761963","1.2005867958068848","1.2005867958068848","1.2005867958068848","1.2005867958068848","1.2005867958068848","1.2005867958068848","1.2005867958068848","1.2005867958068848","1.2005867958068848","1.0587959289550781","1.0587959289550781","1.0587959289550781","1.1654595136642456","1.1654595136642456","1.1654595136642456","1.090099811553955","1.090099811553955","1.090099811553955","1.1398166418075562","1.1398166418075562","1.1398166418075562","1.1609759330749512","1.1609759330749512","1.1609759330749512"
"28","0.9277033805847168","0.9277033805847168","0.9277033805847168","1.2429876327514648","1.2429876327514648","1.2429876327514648","1.2401065826416016","1.2401065826416016","1.2401065826416016","1.2401065826416016","1.2401065826416016","1.2401065826416016","1.2401065826416016","1.2401065826416016","1.2401065826416016","1.1023545265197754","1.1023545265197754","1.1023545265197754","1.2083017826080322","1.2083017826080322","1.2083017826080322","1.1341676712036133","1.1341676712036133","1.1341676712036133","1.1808381080627441","1.1808381080627441","1.1808381080627441","1.2040584087371826","1.2040584087371826","1.2040584087371826"
"29","0.9742029309272766","0.9742029309272766","0.9742029309272766","1.1633676290512085","1.1633676290512085","1.1633676290512085","1.161803960800171","1.161803960800171","1.161803960800171","1.161803960800171","1.161803960800171","1.161803960800171","1.161803960800171","1.161803960800171","1.161803960800171","1.0299410820007324","1.0299410820007324","1.0299410820007324","1.1308478116989136","1.1308478116989136","1.1308478116989136","1.055158257484436","1.055158257484436","1.055158257484436","1.1016600131988525","1.1016600131988525","1.1016600131988525","1.1228927373886108","1.1228927373886108","1.1228927373886108"
"30","0.9726489782333374","0.9726489782333374","0.9726489782333374","1.1285945177078247","1.1285945177078247","1.1285945177078247","1.1290653944015503","1.1290653944015503","1.1290653944015503","1.1290653944015503","1.1290653944015503","1.1290653944015503","1.1290653944015503","1.1290653944015503","1.1290653944015503","0.9859544038772583","0.9859544038772583","0.9859544038772583","1.1017251014709473","1.1017251014709473","1.1017251014709473","1.0153629779815674","1.0153629779815674","1.0153629779815674","1.0686523914337158","1.0686523914337158","1.0686523914337158","1.0933253765106201","1.0933253765106201","1.0933253765106201"
"31","0.9253420233726501","0.9253420233726501","0.9253420233726501","1.1905066967010498","1.1905066967010498","1.1905066967010498","1.1901426315307617","1.1901426315307617","1.1901426315307617","1.1901426315307617","1.1901426315307617","1.1901426315307617","1.1901426315307617","1.1901426315307617","1.1901426315307617","1.054102897644043","1.054102897644043","1.054102897644043","1.1646347045898438","1.1646347045898438","1.1646347045898438","1.0870845317840576","1.0870845317840576","1.0870845317840576","1.1346485614776611","1.1346485614776611","1.1346485614776611","1.1575309038162231","1.1575309038162231","1.1575309038162231"
"32","0.9751209616661072","0.9751209616661072","0.9751209616661072","1.167133092880249","1.167133092880249","1.167133092880249","1.1653854846954346","1.1653854846954346","1.1653854846954346","1.1653854846954346","1.1653854846954346","1.1653854846954346","1.1653854846954346","1.1653854846954346","1.1653854846954346","1.0124207735061646","1.0124207735061646","1.0124207735061646","1.1334408521652222","1.1334408521652222","1.1334408521652222","1.046187400817871","1.046187400817871","1.046187400817871","1.1034162044525146","1.1034162044525146","1.1034162044525146","1.1320794820785522","1.1320794820785522","1.1320794820785522"
"33","0.9797240495681763","0.9797240495681763","0.9797240495681763","1.2506024837493896","1.2506024837493896","1.2506024837493896","1.2484872341156006","1.2484872341156006","1.2484872341156006","1.2484872341156006","1.2484872341156006","1.2484872341156006","1.2484872341156006","1.2484872341156006","1.2484872341156006","1.0661876201629639","1.0661876201629639","1.0661876201629639","1.2067327499389648","1.2067327499389648","1.2067327499389648","1.1116360425949097","1.1116360425949097","1.1116360425949097","1.1777524948120117","1.1777524948120117","1.1777524948120117","1.2081868648529053","1.2081868648529053","1.2081868648529053"
"34","0.8938472270965576","0.8938472270965576","0.8938472270965576","1.1684516668319702","1.1684516668319702","1.1684516668319702","1.1666287183761597","1.1666287183761597","1.1666287183761597","1.1666287183761597","1.1666287183761597","1.1666287183761597","1.1666287183761597","1.1666287183761597","1.1666287183761597","1.0025634765625","1.0025634765625","1.0025634765625","1.124875783920288","1.124875783920288","1.124875783920288","1.0357955694198608","1.0357955694198608","1.0357955694198608","1.09212064743042","1.09212064743042","1.09212064743042","1.1226303577423096","1.1226303577423096","1.1226303577423096"
"35","0.960845947265625","0.960845947265625","0.960845947265625","1.1566574573516846","1.1566574573516846","1.1566574573516846","1.1538333892822266","1.1538333892822266","1.1538333892822266","1.1538333892822266","1.1538333892822266","1.1538333892822266","1.1538333892822266","1.1538333892822266","1.1538333892822266","0.9815060496330261","0.9815060496330261","0.9815060496330261","1.1150803565979004","1.1150803565979004","1.1150803565979004","1.0185785293579102","1.0185785293579102","1.0185785293579102","1.0815978050231934","1.0815978050231934","1.0815978050231934","1.1130986213684082","1.1130986213684082","1.1130986213684082"
"36","0.9487261772155762","0.9487261772155762","0.9487261772155762","1.1549606323242188","1.1549606323242188","1.1549606323242188","1.1531096696853638","1.1531096696853638","1.1531096696853638","1.1531096696853638","1.1531096696853638","1.1531096696853638","1.1531096696853638","1.1531096696853638","1.1531096696853638","0.983008861541748","0.983008861541748","0.983008861541748","1.1053664684295654","1.1053664684295654","1.1053664684295654","1.0133283138275146","1.0133283138275146","1.0133283138275146","1.0713222026824951","1.0713222026824951","1.0713222026824951","1.1040376424789429","1.1040376424789429","1.1040376424789429"
"37","0.9895849227905273","0.9895849227905273","0.9895849227905273","1.131321907043457","1.131321907043457","1.131321907043457","1.1294984817504883","1.1294984817504883","1.1294984817504883","1.1294984817504883","1.1294984817504883","1.1294984817504883","1.1294984817504883","1.1294984817504883","1.1294984817504883","0.9539926052093506","0.9539926052093506","0.9539926052093506","1.0871942043304443","1.0871942043304443","1.0871942043304443","0.9918489456176758","0.9918489456176758","0.9918489456176758","1.0480749607086182","1.0480749607086182","1.0480749607086182","1.0829806327819824","1.0829806327819824","1.0829806327819824"
"38","0.9732500314712524","0.9732500314712524","0.9732500314712524","1.211429476737976","1.211429476737976","1.211429476737976","1.2106587886810303","1.2106587886810303","1.2106587886810303","1.2106587886810303","1.2106587886810303","1.2106587886810303","1.2106587886810303","1.2106587886810303","1.2106587886810303","1.0321216583251953","1.0321216583251953","1.0321216583251953","1.1731241941452026","1.1731241941452026","1.1731241941452026","1.0736631155014038","1.0736631155014038","1.0736631155014038","1.134137749671936","1.134137749671936","1.134137749671936","1.1649881601333618","1.1649881601333618","1.1649881601333618"
"39","0.9382566213607788","0.9382566213607788","0.9382566213607788","1.1572511196136475","1.1572511196136475","1.1572511196136475","1.154646873474121","1.154646873474121","1.154646873474121","1.154646873474121","1.154646873474121","1.154646873474121","1.154646873474121","1.154646873474121","1.154646873474121","0.9804155230522156","0.9804155230522156","0.9804155230522156","1.1123547554016113","1.1123547554016113","1.1123547554016113","1.0198428630828857","1.0198428630828857","1.0198428630828857","1.0772349834442139","1.0772349834442139","1.0772349834442139","1.1096529960632324","1.1096529960632324","1.1096529960632324"
"40","0.9156538248062134","0.9156538248062134","0.9156538248062134","1.1451772451400757","1.1451772451400757","1.1451772451400757","1.1443700790405273","1.1443700790405273","1.1443700790405273","1.1443700790405273","1.1443700790405273","1.1443700790405273","1.1443700790405273","1.1443700790405273","1.1443700790405273","0.9394435882568359","0.9394435882568359","0.9394435882568359","1.0952391624450684","1.0952391624450684","1.0952391624450684","0.977724552154541","0.977724552154541","0.977724552154541","1.0471231937408447","1.0471231937408447","1.0471231937408447","1.089752197265625","1.089752197265625","1.089752197265625"
"41","0.9188700318336487","0.9188700318336487","0.9188700318336487","1.1733672618865967","1.1733672618865967","1.1733672618865967","1.1722058057785034","1.1722058057785034","1.1722058057785034","1.1722058057785034","1.1722058057785034","1.1722058057785034","1.1722058057785034","1.1722058057785034","1.1722058057785034","1.0014313459396362","1.0014313459396362","1.0014313459396362","1.1392178535461426","1.1392178535461426","1.1392178535461426","1.0348920822143555","1.0348920822143555","1.0348920822143555","1.0959804058074951","1.0959804058074951","1.0959804058074951","1.1314444541931152","1.1314444541931152","1.1314444541931152"
"42","0.906524658203125","0.906524658203125","0.906524658203125","1.198973298072815","1.198973298072815","1.198973298072815","1.199785590171814","1.199785590171814","1.199785590171814","1.199785590171814","1.199785590171814","1.199785590171814","1.199785590171814","1.199785590171814","1.199785590171814","1.004183292388916","1.004183292388916","1.004183292388916","1.1524088382720947","1.1524088382720947","1.1524088382720947","1.0440714359283447","1.0440714359283447","1.0440714359283447","1.1129083633422852","1.1129083633422852","1.1129083633422852","1.1521263122558594","1.1521263122558594","1.1521263122558594"
"43","0.9247562885284424","0.9247562885284424","0.9247562885284424","1.1937469244003296","1.1937469244003296","1.1937469244003296","1.194833517074585","1.194833517074585","1.194833517074585","1.194833517074585","1.194833517074585","1.194833517074585","1.194833517074585","1.194833517074585","1.194833517074585","0.9753616452217102","0.9753616452217102","0.9753616452217102","1.1416761875152588","1.1416761875152588","1.1416761875152588","1.0254170894622803","1.0254170894622803","1.0254170894622803","1.1017673015594482","1.1017673015594482","1.1017673015594482","1.1464793682098389","1.1464793682098389","1.1464793682098389"
"44","0.9251304864883423","0.9251304864883423","0.9251304864883423","1.2253239154815674","1.2253239154815674","1.2253239154815674","1.224724292755127","1.224724292755127","1.224724292755127","1.224724292755127","1.224724292755127","1.224724292755127","1.224724292755127","1.224724292755127","1.224724292755127","1.046979308128357","1.046979308128357","1.046979308128357","1.1823885440826416","1.1823885440826416","1.1823885440826416","1.0917577743530273","1.0917577743530273","1.0917577743530273","1.1502413749694824","1.1502413749694824","1.1502413749694824","1.1839001178741455","1.1839001178741455","1.1839001178741455"
"45","0.9139115810394287","0.9139115810394287","0.9139115810394287","1.184952974319458","1.184952974319458","1.184952974319458","1.182020902633667","1.182020902633667","1.182020902633667","1.182020902633667","1.182020902633667","1.182020902633667","1.182020902633667","1.182020902633667","1.182020902633667","1.0067975521087646","1.0067975521087646","1.0067975521087646","1.1471246480941772","1.1471246480941772","1.1471246480941772","1.0490224361419678","1.0490224361419678","1.0490224361419678","1.1157513856887817","1.1157513856887817","1.1157513856887817","1.148585319519043","1.148585319519043","1.148585319519043"
