"Step","carot_ema_up_freq_1 - Teacher_teacher_student_top5_alignment_img","carot_ema_up_freq_1 - Teacher_teacher_student_top5_alignment_img__MIN","carot_ema_up_freq_1 - Teacher_teacher_student_top5_alignment_img__MAX","carot_ema_up_freq_500 - Teacher_teacher_student_top5_alignment_img","carot_ema_up_freq_500 - Teacher_teacher_student_top5_alignment_img__MIN","carot_ema_up_freq_500 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_2500 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_2500 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_2500 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_1000 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_1000 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_1000 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_500 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_500 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_500 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_beta_1.5 - Teacher_teacher_student_top5_alignment_img","pomp_beta_1.5 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_beta_1.5 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_50 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_50 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_50 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_beta_1.0 - Teacher_teacher_student_top5_alignment_img","pomp_beta_1.0 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_beta_1.0 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_5 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_5 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_5 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_beta_0.2 - Teacher_teacher_student_top5_alignment_img","pomp_beta_0.2 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_beta_0.2 - Teacher_teacher_student_top5_alignment_img__MAX"
"2524","0.965625","0.965625","0.965625","0.916796875","0.916796875","0.916796875","0.851171875","0.851171875","0.851171875","0.855078125","0.855078125","0.855078125","0.86953125","0.86953125","0.86953125","0.916015625","0.916015625","0.916015625","0.884375","0.884375","0.884375","0.9078125","0.9078125","0.9078125","0.894921875","0.894921875","0.894921875","0.86484375","0.86484375","0.86484375"
"2525","0.966796875","0.966796875","0.966796875","0.919921875","0.919921875","0.919921875","0.85234375","0.85234375","0.85234375","0.862109375","0.862109375","0.862109375","0.878125","0.878125","0.878125","0.91875","0.91875","0.91875","0.88828125","0.88828125","0.88828125","0.916015625","0.916015625","0.916015625","0.896875","0.896875","0.896875","0.871875","0.871875","0.871875"
"2526","0.970703125","0.970703125","0.970703125","0.917578125","0.917578125","0.917578125","0.84140625","0.84140625","0.84140625","0.847265625","0.847265625","0.847265625","0.85859375","0.85859375","0.85859375","0.912109375","0.912109375","0.912109375","0.884765625","0.884765625","0.884765625","0.91640625","0.91640625","0.91640625","0.895703125","0.895703125","0.895703125","0.8546875","0.8546875","0.8546875"
"2527","0.9703125","0.9703125","0.9703125","0.91171875","0.91171875","0.91171875","0.83203125","0.83203125","0.83203125","0.84765625","0.84765625","0.84765625","0.863671875","0.863671875","0.863671875","0.91015625","0.91015625","0.91015625","0.889453125","0.889453125","0.889453125","0.9109375","0.9109375","0.9109375","0.892578125","0.892578125","0.892578125","0.861328125","0.861328125","0.861328125"
"2528","0.971875","0.971875","0.971875","0.913671875","0.913671875","0.913671875","0.840625","0.840625","0.840625","0.85859375","0.85859375","0.85859375","0.859375","0.859375","0.859375","0.920703125","0.920703125","0.920703125","0.882421875","0.882421875","0.882421875","0.908203125","0.908203125","0.908203125","0.8953125","0.8953125","0.8953125","0.8578125","0.8578125","0.8578125"
"2529","0.971484375","0.971484375","0.971484375","0.918359375","0.918359375","0.918359375","0.84765625","0.84765625","0.84765625","0.862890625","0.862890625","0.862890625","0.8640625","0.8640625","0.8640625","0.915625","0.915625","0.915625","0.894140625","0.894140625","0.894140625","0.9078125","0.9078125","0.9078125","0.89296875","0.89296875","0.89296875","0.866796875","0.866796875","0.866796875"
"2530","0.97109375","0.97109375","0.97109375","0.917578125","0.917578125","0.917578125","0.840234375","0.840234375","0.840234375","0.856640625","0.856640625","0.856640625","0.866015625","0.866015625","0.866015625","0.909765625","0.909765625","0.909765625","0.87265625","0.87265625","0.87265625","0.905859375","0.905859375","0.905859375","0.880078125","0.880078125","0.880078125","0.856640625","0.856640625","0.856640625"
"2531","0.96953125","0.96953125","0.96953125","0.912890625","0.912890625","0.912890625","0.8453125","0.8453125","0.8453125","0.859375","0.859375","0.859375","0.876953125","0.876953125","0.876953125","0.909765625","0.909765625","0.909765625","0.88359375","0.88359375","0.88359375","0.90390625","0.90390625","0.90390625","0.891015625","0.891015625","0.891015625","0.86796875","0.86796875","0.86796875"
"2532","0.970703125","0.970703125","0.970703125","0.910546875","0.910546875","0.910546875","0.844140625","0.844140625","0.844140625","0.850390625","0.850390625","0.850390625","0.856640625","0.856640625","0.856640625","0.915234375","0.915234375","0.915234375","0.884375","0.884375","0.884375","0.9015625","0.9015625","0.9015625","0.895703125","0.895703125","0.895703125","0.85703125","0.85703125","0.85703125"
"2533","0.966015625","0.966015625","0.966015625","0.91640625","0.91640625","0.91640625","0.851171875","0.851171875","0.851171875","0.854296875","0.854296875","0.854296875","0.86328125","0.86328125","0.86328125","0.916015625","0.916015625","0.916015625","0.896875","0.896875","0.896875","0.90625","0.90625","0.90625","0.89453125","0.89453125","0.89453125","0.861328125","0.861328125","0.861328125"
"2534","0.9703125","0.9703125","0.9703125","0.915234375","0.915234375","0.915234375","0.834765625","0.834765625","0.834765625","0.849609375","0.849609375","0.849609375","0.8625","0.8625","0.8625","0.90859375","0.90859375","0.90859375","0.8828125","0.8828125","0.8828125","0.90390625","0.90390625","0.90390625","0.890234375","0.890234375","0.890234375","0.85703125","0.85703125","0.85703125"
"2535","0.971875","0.971875","0.971875","0.915234375","0.915234375","0.915234375","0.843359375","0.843359375","0.843359375","0.85703125","0.85703125","0.85703125","0.86484375","0.86484375","0.86484375","0.908203125","0.908203125","0.908203125","0.88203125","0.88203125","0.88203125","0.900390625","0.900390625","0.900390625","0.88359375","0.88359375","0.88359375","0.853515625","0.853515625","0.853515625"
"2536","0.9703125","0.9703125","0.9703125","0.91328125","0.91328125","0.91328125","0.841015625","0.841015625","0.841015625","0.859765625","0.859765625","0.859765625","0.867578125","0.867578125","0.867578125","0.91171875","0.91171875","0.91171875","0.892578125","0.892578125","0.892578125","0.90859375","0.90859375","0.90859375","0.8953125","0.8953125","0.8953125","0.865625","0.865625","0.865625"
"2537","0.975","0.975","0.975","0.914453125","0.914453125","0.914453125","0.83828125","0.83828125","0.83828125","0.852734375","0.852734375","0.852734375","0.8609375","0.8609375","0.8609375","0.909765625","0.909765625","0.909765625","0.883984375","0.883984375","0.883984375","0.9140625","0.9140625","0.9140625","0.886328125","0.886328125","0.886328125","0.861328125","0.861328125","0.861328125"
"2538","0.9703125","0.9703125","0.9703125","0.92578125","0.92578125","0.92578125","0.848828125","0.848828125","0.848828125","0.855859375","0.855859375","0.855859375","0.87578125","0.87578125","0.87578125","0.913671875","0.913671875","0.913671875","0.884765625","0.884765625","0.884765625","0.909765625","0.909765625","0.909765625","0.890234375","0.890234375","0.890234375","0.86640625","0.86640625","0.86640625"
"2539","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625","0.836328125","0.836328125","0.836328125","0.853125","0.853125","0.853125","0.8546875","0.8546875","0.8546875","0.909375","0.909375","0.909375","0.8828125","0.8828125","0.8828125","0.904296875","0.904296875","0.904296875","0.8875","0.8875","0.8875","0.85625","0.85625","0.85625"
"2540","0.97421875","0.97421875","0.97421875","0.91484375","0.91484375","0.91484375","0.834375","0.834375","0.834375","0.8546875","0.8546875","0.8546875","0.865625","0.865625","0.865625","0.9078125","0.9078125","0.9078125","0.89453125","0.89453125","0.89453125","0.9078125","0.9078125","0.9078125","0.898046875","0.898046875","0.898046875","0.862890625","0.862890625","0.862890625"
"2541","0.97265625","0.97265625","0.97265625","0.902734375","0.902734375","0.902734375","0.850390625","0.850390625","0.850390625","0.85625","0.85625","0.85625","0.863671875","0.863671875","0.863671875","0.90234375","0.90234375","0.90234375","0.871875","0.871875","0.871875","0.90390625","0.90390625","0.90390625","0.875","0.875","0.875","0.858203125","0.858203125","0.858203125"
"2542","0.971484375","0.971484375","0.971484375","0.91171875","0.91171875","0.91171875","0.851953125","0.851953125","0.851953125","0.8609375","0.8609375","0.8609375","0.86640625","0.86640625","0.86640625","0.91640625","0.91640625","0.91640625","0.89453125","0.89453125","0.89453125","0.91171875","0.91171875","0.91171875","0.89609375","0.89609375","0.89609375","0.86328125","0.86328125","0.86328125"
"2543","0.969921875","0.969921875","0.969921875","0.91796875","0.91796875","0.91796875","0.825390625","0.825390625","0.825390625","0.851171875","0.851171875","0.851171875","0.864453125","0.864453125","0.864453125","0.911328125","0.911328125","0.911328125","0.88359375","0.88359375","0.88359375","0.905078125","0.905078125","0.905078125","0.88125","0.88125","0.88125","0.854296875","0.854296875","0.854296875"
"2544","0.96875","0.96875","0.96875","0.9109375","0.9109375","0.9109375","0.843359375","0.843359375","0.843359375","0.853125","0.853125","0.853125","0.868359375","0.868359375","0.868359375","0.90859375","0.90859375","0.90859375","0.89296875","0.89296875","0.89296875","0.9046875","0.9046875","0.9046875","0.891796875","0.891796875","0.891796875","0.858203125","0.858203125","0.858203125"
"2545","0.97265625","0.97265625","0.97265625","0.9140625","0.9140625","0.9140625","0.856640625","0.856640625","0.856640625","0.871875","0.871875","0.871875","0.880859375","0.880859375","0.880859375","0.9109375","0.9109375","0.9109375","0.89765625","0.89765625","0.89765625","0.912109375","0.912109375","0.912109375","0.89453125","0.89453125","0.89453125","0.878515625","0.878515625","0.878515625"
"2546","0.96875","0.96875","0.96875","0.91015625","0.91015625","0.91015625","0.836328125","0.836328125","0.836328125","0.847265625","0.847265625","0.847265625","0.85546875","0.85546875","0.85546875","0.9015625","0.9015625","0.9015625","0.886328125","0.886328125","0.886328125","0.904296875","0.904296875","0.904296875","0.890234375","0.890234375","0.890234375","0.84375","0.84375","0.84375"
"2547","0.97734375","0.97734375","0.97734375","0.914453125","0.914453125","0.914453125","0.842578125","0.842578125","0.842578125","0.852734375","0.852734375","0.852734375","0.871484375","0.871484375","0.871484375","0.901953125","0.901953125","0.901953125","0.887109375","0.887109375","0.887109375","0.90234375","0.90234375","0.90234375","0.88828125","0.88828125","0.88828125","0.864453125","0.864453125","0.864453125"
"2548","0.9734375","0.9734375","0.9734375","0.908984375","0.908984375","0.908984375","0.837890625","0.837890625","0.837890625","0.849609375","0.849609375","0.849609375","0.8671875","0.8671875","0.8671875","0.90546875","0.90546875","0.90546875","0.8828125","0.8828125","0.8828125","0.90234375","0.90234375","0.90234375","0.8796875","0.8796875","0.8796875","0.859375","0.859375","0.859375"
"2549","0.968359375","0.968359375","0.968359375","0.92578125","0.92578125","0.92578125","0.8375","0.8375","0.8375","0.85390625","0.85390625","0.85390625","0.8625","0.8625","0.8625","0.91171875","0.91171875","0.91171875","0.890234375","0.890234375","0.890234375","0.909765625","0.909765625","0.909765625","0.892578125","0.892578125","0.892578125","0.85859375","0.85859375","0.85859375"
"2550","0.96796875","0.96796875","0.96796875","0.91953125","0.91953125","0.91953125","0.84296875","0.84296875","0.84296875","0.85390625","0.85390625","0.85390625","0.864453125","0.864453125","0.864453125","0.910546875","0.910546875","0.910546875","0.88828125","0.88828125","0.88828125","0.907421875","0.907421875","0.907421875","0.892578125","0.892578125","0.892578125","0.866015625","0.866015625","0.866015625"
"2551","0.971875","0.971875","0.971875","0.91796875","0.91796875","0.91796875","0.83671875","0.83671875","0.83671875","0.851953125","0.851953125","0.851953125","0.862890625","0.862890625","0.862890625","0.90703125","0.90703125","0.90703125","0.875","0.875","0.875","0.9015625","0.9015625","0.9015625","0.8765625","0.8765625","0.8765625","0.857421875","0.857421875","0.857421875"
"2552","0.971875","0.971875","0.971875","0.916015625","0.916015625","0.916015625","0.837890625","0.837890625","0.837890625","0.857421875","0.857421875","0.857421875","0.869140625","0.869140625","0.869140625","0.91171875","0.91171875","0.91171875","0.8921875","0.8921875","0.8921875","0.90703125","0.90703125","0.90703125","0.895703125","0.895703125","0.895703125","0.87421875","0.87421875","0.87421875"
"2553","0.96875","0.96875","0.96875","0.914453125","0.914453125","0.914453125","0.837890625","0.837890625","0.837890625","0.8578125","0.8578125","0.8578125","0.87109375","0.87109375","0.87109375","0.907421875","0.907421875","0.907421875","0.883984375","0.883984375","0.883984375","0.9046875","0.9046875","0.9046875","0.88828125","0.88828125","0.88828125","0.86328125","0.86328125","0.86328125"
"2554","0.96640625","0.96640625","0.96640625","0.9203125","0.9203125","0.9203125","0.8484375","0.8484375","0.8484375","0.865625","0.865625","0.865625","0.86796875","0.86796875","0.86796875","0.923828125","0.923828125","0.923828125","0.87890625","0.87890625","0.87890625","0.908203125","0.908203125","0.908203125","0.876171875","0.876171875","0.876171875","0.8640625","0.8640625","0.8640625"
"2555","0.963671875","0.963671875","0.963671875","0.921875","0.921875","0.921875","0.841796875","0.841796875","0.841796875","0.855078125","0.855078125","0.855078125","0.8609375","0.8609375","0.8609375","0.92109375","0.92109375","0.92109375","0.89140625","0.89140625","0.89140625","0.908984375","0.908984375","0.908984375","0.893359375","0.893359375","0.893359375","0.854296875","0.854296875","0.854296875"
"2556","0.96640625","0.96640625","0.96640625","0.919921875","0.919921875","0.919921875","0.829296875","0.829296875","0.829296875","0.85078125","0.85078125","0.85078125","0.86015625","0.86015625","0.86015625","0.9171875","0.9171875","0.9171875","0.87578125","0.87578125","0.87578125","0.90703125","0.90703125","0.90703125","0.881640625","0.881640625","0.881640625","0.85","0.85","0.85"
"2557","0.968359375","0.968359375","0.968359375","0.907421875","0.907421875","0.907421875","0.84921875","0.84921875","0.84921875","0.858984375","0.858984375","0.858984375","0.865625","0.865625","0.865625","0.91328125","0.91328125","0.91328125","0.88125","0.88125","0.88125","0.90625","0.90625","0.90625","0.8828125","0.8828125","0.8828125","0.85703125","0.85703125","0.85703125"
"2558","0.97734375","0.97734375","0.97734375","0.91171875","0.91171875","0.91171875","0.844140625","0.844140625","0.844140625","0.862109375","0.862109375","0.862109375","0.86328125","0.86328125","0.86328125","0.912890625","0.912890625","0.912890625","0.8875","0.8875","0.8875","0.903515625","0.903515625","0.903515625","0.881640625","0.881640625","0.881640625","0.865234375","0.865234375","0.865234375"
"2559","0.97109375","0.97109375","0.97109375","0.912109375","0.912109375","0.912109375","0.8375","0.8375","0.8375","0.85546875","0.85546875","0.85546875","0.8609375","0.8609375","0.8609375","0.9140625","0.9140625","0.9140625","0.887109375","0.887109375","0.887109375","0.9109375","0.9109375","0.9109375","0.887890625","0.887890625","0.887890625","0.851953125","0.851953125","0.851953125"
"2560","0.9703125","0.9703125","0.9703125","0.9109375","0.9109375","0.9109375","0.834765625","0.834765625","0.834765625","0.853125","0.853125","0.853125","0.864453125","0.864453125","0.864453125","0.917578125","0.917578125","0.917578125","0.8890625","0.8890625","0.8890625","0.91796875","0.91796875","0.91796875","0.899609375","0.899609375","0.899609375","0.860546875","0.860546875","0.860546875"
"2561","0.9703125","0.9703125","0.9703125","0.905078125","0.905078125","0.905078125","0.852734375","0.852734375","0.852734375","0.8625","0.8625","0.8625","0.876171875","0.876171875","0.876171875","0.9109375","0.9109375","0.9109375","0.884765625","0.884765625","0.884765625","0.912890625","0.912890625","0.912890625","0.890234375","0.890234375","0.890234375","0.870703125","0.870703125","0.870703125"
"2562","0.96875","0.96875","0.96875","0.9171875","0.9171875","0.9171875","0.859765625","0.859765625","0.859765625","0.87578125","0.87578125","0.87578125","0.882421875","0.882421875","0.882421875","0.909375","0.909375","0.909375","0.89453125","0.89453125","0.89453125","0.91875","0.91875","0.91875","0.89921875","0.89921875","0.89921875","0.8796875","0.8796875","0.8796875"
"2563","0.97109375","0.97109375","0.97109375","0.9203125","0.9203125","0.9203125","0.846484375","0.846484375","0.846484375","0.855859375","0.855859375","0.855859375","0.86484375","0.86484375","0.86484375","0.909765625","0.909765625","0.909765625","0.88828125","0.88828125","0.88828125","0.9","0.9","0.9","0.8859375","0.8859375","0.8859375","0.861328125","0.861328125","0.861328125"
"2564","0.973828125","0.973828125","0.973828125","0.92109375","0.92109375","0.92109375","0.843359375","0.843359375","0.843359375","0.855078125","0.855078125","0.855078125","0.8640625","0.8640625","0.8640625","0.9203125","0.9203125","0.9203125","0.8875","0.8875","0.8875","0.906640625","0.906640625","0.906640625","0.8875","0.8875","0.8875","0.862890625","0.862890625","0.862890625"
"2565","0.975390625","0.975390625","0.975390625","0.911328125","0.911328125","0.911328125","0.834765625","0.834765625","0.834765625","0.844921875","0.844921875","0.844921875","0.8578125","0.8578125","0.8578125","0.912109375","0.912109375","0.912109375","0.875390625","0.875390625","0.875390625","0.9046875","0.9046875","0.9046875","0.883203125","0.883203125","0.883203125","0.858203125","0.858203125","0.858203125"
"2566","0.96796875","0.96796875","0.96796875","0.921484375","0.921484375","0.921484375","0.844140625","0.844140625","0.844140625","0.86015625","0.86015625","0.86015625","0.871484375","0.871484375","0.871484375","0.90625","0.90625","0.90625","0.88359375","0.88359375","0.88359375","0.89140625","0.89140625","0.89140625","0.888671875","0.888671875","0.888671875","0.859765625","0.859765625","0.859765625"
"2567","0.971875","0.971875","0.971875","0.914453125","0.914453125","0.914453125","0.849609375","0.849609375","0.849609375","0.862890625","0.862890625","0.862890625","0.869140625","0.869140625","0.869140625","0.905859375","0.905859375","0.905859375","0.883984375","0.883984375","0.883984375","0.90234375","0.90234375","0.90234375","0.88828125","0.88828125","0.88828125","0.861328125","0.861328125","0.861328125"
"2568","0.974609375","0.974609375","0.974609375","0.917578125","0.917578125","0.917578125","0.850390625","0.850390625","0.850390625","0.86484375","0.86484375","0.86484375","0.86484375","0.86484375","0.86484375","0.91328125","0.91328125","0.91328125","0.883984375","0.883984375","0.883984375","0.901171875","0.901171875","0.901171875","0.890234375","0.890234375","0.890234375","0.8734375","0.8734375","0.8734375"
"2569","0.975","0.975","0.975","0.905078125","0.905078125","0.905078125","0.82578125","0.82578125","0.82578125","0.853515625","0.853515625","0.853515625","0.86171875","0.86171875","0.86171875","0.909765625","0.909765625","0.909765625","0.884765625","0.884765625","0.884765625","0.903515625","0.903515625","0.903515625","0.880859375","0.880859375","0.880859375","0.8578125","0.8578125","0.8578125"
"2570","0.96640625","0.96640625","0.96640625","0.908984375","0.908984375","0.908984375","0.834765625","0.834765625","0.834765625","0.844140625","0.844140625","0.844140625","0.862109375","0.862109375","0.862109375","0.909375","0.909375","0.909375","0.883984375","0.883984375","0.883984375","0.90625","0.90625","0.90625","0.891796875","0.891796875","0.891796875","0.853515625","0.853515625","0.853515625"
"2571","0.967578125","0.967578125","0.967578125","0.9125","0.9125","0.9125","0.8328125","0.8328125","0.8328125","0.848828125","0.848828125","0.848828125","0.85546875","0.85546875","0.85546875","0.91015625","0.91015625","0.91015625","0.87734375","0.87734375","0.87734375","0.905078125","0.905078125","0.905078125","0.8875","0.8875","0.8875","0.853125","0.853125","0.853125"
"2572","0.97109375","0.97109375","0.97109375","0.906640625","0.906640625","0.906640625","0.838671875","0.838671875","0.838671875","0.858984375","0.858984375","0.858984375","0.868359375","0.868359375","0.868359375","0.90703125","0.90703125","0.90703125","0.873828125","0.873828125","0.873828125","0.9015625","0.9015625","0.9015625","0.888671875","0.888671875","0.888671875","0.854296875","0.854296875","0.854296875"
"2573","0.9703125","0.9703125","0.9703125","0.919921875","0.919921875","0.919921875","0.8484375","0.8484375","0.8484375","0.86328125","0.86328125","0.86328125","0.869140625","0.869140625","0.869140625","0.914453125","0.914453125","0.914453125","0.886328125","0.886328125","0.886328125","0.91484375","0.91484375","0.91484375","0.887890625","0.887890625","0.887890625","0.876171875","0.876171875","0.876171875"
"2574","0.968359375","0.968359375","0.968359375","0.912109375","0.912109375","0.912109375","0.837109375","0.837109375","0.837109375","0.8515625","0.8515625","0.8515625","0.859375","0.859375","0.859375","0.90859375","0.90859375","0.90859375","0.884375","0.884375","0.884375","0.901171875","0.901171875","0.901171875","0.887109375","0.887109375","0.887109375","0.858203125","0.858203125","0.858203125"
"2575","0.967578125","0.967578125","0.967578125","0.918359375","0.918359375","0.918359375","0.83828125","0.83828125","0.83828125","0.853125","0.853125","0.853125","0.86796875","0.86796875","0.86796875","0.90859375","0.90859375","0.90859375","0.88515625","0.88515625","0.88515625","0.909375","0.909375","0.909375","0.890625","0.890625","0.890625","0.8625","0.8625","0.8625"
"2576","0.971875","0.971875","0.971875","0.9140625","0.9140625","0.9140625","0.844921875","0.844921875","0.844921875","0.858203125","0.858203125","0.858203125","0.8703125","0.8703125","0.8703125","0.912109375","0.912109375","0.912109375","0.8890625","0.8890625","0.8890625","0.9125","0.9125","0.9125","0.89140625","0.89140625","0.89140625","0.872265625","0.872265625","0.872265625"
"2577","0.97109375","0.97109375","0.97109375","0.907421875","0.907421875","0.907421875","0.8359375","0.8359375","0.8359375","0.859375","0.859375","0.859375","0.870703125","0.870703125","0.870703125","0.91015625","0.91015625","0.91015625","0.887890625","0.887890625","0.887890625","0.908984375","0.908984375","0.908984375","0.88671875","0.88671875","0.88671875","0.8609375","0.8609375","0.8609375"
"2578","0.963671875","0.963671875","0.963671875","0.9125","0.9125","0.9125","0.843359375","0.843359375","0.843359375","0.8453125","0.8453125","0.8453125","0.864453125","0.864453125","0.864453125","0.914453125","0.914453125","0.914453125","0.878125","0.878125","0.878125","0.9078125","0.9078125","0.9078125","0.891796875","0.891796875","0.891796875","0.85546875","0.85546875","0.85546875"
"2579","0.9703125","0.9703125","0.9703125","0.910546875","0.910546875","0.910546875","0.849609375","0.849609375","0.849609375","0.854296875","0.854296875","0.854296875","0.864453125","0.864453125","0.864453125","0.91171875","0.91171875","0.91171875","0.8859375","0.8859375","0.8859375","0.91328125","0.91328125","0.91328125","0.894140625","0.894140625","0.894140625","0.85703125","0.85703125","0.85703125"
"2580","0.975390625","0.975390625","0.975390625","0.9109375","0.9109375","0.9109375","0.85","0.85","0.85","0.85859375","0.85859375","0.85859375","0.87265625","0.87265625","0.87265625","0.908984375","0.908984375","0.908984375","0.889453125","0.889453125","0.889453125","0.911328125","0.911328125","0.911328125","0.89375","0.89375","0.89375","0.865234375","0.865234375","0.865234375"
"2581","0.969921875","0.969921875","0.969921875","0.919140625","0.919140625","0.919140625","0.848828125","0.848828125","0.848828125","0.861328125","0.861328125","0.861328125","0.876953125","0.876953125","0.876953125","0.91484375","0.91484375","0.91484375","0.891015625","0.891015625","0.891015625","0.90234375","0.90234375","0.90234375","0.887890625","0.887890625","0.887890625","0.875","0.875","0.875"
"2582","0.973046875","0.973046875","0.973046875","0.900390625","0.900390625","0.900390625","0.84140625","0.84140625","0.84140625","0.853125","0.853125","0.853125","0.86328125","0.86328125","0.86328125","0.89765625","0.89765625","0.89765625","0.8734375","0.8734375","0.8734375","0.900390625","0.900390625","0.900390625","0.881640625","0.881640625","0.881640625","0.85703125","0.85703125","0.85703125"
"2583","0.97421875","0.97421875","0.97421875","0.91796875","0.91796875","0.91796875","0.837109375","0.837109375","0.837109375","0.860546875","0.860546875","0.860546875","0.874609375","0.874609375","0.874609375","0.910546875","0.910546875","0.910546875","0.88984375","0.88984375","0.88984375","0.90390625","0.90390625","0.90390625","0.884375","0.884375","0.884375","0.86796875","0.86796875","0.86796875"
"2584","0.97265625","0.97265625","0.97265625","0.916796875","0.916796875","0.916796875","0.84453125","0.84453125","0.84453125","0.85859375","0.85859375","0.85859375","0.871875","0.871875","0.871875","0.9140625","0.9140625","0.9140625","0.891015625","0.891015625","0.891015625","0.904296875","0.904296875","0.904296875","0.891015625","0.891015625","0.891015625","0.862890625","0.862890625","0.862890625"
"2585","0.975","0.975","0.975","0.915625","0.915625","0.915625","0.834765625","0.834765625","0.834765625","0.858984375","0.858984375","0.858984375","0.8640625","0.8640625","0.8640625","0.917578125","0.917578125","0.917578125","0.887109375","0.887109375","0.887109375","0.903515625","0.903515625","0.903515625","0.8890625","0.8890625","0.8890625","0.866796875","0.866796875","0.866796875"
"2586","0.97734375","0.97734375","0.97734375","0.91171875","0.91171875","0.91171875","0.84765625","0.84765625","0.84765625","0.850390625","0.850390625","0.850390625","0.865625","0.865625","0.865625","0.914453125","0.914453125","0.914453125","0.8859375","0.8859375","0.8859375","0.912109375","0.912109375","0.912109375","0.898046875","0.898046875","0.898046875","0.85703125","0.85703125","0.85703125"
"2587","0.9671875","0.9671875","0.9671875","0.909375","0.909375","0.909375","0.85078125","0.85078125","0.85078125","0.859375","0.859375","0.859375","0.865625","0.865625","0.865625","0.89921875","0.89921875","0.89921875","0.878125","0.878125","0.878125","0.89609375","0.89609375","0.89609375","0.885546875","0.885546875","0.885546875","0.8625","0.8625","0.8625"
"2588","0.97265625","0.97265625","0.97265625","0.92421875","0.92421875","0.92421875","0.84140625","0.84140625","0.84140625","0.851171875","0.851171875","0.851171875","0.86328125","0.86328125","0.86328125","0.916015625","0.916015625","0.916015625","0.88515625","0.88515625","0.88515625","0.912109375","0.912109375","0.912109375","0.887890625","0.887890625","0.887890625","0.854296875","0.854296875","0.854296875"
"2589","0.976953125","0.976953125","0.976953125","0.9125","0.9125","0.9125","0.849609375","0.849609375","0.849609375","0.848828125","0.848828125","0.848828125","0.86796875","0.86796875","0.86796875","0.9109375","0.9109375","0.9109375","0.88984375","0.88984375","0.88984375","0.908984375","0.908984375","0.908984375","0.8921875","0.8921875","0.8921875","0.859765625","0.859765625","0.859765625"
"2590","0.9734375","0.9734375","0.9734375","0.9203125","0.9203125","0.9203125","0.843359375","0.843359375","0.843359375","0.85703125","0.85703125","0.85703125","0.8671875","0.8671875","0.8671875","0.91796875","0.91796875","0.91796875","0.8890625","0.8890625","0.8890625","0.906640625","0.906640625","0.906640625","0.889453125","0.889453125","0.889453125","0.859765625","0.859765625","0.859765625"
"2591","0.97890625","0.97890625","0.97890625","0.921875","0.921875","0.921875","0.854296875","0.854296875","0.854296875","0.8640625","0.8640625","0.8640625","0.87109375","0.87109375","0.87109375","0.92265625","0.92265625","0.92265625","0.8984375","0.8984375","0.8984375","0.913671875","0.913671875","0.913671875","0.905078125","0.905078125","0.905078125","0.876171875","0.876171875","0.876171875"
"2592","0.97265625","0.97265625","0.97265625","0.91796875","0.91796875","0.91796875","0.848828125","0.848828125","0.848828125","0.85859375","0.85859375","0.85859375","0.86171875","0.86171875","0.86171875","0.9078125","0.9078125","0.9078125","0.88125","0.88125","0.88125","0.912109375","0.912109375","0.912109375","0.882421875","0.882421875","0.882421875","0.860546875","0.860546875","0.860546875"
"2593","0.974609375","0.974609375","0.974609375","0.917578125","0.917578125","0.917578125","0.840625","0.840625","0.840625","0.852734375","0.852734375","0.852734375","0.867578125","0.867578125","0.867578125","0.9140625","0.9140625","0.9140625","0.88046875","0.88046875","0.88046875","0.90234375","0.90234375","0.90234375","0.88515625","0.88515625","0.88515625","0.85859375","0.85859375","0.85859375"
"2594","0.971484375","0.971484375","0.971484375","0.921484375","0.921484375","0.921484375","0.837109375","0.837109375","0.837109375","0.857421875","0.857421875","0.857421875","0.85703125","0.85703125","0.85703125","0.908984375","0.908984375","0.908984375","0.873046875","0.873046875","0.873046875","0.90625","0.90625","0.90625","0.88515625","0.88515625","0.88515625","0.857421875","0.857421875","0.857421875"
