"Step","carot_ema_up_freq_1 - Teacher_teacher_student_top5_alignment_img","carot_ema_up_freq_1 - Teacher_teacher_student_top5_alignment_img__MIN","carot_ema_up_freq_1 - Teacher_teacher_student_top5_alignment_img__MAX","carot_ema_up_freq_500 - Teacher_teacher_student_top5_alignment_img","carot_ema_up_freq_500 - Teacher_teacher_student_top5_alignment_img__MIN","carot_ema_up_freq_500 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_2500 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_2500 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_2500 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_1000 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_1000 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_1000 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_500 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_500 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_500 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_beta_1.5 - Teacher_teacher_student_top5_alignment_img","pomp_beta_1.5 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_beta_1.5 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_50 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_50 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_50 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_beta_1.0 - Teacher_teacher_student_top5_alignment_img","pomp_beta_1.0 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_beta_1.0 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_bma_up_freq_5 - Teacher_teacher_student_top5_alignment_img","pomp_bma_up_freq_5 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_bma_up_freq_5 - Teacher_teacher_student_top5_alignment_img__MAX","pomp_beta_0.2 - Teacher_teacher_student_top5_alignment_img","pomp_beta_0.2 - Teacher_teacher_student_top5_alignment_img__MIN","pomp_beta_0.2 - Teacher_teacher_student_top5_alignment_img__MAX"
"370","0.97578125","0.97578125","0.97578125","0.862109375","0.862109375","0.862109375","0.75859375","0.75859375","0.75859375","0.778125","0.778125","0.778125","0.8","0.8","0.8","0.878125","0.878125","0.878125","0.833203125","0.833203125","0.833203125","0.8671875","0.8671875","0.8671875","0.843359375","0.843359375","0.843359375","0.807421875","0.807421875","0.807421875"
"371","0.97578125","0.97578125","0.97578125","0.87265625","0.87265625","0.87265625","0.77265625","0.77265625","0.77265625","0.783203125","0.783203125","0.783203125","0.803125","0.803125","0.803125","0.880078125","0.880078125","0.880078125","0.844140625","0.844140625","0.844140625","0.867578125","0.867578125","0.867578125","0.853515625","0.853515625","0.853515625","0.825390625","0.825390625","0.825390625"
"372","0.98203125","0.98203125","0.98203125","0.86796875","0.86796875","0.86796875","0.760546875","0.760546875","0.760546875","0.773828125","0.773828125","0.773828125","0.79296875","0.79296875","0.79296875","0.885546875","0.885546875","0.885546875","0.83984375","0.83984375","0.83984375","0.871484375","0.871484375","0.871484375","0.844921875","0.844921875","0.844921875","0.81015625","0.81015625","0.81015625"
"373","0.984375","0.984375","0.984375","0.874609375","0.874609375","0.874609375","0.762109375","0.762109375","0.762109375","0.776953125","0.776953125","0.776953125","0.79921875","0.79921875","0.79921875","0.891796875","0.891796875","0.891796875","0.843359375","0.843359375","0.843359375","0.8703125","0.8703125","0.8703125","0.849609375","0.849609375","0.849609375","0.82734375","0.82734375","0.82734375"
"374","0.978125","0.978125","0.978125","0.880859375","0.880859375","0.880859375","0.755078125","0.755078125","0.755078125","0.762109375","0.762109375","0.762109375","0.790625","0.790625","0.790625","0.884765625","0.884765625","0.884765625","0.843359375","0.843359375","0.843359375","0.8734375","0.8734375","0.8734375","0.854296875","0.854296875","0.854296875","0.8171875","0.8171875","0.8171875"
"375","0.97890625","0.97890625","0.97890625","0.86171875","0.86171875","0.86171875","0.7625","0.7625","0.7625","0.78046875","0.78046875","0.78046875","0.80078125","0.80078125","0.80078125","0.873046875","0.873046875","0.873046875","0.84140625","0.84140625","0.84140625","0.873828125","0.873828125","0.873828125","0.846875","0.846875","0.846875","0.81796875","0.81796875","0.81796875"
"376","0.983203125","0.983203125","0.983203125","0.875","0.875","0.875","0.777734375","0.777734375","0.777734375","0.776171875","0.776171875","0.776171875","0.80234375","0.80234375","0.80234375","0.875","0.875","0.875","0.84765625","0.84765625","0.84765625","0.876171875","0.876171875","0.876171875","0.854296875","0.854296875","0.854296875","0.8171875","0.8171875","0.8171875"
"377","0.985546875","0.985546875","0.985546875","0.87578125","0.87578125","0.87578125","0.778125","0.778125","0.778125","0.79296875","0.79296875","0.79296875","0.811328125","0.811328125","0.811328125","0.88984375","0.88984375","0.88984375","0.848046875","0.848046875","0.848046875","0.8828125","0.8828125","0.8828125","0.856640625","0.856640625","0.856640625","0.821875","0.821875","0.821875"
"378","0.97734375","0.97734375","0.97734375","0.873046875","0.873046875","0.873046875","0.770703125","0.770703125","0.770703125","0.788671875","0.788671875","0.788671875","0.809375","0.809375","0.809375","0.888671875","0.888671875","0.888671875","0.839453125","0.839453125","0.839453125","0.88046875","0.88046875","0.88046875","0.85546875","0.85546875","0.85546875","0.81796875","0.81796875","0.81796875"
"379","0.97734375","0.97734375","0.97734375","0.870703125","0.870703125","0.870703125","0.765625","0.765625","0.765625","0.783203125","0.783203125","0.783203125","0.8046875","0.8046875","0.8046875","0.8828125","0.8828125","0.8828125","0.84921875","0.84921875","0.84921875","0.873828125","0.873828125","0.873828125","0.85","0.85","0.85","0.82265625","0.82265625","0.82265625"
"380","0.985546875","0.985546875","0.985546875","0.871875","0.871875","0.871875","0.768359375","0.768359375","0.768359375","0.778515625","0.778515625","0.778515625","0.80078125","0.80078125","0.80078125","0.8890625","0.8890625","0.8890625","0.846484375","0.846484375","0.846484375","0.87890625","0.87890625","0.87890625","0.85703125","0.85703125","0.85703125","0.819921875","0.819921875","0.819921875"
"381","0.976171875","0.976171875","0.976171875","0.8703125","0.8703125","0.8703125","0.75703125","0.75703125","0.75703125","0.767578125","0.767578125","0.767578125","0.7890625","0.7890625","0.7890625","0.890234375","0.890234375","0.890234375","0.828125","0.828125","0.828125","0.870703125","0.870703125","0.870703125","0.834375","0.834375","0.834375","0.800390625","0.800390625","0.800390625"
"382","0.9796875","0.9796875","0.9796875","0.858203125","0.858203125","0.858203125","0.76796875","0.76796875","0.76796875","0.78046875","0.78046875","0.78046875","0.79140625","0.79140625","0.79140625","0.8796875","0.8796875","0.8796875","0.8296875","0.8296875","0.8296875","0.8734375","0.8734375","0.8734375","0.8328125","0.8328125","0.8328125","0.810546875","0.810546875","0.810546875"
"383","0.982421875","0.982421875","0.982421875","0.86796875","0.86796875","0.86796875","0.76796875","0.76796875","0.76796875","0.77421875","0.77421875","0.77421875","0.8","0.8","0.8","0.878125","0.878125","0.878125","0.835546875","0.835546875","0.835546875","0.8765625","0.8765625","0.8765625","0.845703125","0.845703125","0.845703125","0.812890625","0.812890625","0.812890625"
"384","0.978515625","0.978515625","0.978515625","0.86484375","0.86484375","0.86484375","0.76328125","0.76328125","0.76328125","0.769921875","0.769921875","0.769921875","0.794140625","0.794140625","0.794140625","0.876953125","0.876953125","0.876953125","0.829296875","0.829296875","0.829296875","0.865625","0.865625","0.865625","0.83984375","0.83984375","0.83984375","0.815234375","0.815234375","0.815234375"
"385","0.982421875","0.982421875","0.982421875","0.861328125","0.861328125","0.861328125","0.77265625","0.77265625","0.77265625","0.79765625","0.79765625","0.79765625","0.812109375","0.812109375","0.812109375","0.86953125","0.86953125","0.86953125","0.85390625","0.85390625","0.85390625","0.86796875","0.86796875","0.86796875","0.85625","0.85625","0.85625","0.836328125","0.836328125","0.836328125"
"386","0.977734375","0.977734375","0.977734375","0.8625","0.8625","0.8625","0.76484375","0.76484375","0.76484375","0.77578125","0.77578125","0.77578125","0.798828125","0.798828125","0.798828125","0.869140625","0.869140625","0.869140625","0.8453125","0.8453125","0.8453125","0.870703125","0.870703125","0.870703125","0.8453125","0.8453125","0.8453125","0.821484375","0.821484375","0.821484375"
"387","0.98203125","0.98203125","0.98203125","0.8484375","0.8484375","0.8484375","0.759765625","0.759765625","0.759765625","0.774609375","0.774609375","0.774609375","0.790625","0.790625","0.790625","0.876953125","0.876953125","0.876953125","0.834375","0.834375","0.834375","0.8671875","0.8671875","0.8671875","0.84453125","0.84453125","0.84453125","0.80546875","0.80546875","0.80546875"
"388","0.97734375","0.97734375","0.97734375","0.866015625","0.866015625","0.866015625","0.7609375","0.7609375","0.7609375","0.778125","0.778125","0.778125","0.798828125","0.798828125","0.798828125","0.871875","0.871875","0.871875","0.82734375","0.82734375","0.82734375","0.858984375","0.858984375","0.858984375","0.83046875","0.83046875","0.83046875","0.81328125","0.81328125","0.81328125"
"389","0.980859375","0.980859375","0.980859375","0.857421875","0.857421875","0.857421875","0.75546875","0.75546875","0.75546875","0.763671875","0.763671875","0.763671875","0.78671875","0.78671875","0.78671875","0.875","0.875","0.875","0.821875","0.821875","0.821875","0.85859375","0.85859375","0.85859375","0.832421875","0.832421875","0.832421875","0.805859375","0.805859375","0.805859375"
"390","0.975390625","0.975390625","0.975390625","0.880078125","0.880078125","0.880078125","0.776953125","0.776953125","0.776953125","0.7859375","0.7859375","0.7859375","0.80625","0.80625","0.80625","0.88515625","0.88515625","0.88515625","0.847265625","0.847265625","0.847265625","0.884375","0.884375","0.884375","0.849609375","0.849609375","0.849609375","0.823828125","0.823828125","0.823828125"
"391","0.982421875","0.982421875","0.982421875","0.866015625","0.866015625","0.866015625","0.7625","0.7625","0.7625","0.7640625","0.7640625","0.7640625","0.791015625","0.791015625","0.791015625","0.88125","0.88125","0.88125","0.83359375","0.83359375","0.83359375","0.87421875","0.87421875","0.87421875","0.843359375","0.843359375","0.843359375","0.812109375","0.812109375","0.812109375"
"392","0.982421875","0.982421875","0.982421875","0.864453125","0.864453125","0.864453125","0.760546875","0.760546875","0.760546875","0.778125","0.778125","0.778125","0.79921875","0.79921875","0.79921875","0.88203125","0.88203125","0.88203125","0.8453125","0.8453125","0.8453125","0.876953125","0.876953125","0.876953125","0.8515625","0.8515625","0.8515625","0.820703125","0.820703125","0.820703125"
"393","0.9828125","0.9828125","0.9828125","0.857421875","0.857421875","0.857421875","0.747265625","0.747265625","0.747265625","0.76171875","0.76171875","0.76171875","0.7859375","0.7859375","0.7859375","0.869140625","0.869140625","0.869140625","0.841015625","0.841015625","0.841015625","0.86796875","0.86796875","0.86796875","0.845703125","0.845703125","0.845703125","0.81484375","0.81484375","0.81484375"
"394","0.979296875","0.979296875","0.979296875","0.869140625","0.869140625","0.869140625","0.769140625","0.769140625","0.769140625","0.7859375","0.7859375","0.7859375","0.805078125","0.805078125","0.805078125","0.88046875","0.88046875","0.88046875","0.851953125","0.851953125","0.851953125","0.876953125","0.876953125","0.876953125","0.851171875","0.851171875","0.851171875","0.82421875","0.82421875","0.82421875"
"395","0.97578125","0.97578125","0.97578125","0.87421875","0.87421875","0.87421875","0.766015625","0.766015625","0.766015625","0.78125","0.78125","0.78125","0.809375","0.809375","0.809375","0.88671875","0.88671875","0.88671875","0.84609375","0.84609375","0.84609375","0.873828125","0.873828125","0.873828125","0.851171875","0.851171875","0.851171875","0.822265625","0.822265625","0.822265625"
"396","0.98359375","0.98359375","0.98359375","0.86484375","0.86484375","0.86484375","0.767578125","0.767578125","0.767578125","0.77890625","0.77890625","0.77890625","0.805078125","0.805078125","0.805078125","0.88125","0.88125","0.88125","0.83125","0.83125","0.83125","0.865625","0.865625","0.865625","0.846875","0.846875","0.846875","0.816796875","0.816796875","0.816796875"
"397","0.979296875","0.979296875","0.979296875","0.862109375","0.862109375","0.862109375","0.7453125","0.7453125","0.7453125","0.76484375","0.76484375","0.76484375","0.79453125","0.79453125","0.79453125","0.869140625","0.869140625","0.869140625","0.841796875","0.841796875","0.841796875","0.86484375","0.86484375","0.86484375","0.843359375","0.843359375","0.843359375","0.81796875","0.81796875","0.81796875"
"398","0.9796875","0.9796875","0.9796875","0.8640625","0.8640625","0.8640625","0.7703125","0.7703125","0.7703125","0.785546875","0.785546875","0.785546875","0.80625","0.80625","0.80625","0.884375","0.884375","0.884375","0.84296875","0.84296875","0.84296875","0.88046875","0.88046875","0.88046875","0.847265625","0.847265625","0.847265625","0.81953125","0.81953125","0.81953125"
"399","0.980078125","0.980078125","0.980078125","0.851171875","0.851171875","0.851171875","0.766796875","0.766796875","0.766796875","0.78046875","0.78046875","0.78046875","0.80078125","0.80078125","0.80078125","0.87421875","0.87421875","0.87421875","0.831640625","0.831640625","0.831640625","0.8609375","0.8609375","0.8609375","0.841015625","0.841015625","0.841015625","0.81953125","0.81953125","0.81953125"
"400","0.981640625","0.981640625","0.981640625","0.858984375","0.858984375","0.858984375","0.75546875","0.75546875","0.75546875","0.771484375","0.771484375","0.771484375","0.791015625","0.791015625","0.791015625","0.87734375","0.87734375","0.87734375","0.842578125","0.842578125","0.842578125","0.8578125","0.8578125","0.8578125","0.846484375","0.846484375","0.846484375","0.819140625","0.819140625","0.819140625"
"401","0.98515625","0.98515625","0.98515625","0.87265625","0.87265625","0.87265625","0.77890625","0.77890625","0.77890625","0.78828125","0.78828125","0.78828125","0.80546875","0.80546875","0.80546875","0.88125","0.88125","0.88125","0.837890625","0.837890625","0.837890625","0.87421875","0.87421875","0.87421875","0.84921875","0.84921875","0.84921875","0.827734375","0.827734375","0.827734375"
"402","0.978515625","0.978515625","0.978515625","0.92890625","0.92890625","0.92890625","0.76796875","0.76796875","0.76796875","0.80546875","0.80546875","0.80546875","0.808203125","0.808203125","0.808203125","0.881640625","0.881640625","0.881640625","0.833203125","0.833203125","0.833203125","0.8671875","0.8671875","0.8671875","0.838671875","0.838671875","0.838671875","0.812890625","0.812890625","0.812890625"
"403","0.980078125","0.980078125","0.980078125","0.919921875","0.919921875","0.919921875","0.759375","0.759375","0.759375","0.79453125","0.79453125","0.79453125","0.81015625","0.81015625","0.81015625","0.87890625","0.87890625","0.87890625","0.826953125","0.826953125","0.826953125","0.872265625","0.872265625","0.872265625","0.838671875","0.838671875","0.838671875","0.80546875","0.80546875","0.80546875"
"404","0.97578125","0.97578125","0.97578125","0.901171875","0.901171875","0.901171875","0.762890625","0.762890625","0.762890625","0.80078125","0.80078125","0.80078125","0.8125","0.8125","0.8125","0.880078125","0.880078125","0.880078125","0.83125","0.83125","0.83125","0.870703125","0.870703125","0.870703125","0.835546875","0.835546875","0.835546875","0.809765625","0.809765625","0.809765625"
"405","0.982421875","0.982421875","0.982421875","0.898828125","0.898828125","0.898828125","0.7671875","0.7671875","0.7671875","0.799609375","0.799609375","0.799609375","0.81328125","0.81328125","0.81328125","0.87890625","0.87890625","0.87890625","0.832421875","0.832421875","0.832421875","0.863671875","0.863671875","0.863671875","0.8375","0.8375","0.8375","0.80625","0.80625","0.80625"
"406","0.985546875","0.985546875","0.985546875","0.907421875","0.907421875","0.907421875","0.770703125","0.770703125","0.770703125","0.8109375","0.8109375","0.8109375","0.817578125","0.817578125","0.817578125","0.89296875","0.89296875","0.89296875","0.838671875","0.838671875","0.838671875","0.88359375","0.88359375","0.88359375","0.851171875","0.851171875","0.851171875","0.821875","0.821875","0.821875"
"407","0.97734375","0.97734375","0.97734375","0.901171875","0.901171875","0.901171875","0.75703125","0.75703125","0.75703125","0.7859375","0.7859375","0.7859375","0.801953125","0.801953125","0.801953125","0.890625","0.890625","0.890625","0.835546875","0.835546875","0.835546875","0.87421875","0.87421875","0.87421875","0.84140625","0.84140625","0.84140625","0.818359375","0.818359375","0.818359375"
"408","0.97578125","0.97578125","0.97578125","0.890625","0.890625","0.890625","0.771484375","0.771484375","0.771484375","0.801953125","0.801953125","0.801953125","0.810546875","0.810546875","0.810546875","0.88125","0.88125","0.88125","0.8453125","0.8453125","0.8453125","0.880078125","0.880078125","0.880078125","0.853515625","0.853515625","0.853515625","0.826171875","0.826171875","0.826171875"
"409","0.980859375","0.980859375","0.980859375","0.896484375","0.896484375","0.896484375","0.774609375","0.774609375","0.774609375","0.803515625","0.803515625","0.803515625","0.81484375","0.81484375","0.81484375","0.88359375","0.88359375","0.88359375","0.847265625","0.847265625","0.847265625","0.871484375","0.871484375","0.871484375","0.856640625","0.856640625","0.856640625","0.8203125","0.8203125","0.8203125"
"410","0.98203125","0.98203125","0.98203125","0.896875","0.896875","0.896875","0.784765625","0.784765625","0.784765625","0.817578125","0.817578125","0.817578125","0.8140625","0.8140625","0.8140625","0.887109375","0.887109375","0.887109375","0.84296875","0.84296875","0.84296875","0.874609375","0.874609375","0.874609375","0.8453125","0.8453125","0.8453125","0.83359375","0.83359375","0.83359375"
"411","0.9734375","0.9734375","0.9734375","0.898046875","0.898046875","0.898046875","0.790625","0.790625","0.790625","0.8171875","0.8171875","0.8171875","0.83203125","0.83203125","0.83203125","0.891796875","0.891796875","0.891796875","0.855859375","0.855859375","0.855859375","0.887109375","0.887109375","0.887109375","0.866015625","0.866015625","0.866015625","0.834765625","0.834765625","0.834765625"
"412","0.97890625","0.97890625","0.97890625","0.891796875","0.891796875","0.891796875","0.76328125","0.76328125","0.76328125","0.796875","0.796875","0.796875","0.801953125","0.801953125","0.801953125","0.89375","0.89375","0.89375","0.8359375","0.8359375","0.8359375","0.87734375","0.87734375","0.87734375","0.84140625","0.84140625","0.84140625","0.8109375","0.8109375","0.8109375"
"413","0.98359375","0.98359375","0.98359375","0.88203125","0.88203125","0.88203125","0.7625","0.7625","0.7625","0.78046875","0.78046875","0.78046875","0.798046875","0.798046875","0.798046875","0.883203125","0.883203125","0.883203125","0.8484375","0.8484375","0.8484375","0.871484375","0.871484375","0.871484375","0.85546875","0.85546875","0.85546875","0.810546875","0.810546875","0.810546875"
"414","0.9796875","0.9796875","0.9796875","0.8828125","0.8828125","0.8828125","0.75234375","0.75234375","0.75234375","0.790625","0.790625","0.790625","0.803515625","0.803515625","0.803515625","0.87890625","0.87890625","0.87890625","0.83671875","0.83671875","0.83671875","0.87421875","0.87421875","0.87421875","0.846875","0.846875","0.846875","0.81328125","0.81328125","0.81328125"
"415","0.97734375","0.97734375","0.97734375","0.88984375","0.88984375","0.88984375","0.775390625","0.775390625","0.775390625","0.809765625","0.809765625","0.809765625","0.82109375","0.82109375","0.82109375","0.8828125","0.8828125","0.8828125","0.848828125","0.848828125","0.848828125","0.873046875","0.873046875","0.873046875","0.84453125","0.84453125","0.84453125","0.82109375","0.82109375","0.82109375"
"416","0.978125","0.978125","0.978125","0.89375","0.89375","0.89375","0.7765625","0.7765625","0.7765625","0.797265625","0.797265625","0.797265625","0.810546875","0.810546875","0.810546875","0.878125","0.878125","0.878125","0.834375","0.834375","0.834375","0.878125","0.878125","0.878125","0.84296875","0.84296875","0.84296875","0.815625","0.815625","0.815625"
"417","0.9796875","0.9796875","0.9796875","0.887890625","0.887890625","0.887890625","0.758203125","0.758203125","0.758203125","0.792578125","0.792578125","0.792578125","0.803125","0.803125","0.803125","0.883984375","0.883984375","0.883984375","0.837109375","0.837109375","0.837109375","0.87265625","0.87265625","0.87265625","0.844140625","0.844140625","0.844140625","0.815234375","0.815234375","0.815234375"
"418","0.98359375","0.98359375","0.98359375","0.87734375","0.87734375","0.87734375","0.775390625","0.775390625","0.775390625","0.8046875","0.8046875","0.8046875","0.8203125","0.8203125","0.8203125","0.8859375","0.8859375","0.8859375","0.838671875","0.838671875","0.838671875","0.8875","0.8875","0.8875","0.855859375","0.855859375","0.855859375","0.825390625","0.825390625","0.825390625"
"419","0.984765625","0.984765625","0.984765625","0.88515625","0.88515625","0.88515625","0.76875","0.76875","0.76875","0.783203125","0.783203125","0.783203125","0.80703125","0.80703125","0.80703125","0.8734375","0.8734375","0.8734375","0.840234375","0.840234375","0.840234375","0.87265625","0.87265625","0.87265625","0.848828125","0.848828125","0.848828125","0.81953125","0.81953125","0.81953125"
"420","0.981640625","0.981640625","0.981640625","0.879296875","0.879296875","0.879296875","0.766015625","0.766015625","0.766015625","0.79296875","0.79296875","0.79296875","0.8078125","0.8078125","0.8078125","0.884765625","0.884765625","0.884765625","0.840625","0.840625","0.840625","0.873828125","0.873828125","0.873828125","0.84453125","0.84453125","0.84453125","0.8203125","0.8203125","0.8203125"
"421","0.975","0.975","0.975","0.88984375","0.88984375","0.88984375","0.76953125","0.76953125","0.76953125","0.80234375","0.80234375","0.80234375","0.81953125","0.81953125","0.81953125","0.884765625","0.884765625","0.884765625","0.840625","0.840625","0.840625","0.87890625","0.87890625","0.87890625","0.85625","0.85625","0.85625","0.81640625","0.81640625","0.81640625"
"422","0.98671875","0.98671875","0.98671875","0.87421875","0.87421875","0.87421875","0.766015625","0.766015625","0.766015625","0.796875","0.796875","0.796875","0.808203125","0.808203125","0.808203125","0.869140625","0.869140625","0.869140625","0.846875","0.846875","0.846875","0.862890625","0.862890625","0.862890625","0.84921875","0.84921875","0.84921875","0.824609375","0.824609375","0.824609375"
"423","0.98046875","0.98046875","0.98046875","0.88359375","0.88359375","0.88359375","0.75859375","0.75859375","0.75859375","0.788671875","0.788671875","0.788671875","0.805859375","0.805859375","0.805859375","0.878515625","0.878515625","0.878515625","0.8328125","0.8328125","0.8328125","0.869921875","0.869921875","0.869921875","0.847265625","0.847265625","0.847265625","0.8109375","0.8109375","0.8109375"
"424","0.983984375","0.983984375","0.983984375","0.8875","0.8875","0.8875","0.76484375","0.76484375","0.76484375","0.796875","0.796875","0.796875","0.8078125","0.8078125","0.8078125","0.890234375","0.890234375","0.890234375","0.859375","0.859375","0.859375","0.87734375","0.87734375","0.87734375","0.866015625","0.866015625","0.866015625","0.82421875","0.82421875","0.82421875"
"425","0.98046875","0.98046875","0.98046875","0.873828125","0.873828125","0.873828125","0.76953125","0.76953125","0.76953125","0.79140625","0.79140625","0.79140625","0.808984375","0.808984375","0.808984375","0.884375","0.884375","0.884375","0.844140625","0.844140625","0.844140625","0.875390625","0.875390625","0.875390625","0.854296875","0.854296875","0.854296875","0.81328125","0.81328125","0.81328125"
"426","0.97890625","0.97890625","0.97890625","0.883203125","0.883203125","0.883203125","0.76328125","0.76328125","0.76328125","0.796484375","0.796484375","0.796484375","0.814453125","0.814453125","0.814453125","0.877734375","0.877734375","0.877734375","0.83359375","0.83359375","0.83359375","0.8640625","0.8640625","0.8640625","0.839453125","0.839453125","0.839453125","0.814453125","0.814453125","0.814453125"
"427","0.979296875","0.979296875","0.979296875","0.8875","0.8875","0.8875","0.7625","0.7625","0.7625","0.794140625","0.794140625","0.794140625","0.8078125","0.8078125","0.8078125","0.88984375","0.88984375","0.88984375","0.8390625","0.8390625","0.8390625","0.8734375","0.8734375","0.8734375","0.84296875","0.84296875","0.84296875","0.8140625","0.8140625","0.8140625"
"428","0.977734375","0.977734375","0.977734375","0.878515625","0.878515625","0.878515625","0.76796875","0.76796875","0.76796875","0.79765625","0.79765625","0.79765625","0.8140625","0.8140625","0.8140625","0.883984375","0.883984375","0.883984375","0.83984375","0.83984375","0.83984375","0.878515625","0.878515625","0.878515625","0.846484375","0.846484375","0.846484375","0.822265625","0.822265625","0.822265625"
"429","0.978515625","0.978515625","0.978515625","0.88515625","0.88515625","0.88515625","0.76640625","0.76640625","0.76640625","0.794921875","0.794921875","0.794921875","0.8015625","0.8015625","0.8015625","0.877734375","0.877734375","0.877734375","0.8390625","0.8390625","0.8390625","0.873046875","0.873046875","0.873046875","0.848828125","0.848828125","0.848828125","0.81796875","0.81796875","0.81796875"
"430","0.97734375","0.97734375","0.97734375","0.867578125","0.867578125","0.867578125","0.75625","0.75625","0.75625","0.784765625","0.784765625","0.784765625","0.800390625","0.800390625","0.800390625","0.876953125","0.876953125","0.876953125","0.8265625","0.8265625","0.8265625","0.879296875","0.879296875","0.879296875","0.83671875","0.83671875","0.83671875","0.808203125","0.808203125","0.808203125"
"431","0.97578125","0.97578125","0.97578125","0.880859375","0.880859375","0.880859375","0.76953125","0.76953125","0.76953125","0.793359375","0.793359375","0.793359375","0.81171875","0.81171875","0.81171875","0.88046875","0.88046875","0.88046875","0.85390625","0.85390625","0.85390625","0.8734375","0.8734375","0.8734375","0.85390625","0.85390625","0.85390625","0.82734375","0.82734375","0.82734375"
"432","0.976171875","0.976171875","0.976171875","0.877734375","0.877734375","0.877734375","0.7625","0.7625","0.7625","0.794921875","0.794921875","0.794921875","0.80078125","0.80078125","0.80078125","0.8765625","0.8765625","0.8765625","0.83828125","0.83828125","0.83828125","0.86796875","0.86796875","0.86796875","0.84375","0.84375","0.84375","0.8140625","0.8140625","0.8140625"
"433","0.980859375","0.980859375","0.980859375","0.876171875","0.876171875","0.876171875","0.749609375","0.749609375","0.749609375","0.7859375","0.7859375","0.7859375","0.805859375","0.805859375","0.805859375","0.875","0.875","0.875","0.83828125","0.83828125","0.83828125","0.863671875","0.863671875","0.863671875","0.840625","0.840625","0.840625","0.81328125","0.81328125","0.81328125"
"434","0.9734375","0.9734375","0.9734375","0.868359375","0.868359375","0.868359375","0.773828125","0.773828125","0.773828125","0.804296875","0.804296875","0.804296875","0.8171875","0.8171875","0.8171875","0.86875","0.86875","0.86875","0.83671875","0.83671875","0.83671875","0.856640625","0.856640625","0.856640625","0.840625","0.840625","0.840625","0.817578125","0.817578125","0.817578125"
"435","0.983984375","0.983984375","0.983984375","0.87109375","0.87109375","0.87109375","0.775390625","0.775390625","0.775390625","0.80234375","0.80234375","0.80234375","0.813671875","0.813671875","0.813671875","0.87265625","0.87265625","0.87265625","0.831640625","0.831640625","0.831640625","0.871484375","0.871484375","0.871484375","0.834375","0.834375","0.834375","0.819140625","0.819140625","0.819140625"
"436","0.9828125","0.9828125","0.9828125","0.896875","0.896875","0.896875","0.771484375","0.771484375","0.771484375","0.79765625","0.79765625","0.79765625","0.811328125","0.811328125","0.811328125","0.884765625","0.884765625","0.884765625","0.851953125","0.851953125","0.851953125","0.8875","0.8875","0.8875","0.8640625","0.8640625","0.8640625","0.83046875","0.83046875","0.83046875"
"437","0.973828125","0.973828125","0.973828125","0.8859375","0.8859375","0.8859375","0.766015625","0.766015625","0.766015625","0.788671875","0.788671875","0.788671875","0.797265625","0.797265625","0.797265625","0.884375","0.884375","0.884375","0.827734375","0.827734375","0.827734375","0.878515625","0.878515625","0.878515625","0.8453125","0.8453125","0.8453125","0.80859375","0.80859375","0.80859375"
"438","0.98125","0.98125","0.98125","0.884765625","0.884765625","0.884765625","0.777734375","0.777734375","0.777734375","0.798828125","0.798828125","0.798828125","0.815234375","0.815234375","0.815234375","0.88984375","0.88984375","0.88984375","0.853125","0.853125","0.853125","0.878125","0.878125","0.878125","0.859765625","0.859765625","0.859765625","0.833984375","0.833984375","0.833984375"
"439","0.979296875","0.979296875","0.979296875","0.87890625","0.87890625","0.87890625","0.769140625","0.769140625","0.769140625","0.803515625","0.803515625","0.803515625","0.8140625","0.8140625","0.8140625","0.884765625","0.884765625","0.884765625","0.849609375","0.849609375","0.849609375","0.874609375","0.874609375","0.874609375","0.848046875","0.848046875","0.848046875","0.824609375","0.824609375","0.824609375"
"440","0.98046875","0.98046875","0.98046875","0.883203125","0.883203125","0.883203125","0.765625","0.765625","0.765625","0.805859375","0.805859375","0.805859375","0.8140625","0.8140625","0.8140625","0.8875","0.8875","0.8875","0.84921875","0.84921875","0.84921875","0.884765625","0.884765625","0.884765625","0.85234375","0.85234375","0.85234375","0.819140625","0.819140625","0.819140625"
