"Step","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined__MAX"
"4240","-0.00390625","-0.00390625","-0.00390625","-0.01171875","-0.01171875","-0.01171875","-0.0791015625","-0.0791015625","-0.0791015625","-0.0576171875","-0.0576171875","-0.0576171875","-0.033203125","-0.033203125","-0.033203125","-0.0029296875","-0.0029296875","-0.0029296875","-0.0166015625","-0.0166015625","-0.0166015625","-0.013671875","-0.013671875","-0.013671875","-0.0146484375","-0.0146484375","-0.0146484375","-0.0625","-0.0625","-0.0625"
"4241","-0.0087890625","-0.0087890625","-0.0087890625","0.0048828125","0.0048828125","0.0048828125","-0.0712890625","-0.0712890625","-0.0712890625","-0.0419921875","-0.0419921875","-0.0419921875","-0.03515625","-0.03515625","-0.03515625","-0.005859375","-0.005859375","-0.005859375","-0.025390625","-0.025390625","-0.025390625","-0.015625","-0.015625","-0.015625","-0.0185546875","-0.0185546875","-0.0185546875","-0.0498046875","-0.0498046875","-0.0498046875"
"4242","0.0009765625","0.0009765625","0.0009765625","-0.01171875","-0.01171875","-0.01171875","-0.060546875","-0.060546875","-0.060546875","-0.044921875","-0.044921875","-0.044921875","-0.03125","-0.03125","-0.03125","0.001953125","0.001953125","0.001953125","-0.02734375","-0.02734375","-0.02734375","-0.0166015625","-0.0166015625","-0.0166015625","-0.025390625","-0.025390625","-0.025390625","-0.03515625","-0.03515625","-0.03515625"
"4243","0.0009765625","0.0009765625","0.0009765625","-0.00390625","-0.00390625","-0.00390625","-0.0849609375","-0.0849609375","-0.0849609375","-0.0595703125","-0.0595703125","-0.0595703125","-0.0498046875","-0.0498046875","-0.0498046875","-0.0078125","-0.0078125","-0.0078125","-0.0380859375","-0.0380859375","-0.0380859375","-0.0146484375","-0.0146484375","-0.0146484375","-0.0380859375","-0.0380859375","-0.0380859375","-0.0546875","-0.0546875","-0.0546875"
"4244","-0.005859375","-0.005859375","-0.005859375","0.0087890625","0.0087890625","0.0087890625","-0.0595703125","-0.0595703125","-0.0595703125","-0.0478515625","-0.0478515625","-0.0478515625","-0.0361328125","-0.0361328125","-0.0361328125","-0.009765625","-0.009765625","-0.009765625","-0.037109375","-0.037109375","-0.037109375","-0.0126953125","-0.0126953125","-0.0126953125","-0.037109375","-0.037109375","-0.037109375","-0.05078125","-0.05078125","-0.05078125"
"4245","-0.0029296875","-0.0029296875","-0.0029296875","0","0","0","-0.0693359375","-0.0693359375","-0.0693359375","-0.05078125","-0.05078125","-0.05078125","-0.0322265625","-0.0322265625","-0.0322265625","-0.0166015625","-0.0166015625","-0.0166015625","-0.0263671875","-0.0263671875","-0.0263671875","-0.0185546875","-0.0185546875","-0.0185546875","-0.0224609375","-0.0224609375","-0.0224609375","-0.0537109375","-0.0537109375","-0.0537109375"
"4246","0.005859375","0.005859375","0.005859375","-0.0048828125","-0.0048828125","-0.0048828125","-0.0869140625","-0.0869140625","-0.0869140625","-0.0576171875","-0.0576171875","-0.0576171875","-0.0439453125","-0.0439453125","-0.0439453125","-0.005859375","-0.005859375","-0.005859375","-0.025390625","-0.025390625","-0.025390625","-0.0107421875","-0.0107421875","-0.0107421875","-0.0166015625","-0.0166015625","-0.0166015625","-0.052734375","-0.052734375","-0.052734375"
"4247","0.001953125","0.001953125","0.001953125","-0.0087890625","-0.0087890625","-0.0087890625","-0.087890625","-0.087890625","-0.087890625","-0.0634765625","-0.0634765625","-0.0634765625","-0.05078125","-0.05078125","-0.05078125","-0.005859375","-0.005859375","-0.005859375","-0.029296875","-0.029296875","-0.029296875","-0.0166015625","-0.0166015625","-0.0166015625","-0.029296875","-0.029296875","-0.029296875","-0.056640625","-0.056640625","-0.056640625"
"4248","-0.001953125","-0.001953125","-0.001953125","-0.0087890625","-0.0087890625","-0.0087890625","-0.0693359375","-0.0693359375","-0.0693359375","-0.052734375","-0.052734375","-0.052734375","-0.0263671875","-0.0263671875","-0.0263671875","-0.0146484375","-0.0146484375","-0.0146484375","-0.0322265625","-0.0322265625","-0.0322265625","-0.0087890625","-0.0087890625","-0.0087890625","-0.015625","-0.015625","-0.015625","-0.0498046875","-0.0498046875","-0.0498046875"
"4249","0.0029296875","0.0029296875","0.0029296875","-0.0166015625","-0.0166015625","-0.0166015625","-0.0732421875","-0.0732421875","-0.0732421875","-0.0478515625","-0.0478515625","-0.0478515625","-0.0458984375","-0.0458984375","-0.0458984375","-0.001953125","-0.001953125","-0.001953125","-0.02734375","-0.02734375","-0.02734375","-0.0146484375","-0.0146484375","-0.0146484375","-0.0341796875","-0.0341796875","-0.0341796875","-0.0419921875","-0.0419921875","-0.0419921875"
"4250","0.0068359375","0.0068359375","0.0068359375","-0.0126953125","-0.0126953125","-0.0126953125","-0.09375","-0.09375","-0.09375","-0.080078125","-0.080078125","-0.080078125","-0.0556640625","-0.0556640625","-0.0556640625","-0.01171875","-0.01171875","-0.01171875","-0.0419921875","-0.0419921875","-0.0419921875","-0.017578125","-0.017578125","-0.017578125","-0.0205078125","-0.0205078125","-0.0205078125","-0.06640625","-0.06640625","-0.06640625"
"4251","0.00390625","0.00390625","0.00390625","-0.0029296875","-0.0029296875","-0.0029296875","-0.072265625","-0.072265625","-0.072265625","-0.0556640625","-0.0556640625","-0.0556640625","-0.044921875","-0.044921875","-0.044921875","-0.0087890625","-0.0087890625","-0.0087890625","-0.03125","-0.03125","-0.03125","-0.01953125","-0.01953125","-0.01953125","-0.02734375","-0.02734375","-0.02734375","-0.044921875","-0.044921875","-0.044921875"
"4252","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.0712890625","-0.0712890625","-0.0712890625","-0.0458984375","-0.0458984375","-0.0458984375","-0.0341796875","-0.0341796875","-0.0341796875","-0.009765625","-0.009765625","-0.009765625","-0.0283203125","-0.0283203125","-0.0283203125","-0.0048828125","-0.0048828125","-0.0048828125","-0.0234375","-0.0234375","-0.0234375","-0.0595703125","-0.0595703125","-0.0595703125"
"4253","-0.001953125","-0.001953125","-0.001953125","-0.0009765625","-0.0009765625","-0.0009765625","-0.072265625","-0.072265625","-0.072265625","-0.05078125","-0.05078125","-0.05078125","-0.0439453125","-0.0439453125","-0.0439453125","-0.00390625","-0.00390625","-0.00390625","-0.03515625","-0.03515625","-0.03515625","0.0029296875","0.0029296875","0.0029296875","-0.033203125","-0.033203125","-0.033203125","-0.05078125","-0.05078125","-0.05078125"
"4254","-0.0107421875","-0.0107421875","-0.0107421875","-0.0048828125","-0.0048828125","-0.0048828125","-0.07421875","-0.07421875","-0.07421875","-0.0546875","-0.0546875","-0.0546875","-0.0419921875","-0.0419921875","-0.0419921875","-0.015625","-0.015625","-0.015625","-0.02734375","-0.02734375","-0.02734375","-0.005859375","-0.005859375","-0.005859375","-0.0166015625","-0.0166015625","-0.0166015625","-0.048828125","-0.048828125","-0.048828125"
"4255","0.0009765625","0.0009765625","0.0009765625","-0.013671875","-0.013671875","-0.013671875","-0.0654296875","-0.0654296875","-0.0654296875","-0.0302734375","-0.0302734375","-0.0302734375","-0.03515625","-0.03515625","-0.03515625","-0.0078125","-0.0078125","-0.0078125","-0.0244140625","-0.0244140625","-0.0244140625","0.00390625","0.00390625","0.00390625","-0.0244140625","-0.0244140625","-0.0244140625","-0.0380859375","-0.0380859375","-0.0380859375"
"4256","-0.0009765625","-0.0009765625","-0.0009765625","-0.00390625","-0.00390625","-0.00390625","-0.0791015625","-0.0791015625","-0.0791015625","-0.044921875","-0.044921875","-0.044921875","-0.0302734375","-0.0302734375","-0.0302734375","-0.005859375","-0.005859375","-0.005859375","-0.0078125","-0.0078125","-0.0078125","-0.009765625","-0.009765625","-0.009765625","-0.0205078125","-0.0205078125","-0.0205078125","-0.033203125","-0.033203125","-0.033203125"
"4257","0.0166015625","0.0166015625","0.0166015625","0.0009765625","0.0009765625","0.0009765625","-0.0732421875","-0.0732421875","-0.0732421875","-0.044921875","-0.044921875","-0.044921875","-0.03515625","-0.03515625","-0.03515625","-0.017578125","-0.017578125","-0.017578125","-0.0224609375","-0.0224609375","-0.0224609375","-0.0068359375","-0.0068359375","-0.0068359375","-0.013671875","-0.013671875","-0.013671875","-0.0400390625","-0.0400390625","-0.0400390625"
"4258","0.005859375","0.005859375","0.005859375","-0.0048828125","-0.0048828125","-0.0048828125","-0.076171875","-0.076171875","-0.076171875","-0.05859375","-0.05859375","-0.05859375","-0.0419921875","-0.0419921875","-0.0419921875","-0.021484375","-0.021484375","-0.021484375","-0.0419921875","-0.0419921875","-0.0419921875","-0.0205078125","-0.0205078125","-0.0205078125","-0.025390625","-0.025390625","-0.025390625","-0.0556640625","-0.0556640625","-0.0556640625"
"4259","0.0029296875","0.0029296875","0.0029296875","-0.0048828125","-0.0048828125","-0.0048828125","-0.0751953125","-0.0751953125","-0.0751953125","-0.052734375","-0.052734375","-0.052734375","-0.048828125","-0.048828125","-0.048828125","-0.0126953125","-0.0126953125","-0.0126953125","-0.0361328125","-0.0361328125","-0.0361328125","-0.01953125","-0.01953125","-0.01953125","-0.021484375","-0.021484375","-0.021484375","-0.0712890625","-0.0712890625","-0.0712890625"
"4260","0.0068359375","0.0068359375","0.0068359375","-0.0087890625","-0.0087890625","-0.0087890625","-0.0703125","-0.0703125","-0.0703125","-0.0595703125","-0.0595703125","-0.0595703125","-0.044921875","-0.044921875","-0.044921875","-0.01953125","-0.01953125","-0.01953125","-0.0400390625","-0.0400390625","-0.0400390625","-0.009765625","-0.009765625","-0.009765625","-0.0263671875","-0.0263671875","-0.0263671875","-0.0419921875","-0.0419921875","-0.0419921875"
"4261","-0.0029296875","-0.0029296875","-0.0029296875","-0.0087890625","-0.0087890625","-0.0087890625","-0.07421875","-0.07421875","-0.07421875","-0.060546875","-0.060546875","-0.060546875","-0.046875","-0.046875","-0.046875","-0.0087890625","-0.0087890625","-0.0087890625","-0.0283203125","-0.0283203125","-0.0283203125","-0.0087890625","-0.0087890625","-0.0087890625","-0.033203125","-0.033203125","-0.033203125","-0.0478515625","-0.0478515625","-0.0478515625"
"4262","-0.001953125","-0.001953125","-0.001953125","0.0068359375","0.0068359375","0.0068359375","-0.0703125","-0.0703125","-0.0703125","-0.044921875","-0.044921875","-0.044921875","-0.04296875","-0.04296875","-0.04296875","-0.015625","-0.015625","-0.015625","-0.0234375","-0.0234375","-0.0234375","-0.0146484375","-0.0146484375","-0.0146484375","-0.01953125","-0.01953125","-0.01953125","-0.0419921875","-0.0419921875","-0.0419921875"
"4263","-0.0009765625","-0.0009765625","-0.0009765625","-0.00390625","-0.00390625","-0.00390625","-0.0751953125","-0.0751953125","-0.0751953125","-0.0419921875","-0.0419921875","-0.0419921875","-0.0283203125","-0.0283203125","-0.0283203125","0.0009765625","0.0009765625","0.0009765625","-0.017578125","-0.017578125","-0.017578125","-0.0146484375","-0.0146484375","-0.0146484375","-0.0322265625","-0.0322265625","-0.0322265625","-0.0537109375","-0.0537109375","-0.0537109375"
"4264","-0.005859375","-0.005859375","-0.005859375","-0.0048828125","-0.0048828125","-0.0048828125","-0.0673828125","-0.0673828125","-0.0673828125","-0.0458984375","-0.0458984375","-0.0458984375","-0.0498046875","-0.0498046875","-0.0498046875","-0.0009765625","-0.0009765625","-0.0009765625","-0.025390625","-0.025390625","-0.025390625","-0.00390625","-0.00390625","-0.00390625","-0.0244140625","-0.0244140625","-0.0244140625","-0.046875","-0.046875","-0.046875"
"4265","0.0078125","0.0078125","0.0078125","0.0068359375","0.0068359375","0.0068359375","-0.0703125","-0.0703125","-0.0703125","-0.05859375","-0.05859375","-0.05859375","-0.0390625","-0.0390625","-0.0390625","-0.0029296875","-0.0029296875","-0.0029296875","-0.03125","-0.03125","-0.03125","-0.0029296875","-0.0029296875","-0.0029296875","-0.01953125","-0.01953125","-0.01953125","-0.0498046875","-0.0498046875","-0.0498046875"
"4266","0.0009765625","0.0009765625","0.0009765625","-0.001953125","-0.001953125","-0.001953125","-0.0537109375","-0.0537109375","-0.0537109375","-0.03125","-0.03125","-0.03125","-0.03125","-0.03125","-0.03125","0","0","0","-0.0185546875","-0.0185546875","-0.0185546875","-0.01171875","-0.01171875","-0.01171875","-0.021484375","-0.021484375","-0.021484375","-0.03515625","-0.03515625","-0.03515625"
"4267","0.0078125","0.0078125","0.0078125","-0.001953125","-0.001953125","-0.001953125","-0.0810546875","-0.0810546875","-0.0810546875","-0.0537109375","-0.0537109375","-0.0537109375","-0.0419921875","-0.0419921875","-0.0419921875","-0.0078125","-0.0078125","-0.0078125","-0.0263671875","-0.0263671875","-0.0263671875","-0.001953125","-0.001953125","-0.001953125","-0.013671875","-0.013671875","-0.013671875","-0.0546875","-0.0546875","-0.0546875"
"4268","-0.0029296875","-0.0029296875","-0.0029296875","-0.0009765625","-0.0009765625","-0.0009765625","-0.0703125","-0.0703125","-0.0703125","-0.0458984375","-0.0458984375","-0.0458984375","-0.0234375","-0.0234375","-0.0234375","-0.0107421875","-0.0107421875","-0.0107421875","-0.015625","-0.015625","-0.015625","-0.005859375","-0.005859375","-0.005859375","-0.0302734375","-0.0302734375","-0.0302734375","-0.0380859375","-0.0380859375","-0.0380859375"
"4269","0.001953125","0.001953125","0.001953125","-0.0048828125","-0.0048828125","-0.0048828125","-0.0576171875","-0.0576171875","-0.0576171875","-0.052734375","-0.052734375","-0.052734375","-0.05078125","-0.05078125","-0.05078125","-0.0107421875","-0.0107421875","-0.0107421875","-0.0400390625","-0.0400390625","-0.0400390625","-0.015625","-0.015625","-0.015625","-0.029296875","-0.029296875","-0.029296875","-0.0439453125","-0.0439453125","-0.0439453125"
"4270","0.0087890625","0.0087890625","0.0087890625","0.0009765625","0.0009765625","0.0009765625","-0.08203125","-0.08203125","-0.08203125","-0.05078125","-0.05078125","-0.05078125","-0.0439453125","-0.0439453125","-0.0439453125","-0.0029296875","-0.0029296875","-0.0029296875","-0.0263671875","-0.0263671875","-0.0263671875","-0.0078125","-0.0078125","-0.0078125","-0.0283203125","-0.0283203125","-0.0283203125","-0.0439453125","-0.0439453125","-0.0439453125"
"4271","0.0048828125","0.0048828125","0.0048828125","-0.0048828125","-0.0048828125","-0.0048828125","-0.078125","-0.078125","-0.078125","-0.052734375","-0.052734375","-0.052734375","-0.0419921875","-0.0419921875","-0.0419921875","-0.0078125","-0.0078125","-0.0078125","-0.015625","-0.015625","-0.015625","-0.0185546875","-0.0185546875","-0.0185546875","-0.0234375","-0.0234375","-0.0234375","-0.0498046875","-0.0498046875","-0.0498046875"
"4272","0.005859375","0.005859375","0.005859375","-0.0048828125","-0.0048828125","-0.0048828125","-0.0712890625","-0.0712890625","-0.0712890625","-0.052734375","-0.052734375","-0.052734375","-0.041015625","-0.041015625","-0.041015625","-0.0234375","-0.0234375","-0.0234375","-0.0244140625","-0.0244140625","-0.0244140625","-0.009765625","-0.009765625","-0.009765625","-0.0224609375","-0.0224609375","-0.0224609375","-0.0478515625","-0.0478515625","-0.0478515625"
"4273","-0.0087890625","-0.0087890625","-0.0087890625","-0.005859375","-0.005859375","-0.005859375","-0.076171875","-0.076171875","-0.076171875","-0.0498046875","-0.0498046875","-0.0498046875","-0.0361328125","-0.0361328125","-0.0361328125","-0.00390625","-0.00390625","-0.00390625","-0.03125","-0.03125","-0.03125","-0.0107421875","-0.0107421875","-0.0107421875","-0.03125","-0.03125","-0.03125","-0.0439453125","-0.0439453125","-0.0439453125"
"4274","0.0078125","0.0078125","0.0078125","-0.01171875","-0.01171875","-0.01171875","-0.080078125","-0.080078125","-0.080078125","-0.0537109375","-0.0537109375","-0.0537109375","-0.0478515625","-0.0478515625","-0.0478515625","-0.0107421875","-0.0107421875","-0.0107421875","-0.0263671875","-0.0263671875","-0.0263671875","-0.0078125","-0.0078125","-0.0078125","-0.0205078125","-0.0205078125","-0.0205078125","-0.0498046875","-0.0498046875","-0.0498046875"
"4275","0.0078125","0.0078125","0.0078125","-0.0009765625","-0.0009765625","-0.0009765625","-0.05859375","-0.05859375","-0.05859375","-0.0537109375","-0.0537109375","-0.0537109375","-0.0478515625","-0.0478515625","-0.0478515625","0","0","0","-0.03515625","-0.03515625","-0.03515625","-0.0107421875","-0.0107421875","-0.0107421875","-0.03515625","-0.03515625","-0.03515625","-0.052734375","-0.052734375","-0.052734375"
"4276","-0.0009765625","-0.0009765625","-0.0009765625","-0.0048828125","-0.0048828125","-0.0048828125","-0.0703125","-0.0703125","-0.0703125","-0.056640625","-0.056640625","-0.056640625","-0.046875","-0.046875","-0.046875","-0.005859375","-0.005859375","-0.005859375","-0.033203125","-0.033203125","-0.033203125","-0.01171875","-0.01171875","-0.01171875","-0.0283203125","-0.0283203125","-0.0283203125","-0.05859375","-0.05859375","-0.05859375"
"4277","-0.0029296875","-0.0029296875","-0.0029296875","0.0029296875","0.0029296875","0.0029296875","-0.056640625","-0.056640625","-0.056640625","-0.04296875","-0.04296875","-0.04296875","-0.03125","-0.03125","-0.03125","-0.0087890625","-0.0087890625","-0.0087890625","-0.0361328125","-0.0361328125","-0.0361328125","-0.0078125","-0.0078125","-0.0078125","-0.021484375","-0.021484375","-0.021484375","-0.048828125","-0.048828125","-0.048828125"
"4278","-0.00390625","-0.00390625","-0.00390625","-0.0048828125","-0.0048828125","-0.0048828125","-0.0751953125","-0.0751953125","-0.0751953125","-0.0673828125","-0.0673828125","-0.0673828125","-0.0458984375","-0.0458984375","-0.0458984375","-0.0078125","-0.0078125","-0.0078125","-0.0361328125","-0.0361328125","-0.0361328125","-0.0185546875","-0.0185546875","-0.0185546875","-0.0341796875","-0.0341796875","-0.0341796875","-0.05078125","-0.05078125","-0.05078125"
"4279","-0.0068359375","-0.0068359375","-0.0068359375","-0.0048828125","-0.0048828125","-0.0048828125","-0.0810546875","-0.0810546875","-0.0810546875","-0.041015625","-0.041015625","-0.041015625","-0.0234375","-0.0234375","-0.0234375","-0.01953125","-0.01953125","-0.01953125","-0.009765625","-0.009765625","-0.009765625","-0.013671875","-0.013671875","-0.013671875","-0.0126953125","-0.0126953125","-0.0126953125","-0.029296875","-0.029296875","-0.029296875"
"4280","-0.0029296875","-0.0029296875","-0.0029296875","-0.0087890625","-0.0087890625","-0.0087890625","-0.0966796875","-0.0966796875","-0.0966796875","-0.06640625","-0.06640625","-0.06640625","-0.0439453125","-0.0439453125","-0.0439453125","-0.0146484375","-0.0146484375","-0.0146484375","-0.025390625","-0.025390625","-0.025390625","-0.0224609375","-0.0224609375","-0.0224609375","-0.03125","-0.03125","-0.03125","-0.0546875","-0.0546875","-0.0546875"
"4281","-0.0107421875","-0.0107421875","-0.0107421875","0.0048828125","0.0048828125","0.0048828125","-0.080078125","-0.080078125","-0.080078125","-0.0615234375","-0.0615234375","-0.0615234375","-0.0439453125","-0.0439453125","-0.0439453125","-0.0146484375","-0.0146484375","-0.0146484375","-0.0205078125","-0.0205078125","-0.0205078125","-0.005859375","-0.005859375","-0.005859375","-0.02734375","-0.02734375","-0.02734375","-0.05078125","-0.05078125","-0.05078125"
"4282","0","0","0","-0.009765625","-0.009765625","-0.009765625","-0.0771484375","-0.0771484375","-0.0771484375","-0.0546875","-0.0546875","-0.0546875","-0.0458984375","-0.0458984375","-0.0458984375","-0.0107421875","-0.0107421875","-0.0107421875","-0.03125","-0.03125","-0.03125","-0.015625","-0.015625","-0.015625","-0.02734375","-0.02734375","-0.02734375","-0.05859375","-0.05859375","-0.05859375"
"4283","0.0126953125","0.0126953125","0.0126953125","-0.009765625","-0.009765625","-0.009765625","-0.0869140625","-0.0869140625","-0.0869140625","-0.056640625","-0.056640625","-0.056640625","-0.0556640625","-0.0556640625","-0.0556640625","-0.001953125","-0.001953125","-0.001953125","-0.029296875","-0.029296875","-0.029296875","-0.0107421875","-0.0107421875","-0.0107421875","-0.0302734375","-0.0302734375","-0.0302734375","-0.056640625","-0.056640625","-0.056640625"
"4284","0.0029296875","0.0029296875","0.0029296875","0.0048828125","0.0048828125","0.0048828125","-0.0654296875","-0.0654296875","-0.0654296875","-0.044921875","-0.044921875","-0.044921875","-0.029296875","-0.029296875","-0.029296875","-0.005859375","-0.005859375","-0.005859375","-0.03125","-0.03125","-0.03125","-0.0009765625","-0.0009765625","-0.0009765625","-0.01953125","-0.01953125","-0.01953125","-0.0439453125","-0.0439453125","-0.0439453125"
"4285","-0.0009765625","-0.0009765625","-0.0009765625","-0.0078125","-0.0078125","-0.0078125","-0.0732421875","-0.0732421875","-0.0732421875","-0.0458984375","-0.0458984375","-0.0458984375","-0.0478515625","-0.0478515625","-0.0478515625","-0.01171875","-0.01171875","-0.01171875","-0.025390625","-0.025390625","-0.025390625","-0.01953125","-0.01953125","-0.01953125","-0.0302734375","-0.0302734375","-0.0302734375","-0.0693359375","-0.0693359375","-0.0693359375"
"4286","-0.0009765625","-0.0009765625","-0.0009765625","-0.001953125","-0.001953125","-0.001953125","-0.0625","-0.0625","-0.0625","-0.04296875","-0.04296875","-0.04296875","-0.0419921875","-0.0419921875","-0.0419921875","-0.0244140625","-0.0244140625","-0.0244140625","-0.03125","-0.03125","-0.03125","-0.0205078125","-0.0205078125","-0.0205078125","-0.0302734375","-0.0302734375","-0.0302734375","-0.0537109375","-0.0537109375","-0.0537109375"
"4287","0.0009765625","0.0009765625","0.0009765625","0.00390625","0.00390625","0.00390625","-0.060546875","-0.060546875","-0.060546875","-0.052734375","-0.052734375","-0.052734375","-0.0361328125","-0.0361328125","-0.0361328125","-0.0048828125","-0.0048828125","-0.0048828125","-0.025390625","-0.025390625","-0.025390625","-0.0029296875","-0.0029296875","-0.0029296875","-0.017578125","-0.017578125","-0.017578125","-0.044921875","-0.044921875","-0.044921875"
"4288","-0.0078125","-0.0078125","-0.0078125","0.0048828125","0.0048828125","0.0048828125","-0.0849609375","-0.0849609375","-0.0849609375","-0.046875","-0.046875","-0.046875","-0.03515625","-0.03515625","-0.03515625","-0.001953125","-0.001953125","-0.001953125","-0.0234375","-0.0234375","-0.0234375","-0.001953125","-0.001953125","-0.001953125","-0.0126953125","-0.0126953125","-0.0126953125","-0.0439453125","-0.0439453125","-0.0439453125"
"4289","0.009765625","0.009765625","0.009765625","-0.0009765625","-0.0009765625","-0.0009765625","-0.0625","-0.0625","-0.0625","-0.0380859375","-0.0380859375","-0.0380859375","-0.03125","-0.03125","-0.03125","-0.00390625","-0.00390625","-0.00390625","-0.01171875","-0.01171875","-0.01171875","0.0009765625","0.0009765625","0.0009765625","-0.0205078125","-0.0205078125","-0.0205078125","-0.0400390625","-0.0400390625","-0.0400390625"
"4290","0.005859375","0.005859375","0.005859375","0.001953125","0.001953125","0.001953125","-0.0791015625","-0.0791015625","-0.0791015625","-0.046875","-0.046875","-0.046875","-0.046875","-0.046875","-0.046875","-0.00390625","-0.00390625","-0.00390625","-0.0380859375","-0.0380859375","-0.0380859375","-0.009765625","-0.009765625","-0.009765625","-0.0224609375","-0.0224609375","-0.0224609375","-0.046875","-0.046875","-0.046875"
"4291","0.001953125","0.001953125","0.001953125","-0.013671875","-0.013671875","-0.013671875","-0.087890625","-0.087890625","-0.087890625","-0.05078125","-0.05078125","-0.05078125","-0.0341796875","-0.0341796875","-0.0341796875","-0.0185546875","-0.0185546875","-0.0185546875","-0.0224609375","-0.0224609375","-0.0224609375","-0.0234375","-0.0234375","-0.0234375","-0.021484375","-0.021484375","-0.021484375","-0.0419921875","-0.0419921875","-0.0419921875"
"4292","-0.00390625","-0.00390625","-0.00390625","0","0","0","-0.0771484375","-0.0771484375","-0.0771484375","-0.046875","-0.046875","-0.046875","-0.0361328125","-0.0361328125","-0.0361328125","-0.013671875","-0.013671875","-0.013671875","-0.015625","-0.015625","-0.015625","-0.0068359375","-0.0068359375","-0.0068359375","-0.01171875","-0.01171875","-0.01171875","-0.0380859375","-0.0380859375","-0.0380859375"
"4293","-0.001953125","-0.001953125","-0.001953125","0","0","0","-0.076171875","-0.076171875","-0.076171875","-0.046875","-0.046875","-0.046875","-0.0361328125","-0.0361328125","-0.0361328125","-0.0068359375","-0.0068359375","-0.0068359375","-0.0283203125","-0.0283203125","-0.0283203125","-0.009765625","-0.009765625","-0.009765625","-0.03125","-0.03125","-0.03125","-0.05078125","-0.05078125","-0.05078125"
"4294","-0.00390625","-0.00390625","-0.00390625","-0.0146484375","-0.0146484375","-0.0146484375","-0.060546875","-0.060546875","-0.060546875","-0.046875","-0.046875","-0.046875","-0.04296875","-0.04296875","-0.04296875","-0.0166015625","-0.0166015625","-0.0166015625","-0.0263671875","-0.0263671875","-0.0263671875","0.0009765625","0.0009765625","0.0009765625","-0.0263671875","-0.0263671875","-0.0263671875","-0.0478515625","-0.0478515625","-0.0478515625"
"4295","-0.0029296875","-0.0029296875","-0.0029296875","-0.009765625","-0.009765625","-0.009765625","-0.0869140625","-0.0869140625","-0.0869140625","-0.05859375","-0.05859375","-0.05859375","-0.0458984375","-0.0458984375","-0.0458984375","-0.0224609375","-0.0224609375","-0.0224609375","-0.0361328125","-0.0361328125","-0.0361328125","-0.0009765625","-0.0009765625","-0.0009765625","-0.0322265625","-0.0322265625","-0.0322265625","-0.0615234375","-0.0615234375","-0.0615234375"
"4296","0.0068359375","0.0068359375","0.0068359375","-0.013671875","-0.013671875","-0.013671875","-0.0791015625","-0.0791015625","-0.0791015625","-0.046875","-0.046875","-0.046875","-0.0390625","-0.0390625","-0.0390625","-0.001953125","-0.001953125","-0.001953125","-0.033203125","-0.033203125","-0.033203125","-0.0185546875","-0.0185546875","-0.0185546875","-0.021484375","-0.021484375","-0.021484375","-0.0458984375","-0.0458984375","-0.0458984375"
