"Step","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_1.5 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_1.0 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_student_accuracy_diff_combined__MAX","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined__MIN","tracer_beta_0.2 - Teacher_teacher_student_accuracy_diff_combined__MAX"
"1171","0.005859375","0.005859375","0.005859375","-0.0009765625","-0.0009765625","-0.0009765625","-0.0888671875","-0.0888671875","-0.0888671875","-0.072265625","-0.072265625","-0.072265625","-0.056640625","-0.056640625","-0.056640625","0.0078125","0.0078125","0.0078125","-0.02734375","-0.02734375","-0.02734375","-0.0029296875","-0.0029296875","-0.0029296875","-0.0244140625","-0.0244140625","-0.0244140625","-0.0478515625","-0.0478515625","-0.0478515625"
"1172","0.0078125","0.0078125","0.0078125","-0.0107421875","-0.0107421875","-0.0107421875","-0.103515625","-0.103515625","-0.103515625","-0.0693359375","-0.0693359375","-0.0693359375","-0.0498046875","-0.0498046875","-0.0498046875","-0.013671875","-0.013671875","-0.013671875","-0.0205078125","-0.0205078125","-0.0205078125","-0.01171875","-0.01171875","-0.01171875","-0.0205078125","-0.0205078125","-0.0205078125","-0.0556640625","-0.0556640625","-0.0556640625"
"1173","0.00390625","0.00390625","0.00390625","-0.0068359375","-0.0068359375","-0.0068359375","-0.1181640625","-0.1181640625","-0.1181640625","-0.0986328125","-0.0986328125","-0.0986328125","-0.06640625","-0.06640625","-0.06640625","-0.01953125","-0.01953125","-0.01953125","-0.0361328125","-0.0361328125","-0.0361328125","-0.0205078125","-0.0205078125","-0.0205078125","-0.0302734375","-0.0302734375","-0.0302734375","-0.0791015625","-0.0791015625","-0.0791015625"
"1174","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.001953125","-0.0888671875","-0.0888671875","-0.0888671875","-0.0751953125","-0.0751953125","-0.0751953125","-0.0546875","-0.0546875","-0.0546875","0.0009765625","0.0009765625","0.0009765625","-0.0283203125","-0.0283203125","-0.0283203125","-0.0048828125","-0.0048828125","-0.0048828125","-0.025390625","-0.025390625","-0.025390625","-0.0498046875","-0.0498046875","-0.0498046875"
"1175","-0.0048828125","-0.0048828125","-0.0048828125","-0.01171875","-0.01171875","-0.01171875","-0.0888671875","-0.0888671875","-0.0888671875","-0.0703125","-0.0703125","-0.0703125","-0.0556640625","-0.0556640625","-0.0556640625","-0.01171875","-0.01171875","-0.01171875","-0.037109375","-0.037109375","-0.037109375","-0.017578125","-0.017578125","-0.017578125","-0.025390625","-0.025390625","-0.025390625","-0.05859375","-0.05859375","-0.05859375"
"1176","0","0","0","-0.0087890625","-0.0087890625","-0.0087890625","-0.119140625","-0.119140625","-0.119140625","-0.0869140625","-0.0869140625","-0.0869140625","-0.064453125","-0.064453125","-0.064453125","-0.0146484375","-0.0146484375","-0.0146484375","-0.0380859375","-0.0380859375","-0.0380859375","-0.01171875","-0.01171875","-0.01171875","-0.0361328125","-0.0361328125","-0.0361328125","-0.0615234375","-0.0615234375","-0.0615234375"
"1177","0.0087890625","0.0087890625","0.0087890625","-0.009765625","-0.009765625","-0.009765625","-0.1103515625","-0.1103515625","-0.1103515625","-0.076171875","-0.076171875","-0.076171875","-0.0537109375","-0.0537109375","-0.0537109375","-0.01953125","-0.01953125","-0.01953125","-0.03515625","-0.03515625","-0.03515625","-0.009765625","-0.009765625","-0.009765625","-0.025390625","-0.025390625","-0.025390625","-0.0654296875","-0.0654296875","-0.0654296875"
"1178","0.009765625","0.009765625","0.009765625","-0.0205078125","-0.0205078125","-0.0205078125","-0.12890625","-0.12890625","-0.12890625","-0.0927734375","-0.0927734375","-0.0927734375","-0.0634765625","-0.0634765625","-0.0634765625","-0.02734375","-0.02734375","-0.02734375","-0.0341796875","-0.0341796875","-0.0341796875","-0.0234375","-0.0234375","-0.0234375","-0.0322265625","-0.0322265625","-0.0322265625","-0.072265625","-0.072265625","-0.072265625"
"1179","-0.0078125","-0.0078125","-0.0078125","-0.013671875","-0.013671875","-0.013671875","-0.1171875","-0.1171875","-0.1171875","-0.091796875","-0.091796875","-0.091796875","-0.0556640625","-0.0556640625","-0.0556640625","-0.00390625","-0.00390625","-0.00390625","-0.041015625","-0.041015625","-0.041015625","-0.0107421875","-0.0107421875","-0.0107421875","-0.033203125","-0.033203125","-0.033203125","-0.080078125","-0.080078125","-0.080078125"
"1180","-0.0048828125","-0.0048828125","-0.0048828125","0.00390625","0.00390625","0.00390625","-0.1220703125","-0.1220703125","-0.1220703125","-0.087890625","-0.087890625","-0.087890625","-0.0732421875","-0.0732421875","-0.0732421875","-0.013671875","-0.013671875","-0.013671875","-0.0234375","-0.0234375","-0.0234375","-0.009765625","-0.009765625","-0.009765625","-0.017578125","-0.017578125","-0.017578125","-0.0595703125","-0.0595703125","-0.0595703125"
"1181","0.015625","0.015625","0.015625","-0.015625","-0.015625","-0.015625","-0.119140625","-0.119140625","-0.119140625","-0.0908203125","-0.0908203125","-0.0908203125","-0.0712890625","-0.0712890625","-0.0712890625","-0.0068359375","-0.0068359375","-0.0068359375","-0.03515625","-0.03515625","-0.03515625","-0.021484375","-0.021484375","-0.021484375","-0.0390625","-0.0390625","-0.0390625","-0.0732421875","-0.0732421875","-0.0732421875"
"1182","0.0009765625","0.0009765625","0.0009765625","-0.0068359375","-0.0068359375","-0.0068359375","-0.1259765625","-0.1259765625","-0.1259765625","-0.109375","-0.109375","-0.109375","-0.08984375","-0.08984375","-0.08984375","-0.009765625","-0.009765625","-0.009765625","-0.044921875","-0.044921875","-0.044921875","-0.013671875","-0.013671875","-0.013671875","-0.0400390625","-0.0400390625","-0.0400390625","-0.0849609375","-0.0849609375","-0.0849609375"
"1183","0.0009765625","0.0009765625","0.0009765625","0.0068359375","0.0068359375","0.0068359375","-0.0966796875","-0.0966796875","-0.0966796875","-0.0654296875","-0.0654296875","-0.0654296875","-0.0400390625","-0.0400390625","-0.0400390625","0.0068359375","0.0068359375","0.0068359375","-0.0263671875","-0.0263671875","-0.0263671875","-0.013671875","-0.013671875","-0.013671875","-0.017578125","-0.017578125","-0.017578125","-0.0478515625","-0.0478515625","-0.0478515625"
"1184","-0.013671875","-0.013671875","-0.013671875","-0.00390625","-0.00390625","-0.00390625","-0.083984375","-0.083984375","-0.083984375","-0.0703125","-0.0703125","-0.0703125","-0.0498046875","-0.0498046875","-0.0498046875","0","0","0","-0.02734375","-0.02734375","-0.02734375","-0.0087890625","-0.0087890625","-0.0087890625","-0.0126953125","-0.0126953125","-0.0126953125","-0.048828125","-0.048828125","-0.048828125"
"1185","-0.0107421875","-0.0107421875","-0.0107421875","-0.009765625","-0.009765625","-0.009765625","-0.134765625","-0.134765625","-0.134765625","-0.1025390625","-0.1025390625","-0.1025390625","-0.0732421875","-0.0732421875","-0.0732421875","0.0009765625","0.0009765625","0.0009765625","-0.041015625","-0.041015625","-0.041015625","-0.005859375","-0.005859375","-0.005859375","-0.0322265625","-0.0322265625","-0.0322265625","-0.0703125","-0.0703125","-0.0703125"
"1186","0","0","0","0.0029296875","0.0029296875","0.0029296875","-0.1015625","-0.1015625","-0.1015625","-0.0791015625","-0.0791015625","-0.0791015625","-0.0732421875","-0.0732421875","-0.0732421875","-0.0185546875","-0.0185546875","-0.0185546875","-0.0361328125","-0.0361328125","-0.0361328125","-0.021484375","-0.021484375","-0.021484375","-0.0302734375","-0.0302734375","-0.0302734375","-0.0634765625","-0.0634765625","-0.0634765625"
"1187","0.0048828125","0.0048828125","0.0048828125","0.005859375","0.005859375","0.005859375","-0.099609375","-0.099609375","-0.099609375","-0.06640625","-0.06640625","-0.06640625","-0.0380859375","-0.0380859375","-0.0380859375","0.0009765625","0.0009765625","0.0009765625","-0.0244140625","-0.0244140625","-0.0244140625","-0.0009765625","-0.0009765625","-0.0009765625","-0.0205078125","-0.0205078125","-0.0205078125","-0.041015625","-0.041015625","-0.041015625"
"1188","0.005859375","0.005859375","0.005859375","-0.0029296875","-0.0029296875","-0.0029296875","-0.1015625","-0.1015625","-0.1015625","-0.05859375","-0.05859375","-0.05859375","-0.0380859375","-0.0380859375","-0.0380859375","0.0048828125","0.0048828125","0.0048828125","-0.03515625","-0.03515625","-0.03515625","-0.0126953125","-0.0126953125","-0.0126953125","-0.0380859375","-0.0380859375","-0.0380859375","-0.0595703125","-0.0595703125","-0.0595703125"
"1189","0.0009765625","0.0009765625","0.0009765625","-0.009765625","-0.009765625","-0.009765625","-0.0927734375","-0.0927734375","-0.0927734375","-0.0888671875","-0.0888671875","-0.0888671875","-0.064453125","-0.064453125","-0.064453125","-0.0146484375","-0.0146484375","-0.0146484375","-0.03515625","-0.03515625","-0.03515625","-0.017578125","-0.017578125","-0.017578125","-0.037109375","-0.037109375","-0.037109375","-0.0673828125","-0.0673828125","-0.0673828125"
"1190","0.0048828125","0.0048828125","0.0048828125","-0.001953125","-0.001953125","-0.001953125","-0.1171875","-0.1171875","-0.1171875","-0.091796875","-0.091796875","-0.091796875","-0.0576171875","-0.0576171875","-0.0576171875","0.0068359375","0.0068359375","0.0068359375","-0.041015625","-0.041015625","-0.041015625","-0.015625","-0.015625","-0.015625","-0.033203125","-0.033203125","-0.033203125","-0.06640625","-0.06640625","-0.06640625"
"1191","0","0","0","-0.0107421875","-0.0107421875","-0.0107421875","-0.15234375","-0.15234375","-0.15234375","-0.109375","-0.109375","-0.109375","-0.091796875","-0.091796875","-0.091796875","-0.015625","-0.015625","-0.015625","-0.0478515625","-0.0478515625","-0.0478515625","-0.015625","-0.015625","-0.015625","-0.048828125","-0.048828125","-0.048828125","-0.0849609375","-0.0849609375","-0.0849609375"
"1192","-0.0009765625","-0.0009765625","-0.0009765625","-0.0029296875","-0.0029296875","-0.0029296875","-0.107421875","-0.107421875","-0.107421875","-0.0859375","-0.0859375","-0.0859375","-0.05078125","-0.05078125","-0.05078125","-0.0029296875","-0.0029296875","-0.0029296875","-0.01953125","-0.01953125","-0.01953125","-0.0107421875","-0.0107421875","-0.0107421875","-0.0126953125","-0.0126953125","-0.0126953125","-0.0458984375","-0.0458984375","-0.0458984375"
"1193","-0.0107421875","-0.0107421875","-0.0107421875","-0.009765625","-0.009765625","-0.009765625","-0.1181640625","-0.1181640625","-0.1181640625","-0.0888671875","-0.0888671875","-0.0888671875","-0.064453125","-0.064453125","-0.064453125","-0.0185546875","-0.0185546875","-0.0185546875","-0.04296875","-0.04296875","-0.04296875","-0.015625","-0.015625","-0.015625","-0.0419921875","-0.0419921875","-0.0419921875","-0.0634765625","-0.0634765625","-0.0634765625"
"1194","-0.0029296875","-0.0029296875","-0.0029296875","0.001953125","0.001953125","0.001953125","-0.0966796875","-0.0966796875","-0.0966796875","-0.072265625","-0.072265625","-0.072265625","-0.046875","-0.046875","-0.046875","-0.009765625","-0.009765625","-0.009765625","-0.0302734375","-0.0302734375","-0.0302734375","0.0029296875","0.0029296875","0.0029296875","-0.0234375","-0.0234375","-0.0234375","-0.056640625","-0.056640625","-0.056640625"
"1195","-0.01171875","-0.01171875","-0.01171875","-0.005859375","-0.005859375","-0.005859375","-0.09375","-0.09375","-0.09375","-0.0693359375","-0.0693359375","-0.0693359375","-0.041015625","-0.041015625","-0.041015625","-0.0078125","-0.0078125","-0.0078125","-0.0185546875","-0.0185546875","-0.0185546875","-0.001953125","-0.001953125","-0.001953125","-0.0166015625","-0.0166015625","-0.0166015625","-0.05078125","-0.05078125","-0.05078125"
"1196","0.0087890625","0.0087890625","0.0087890625","-0.0107421875","-0.0107421875","-0.0107421875","-0.0908203125","-0.0908203125","-0.0908203125","-0.0703125","-0.0703125","-0.0703125","-0.0556640625","-0.0556640625","-0.0556640625","-0.015625","-0.015625","-0.015625","-0.02734375","-0.02734375","-0.02734375","-0.013671875","-0.013671875","-0.013671875","-0.0234375","-0.0234375","-0.0234375","-0.0556640625","-0.0556640625","-0.0556640625"
"1197","0","0","0","-0.017578125","-0.017578125","-0.017578125","-0.103515625","-0.103515625","-0.103515625","-0.0732421875","-0.0732421875","-0.0732421875","-0.0478515625","-0.0478515625","-0.0478515625","-0.01171875","-0.01171875","-0.01171875","-0.0302734375","-0.0302734375","-0.0302734375","-0.017578125","-0.017578125","-0.017578125","-0.0390625","-0.0390625","-0.0390625","-0.0517578125","-0.0517578125","-0.0517578125"
"1198","0.001953125","0.001953125","0.001953125","-0.0126953125","-0.0126953125","-0.0126953125","-0.1083984375","-0.1083984375","-0.1083984375","-0.068359375","-0.068359375","-0.068359375","-0.0556640625","-0.0556640625","-0.0556640625","-0.021484375","-0.021484375","-0.021484375","-0.03125","-0.03125","-0.03125","-0.0078125","-0.0078125","-0.0078125","-0.0263671875","-0.0263671875","-0.0263671875","-0.0615234375","-0.0615234375","-0.0615234375"
"1199","0.01171875","0.01171875","0.01171875","0","0","0","-0.10546875","-0.10546875","-0.10546875","-0.0771484375","-0.0771484375","-0.0771484375","-0.0595703125","-0.0595703125","-0.0595703125","0.0068359375","0.0068359375","0.0068359375","-0.0361328125","-0.0361328125","-0.0361328125","-0.005859375","-0.005859375","-0.005859375","-0.017578125","-0.017578125","-0.017578125","-0.05078125","-0.05078125","-0.05078125"
"1200","0.0068359375","0.0068359375","0.0068359375","-0.0078125","-0.0078125","-0.0078125","-0.1123046875","-0.1123046875","-0.1123046875","-0.0830078125","-0.0830078125","-0.0830078125","-0.0556640625","-0.0556640625","-0.0556640625","-0.0009765625","-0.0009765625","-0.0009765625","-0.0244140625","-0.0244140625","-0.0244140625","-0.01171875","-0.01171875","-0.01171875","-0.03125","-0.03125","-0.03125","-0.064453125","-0.064453125","-0.064453125"
"1201","0.0048828125","0.0048828125","0.0048828125","-0.001953125","-0.001953125","-0.001953125","-0.1044921875","-0.1044921875","-0.1044921875","-0.076171875","-0.076171875","-0.076171875","-0.0595703125","-0.0595703125","-0.0595703125","-0.009765625","-0.009765625","-0.009765625","-0.041015625","-0.041015625","-0.041015625","-0.0126953125","-0.0126953125","-0.0126953125","-0.033203125","-0.033203125","-0.033203125","-0.05859375","-0.05859375","-0.05859375"
"1202","0.005859375","0.005859375","0.005859375","-0.017578125","-0.017578125","-0.017578125","-0.10546875","-0.10546875","-0.10546875","-0.076171875","-0.076171875","-0.076171875","-0.0556640625","-0.0556640625","-0.0556640625","-0.001953125","-0.001953125","-0.001953125","-0.03515625","-0.03515625","-0.03515625","-0.0107421875","-0.0107421875","-0.0107421875","-0.0400390625","-0.0400390625","-0.0400390625","-0.0498046875","-0.0498046875","-0.0498046875"
"1203","-0.0087890625","-0.0087890625","-0.0087890625","-0.0029296875","-0.0029296875","-0.0029296875","-0.091796875","-0.091796875","-0.091796875","-0.052734375","-0.052734375","-0.052734375","-0.041015625","-0.041015625","-0.041015625","0","0","0","-0.0234375","-0.0234375","-0.0234375","-0.001953125","-0.001953125","-0.001953125","-0.01953125","-0.01953125","-0.01953125","-0.0439453125","-0.0439453125","-0.0439453125"
"1204","0.0068359375","0.0068359375","0.0068359375","0.0087890625","0.0087890625","0.0087890625","-0.1005859375","-0.1005859375","-0.1005859375","-0.0712890625","-0.0712890625","-0.0712890625","-0.0478515625","-0.0478515625","-0.0478515625","-0.0087890625","-0.0087890625","-0.0087890625","-0.0234375","-0.0234375","-0.0234375","-0.015625","-0.015625","-0.015625","-0.0107421875","-0.0107421875","-0.0107421875","-0.0537109375","-0.0537109375","-0.0537109375"
"1205","-0.005859375","-0.005859375","-0.005859375","0.009765625","0.009765625","0.009765625","-0.0849609375","-0.0849609375","-0.0849609375","-0.05859375","-0.05859375","-0.05859375","-0.052734375","-0.052734375","-0.052734375","-0.0048828125","-0.0048828125","-0.0048828125","-0.017578125","-0.017578125","-0.017578125","-0.0029296875","-0.0029296875","-0.0029296875","-0.0166015625","-0.0166015625","-0.0166015625","-0.0439453125","-0.0439453125","-0.0439453125"
"1206","-0.0087890625","-0.0087890625","-0.0087890625","-0.0029296875","-0.0029296875","-0.0029296875","-0.1064453125","-0.1064453125","-0.1064453125","-0.0703125","-0.0703125","-0.0703125","-0.048828125","-0.048828125","-0.048828125","0.0048828125","0.0048828125","0.0048828125","-0.03515625","-0.03515625","-0.03515625","-0.0048828125","-0.0048828125","-0.0048828125","-0.01171875","-0.01171875","-0.01171875","-0.0654296875","-0.0654296875","-0.0654296875"
"1207","0.0048828125","0.0048828125","0.0048828125","-0.01171875","-0.01171875","-0.01171875","-0.12109375","-0.12109375","-0.12109375","-0.06640625","-0.06640625","-0.06640625","-0.0546875","-0.0546875","-0.0546875","-0.001953125","-0.001953125","-0.001953125","-0.0205078125","-0.0205078125","-0.0205078125","-0.01171875","-0.01171875","-0.01171875","-0.0244140625","-0.0244140625","-0.0244140625","-0.0537109375","-0.0537109375","-0.0537109375"
"1208","0.001953125","0.001953125","0.001953125","-0.0107421875","-0.0107421875","-0.0107421875","-0.1171875","-0.1171875","-0.1171875","-0.087890625","-0.087890625","-0.087890625","-0.0634765625","-0.0634765625","-0.0634765625","-0.009765625","-0.009765625","-0.009765625","-0.0390625","-0.0390625","-0.0390625","-0.0068359375","-0.0068359375","-0.0068359375","-0.0419921875","-0.0419921875","-0.0419921875","-0.060546875","-0.060546875","-0.060546875"
"1209","0.00390625","0.00390625","0.00390625","0.001953125","0.001953125","0.001953125","-0.109375","-0.109375","-0.109375","-0.0703125","-0.0703125","-0.0703125","-0.0576171875","-0.0576171875","-0.0576171875","0.00390625","0.00390625","0.00390625","-0.0244140625","-0.0244140625","-0.0244140625","-0.01171875","-0.01171875","-0.01171875","-0.033203125","-0.033203125","-0.033203125","-0.0693359375","-0.0693359375","-0.0693359375"
"1210","0.009765625","0.009765625","0.009765625","-0.0029296875","-0.0029296875","-0.0029296875","-0.0888671875","-0.0888671875","-0.0888671875","-0.0546875","-0.0546875","-0.0546875","-0.0556640625","-0.0556640625","-0.0556640625","-0.0029296875","-0.0029296875","-0.0029296875","-0.0341796875","-0.0341796875","-0.0341796875","-0.0185546875","-0.0185546875","-0.0185546875","-0.0244140625","-0.0244140625","-0.0244140625","-0.048828125","-0.048828125","-0.048828125"
"1211","0.005859375","0.005859375","0.005859375","-0.0009765625","-0.0009765625","-0.0009765625","-0.1240234375","-0.1240234375","-0.1240234375","-0.0888671875","-0.0888671875","-0.0888671875","-0.0673828125","-0.0673828125","-0.0673828125","-0.021484375","-0.021484375","-0.021484375","-0.0283203125","-0.0283203125","-0.0283203125","-0.01953125","-0.01953125","-0.01953125","-0.0166015625","-0.0166015625","-0.0166015625","-0.0712890625","-0.0712890625","-0.0712890625"
"1212","-0.0029296875","-0.0029296875","-0.0029296875","-0.00390625","-0.00390625","-0.00390625","-0.0966796875","-0.0966796875","-0.0966796875","-0.0615234375","-0.0615234375","-0.0615234375","-0.037109375","-0.037109375","-0.037109375","-0.0029296875","-0.0029296875","-0.0029296875","-0.0126953125","-0.0126953125","-0.0126953125","-0.0166015625","-0.0166015625","-0.0166015625","-0.0185546875","-0.0185546875","-0.0185546875","-0.044921875","-0.044921875","-0.044921875"
"1213","0.0087890625","0.0087890625","0.0087890625","-0.005859375","-0.005859375","-0.005859375","-0.09765625","-0.09765625","-0.09765625","-0.05859375","-0.05859375","-0.05859375","-0.048828125","-0.048828125","-0.048828125","-0.0234375","-0.0234375","-0.0234375","-0.0263671875","-0.0263671875","-0.0263671875","-0.0126953125","-0.0126953125","-0.0126953125","-0.0263671875","-0.0263671875","-0.0263671875","-0.0439453125","-0.0439453125","-0.0439453125"
"1214","0","0","0","-0.001953125","-0.001953125","-0.001953125","-0.1015625","-0.1015625","-0.1015625","-0.060546875","-0.060546875","-0.060546875","-0.05078125","-0.05078125","-0.05078125","-0.0068359375","-0.0068359375","-0.0068359375","-0.029296875","-0.029296875","-0.029296875","-0.0224609375","-0.0224609375","-0.0224609375","-0.025390625","-0.025390625","-0.025390625","-0.0546875","-0.0546875","-0.0546875"
"1215","-0.0107421875","-0.0107421875","-0.0107421875","-0.0048828125","-0.0048828125","-0.0048828125","-0.119140625","-0.119140625","-0.119140625","-0.0869140625","-0.0869140625","-0.0869140625","-0.0673828125","-0.0673828125","-0.0673828125","-0.005859375","-0.005859375","-0.005859375","-0.041015625","-0.041015625","-0.041015625","-0.01171875","-0.01171875","-0.01171875","-0.0380859375","-0.0380859375","-0.0380859375","-0.078125","-0.078125","-0.078125"
"1216","0.00390625","0.00390625","0.00390625","-0.0029296875","-0.0029296875","-0.0029296875","-0.1123046875","-0.1123046875","-0.1123046875","-0.072265625","-0.072265625","-0.072265625","-0.0556640625","-0.0556640625","-0.0556640625","0.0048828125","0.0048828125","0.0048828125","-0.0263671875","-0.0263671875","-0.0263671875","-0.0185546875","-0.0185546875","-0.0185546875","-0.015625","-0.015625","-0.015625","-0.0498046875","-0.0498046875","-0.0498046875"
"1217","0.0048828125","0.0048828125","0.0048828125","-0.0029296875","-0.0029296875","-0.0029296875","-0.103515625","-0.103515625","-0.103515625","-0.068359375","-0.068359375","-0.068359375","-0.05078125","-0.05078125","-0.05078125","-0.0126953125","-0.0126953125","-0.0126953125","-0.0361328125","-0.0361328125","-0.0361328125","-0.001953125","-0.001953125","-0.001953125","-0.033203125","-0.033203125","-0.033203125","-0.0634765625","-0.0634765625","-0.0634765625"
"1218","0.01171875","0.01171875","0.01171875","-0.0048828125","-0.0048828125","-0.0048828125","-0.0947265625","-0.0947265625","-0.0947265625","-0.06640625","-0.06640625","-0.06640625","-0.05078125","-0.05078125","-0.05078125","-0.0048828125","-0.0048828125","-0.0048828125","-0.025390625","-0.025390625","-0.025390625","-0.009765625","-0.009765625","-0.009765625","-0.03125","-0.03125","-0.03125","-0.0625","-0.0625","-0.0625"
"1219","0.0078125","0.0078125","0.0078125","-0.0048828125","-0.0048828125","-0.0048828125","-0.11328125","-0.11328125","-0.11328125","-0.06640625","-0.06640625","-0.06640625","-0.0498046875","-0.0498046875","-0.0498046875","-0.017578125","-0.017578125","-0.017578125","-0.017578125","-0.017578125","-0.017578125","0.0029296875","0.0029296875","0.0029296875","-0.015625","-0.015625","-0.015625","-0.0712890625","-0.0712890625","-0.0712890625"
"1220","-0.01171875","-0.01171875","-0.01171875","-0.00390625","-0.00390625","-0.00390625","-0.107421875","-0.107421875","-0.107421875","-0.0654296875","-0.0654296875","-0.0654296875","-0.05859375","-0.05859375","-0.05859375","-0.01953125","-0.01953125","-0.01953125","-0.0322265625","-0.0322265625","-0.0322265625","-0.01171875","-0.01171875","-0.01171875","-0.0263671875","-0.0263671875","-0.0263671875","-0.048828125","-0.048828125","-0.048828125"
"1221","0.0029296875","0.0029296875","0.0029296875","-0.0185546875","-0.0185546875","-0.0185546875","-0.11328125","-0.11328125","-0.11328125","-0.091796875","-0.091796875","-0.091796875","-0.0595703125","-0.0595703125","-0.0595703125","-0.0029296875","-0.0029296875","-0.0029296875","-0.017578125","-0.017578125","-0.017578125","-0.021484375","-0.021484375","-0.021484375","-0.0263671875","-0.0263671875","-0.0263671875","-0.0595703125","-0.0595703125","-0.0595703125"
"1222","-0.0048828125","-0.0048828125","-0.0048828125","-0.01171875","-0.01171875","-0.01171875","-0.07421875","-0.07421875","-0.07421875","-0.0634765625","-0.0634765625","-0.0634765625","-0.0517578125","-0.0517578125","-0.0517578125","0.0029296875","0.0029296875","0.0029296875","-0.025390625","-0.025390625","-0.025390625","0.0126953125","0.0126953125","0.0126953125","-0.009765625","-0.009765625","-0.009765625","-0.0595703125","-0.0595703125","-0.0595703125"
"1223","-0.0087890625","-0.0087890625","-0.0087890625","-0.0048828125","-0.0048828125","-0.0048828125","-0.095703125","-0.095703125","-0.095703125","-0.0771484375","-0.0771484375","-0.0771484375","-0.060546875","-0.060546875","-0.060546875","0.00390625","0.00390625","0.00390625","-0.0341796875","-0.0341796875","-0.0341796875","-0.0029296875","-0.0029296875","-0.0029296875","-0.0234375","-0.0234375","-0.0234375","-0.0625","-0.0625","-0.0625"
"1224","0.0048828125","0.0048828125","0.0048828125","0.00390625","0.00390625","0.00390625","-0.10546875","-0.10546875","-0.10546875","-0.072265625","-0.072265625","-0.072265625","-0.0546875","-0.0546875","-0.0546875","0.0078125","0.0078125","0.0078125","-0.029296875","-0.029296875","-0.029296875","-0.0048828125","-0.0048828125","-0.0048828125","-0.029296875","-0.029296875","-0.029296875","-0.0517578125","-0.0517578125","-0.0517578125"
"1225","0.0029296875","0.0029296875","0.0029296875","-0.009765625","-0.009765625","-0.009765625","-0.107421875","-0.107421875","-0.107421875","-0.072265625","-0.072265625","-0.072265625","-0.06640625","-0.06640625","-0.06640625","-0.013671875","-0.013671875","-0.013671875","-0.025390625","-0.025390625","-0.025390625","-0.0087890625","-0.0087890625","-0.0087890625","-0.025390625","-0.025390625","-0.025390625","-0.0517578125","-0.0517578125","-0.0517578125"
"1226","0.0048828125","0.0048828125","0.0048828125","-0.009765625","-0.009765625","-0.009765625","-0.0869140625","-0.0869140625","-0.0869140625","-0.076171875","-0.076171875","-0.076171875","-0.068359375","-0.068359375","-0.068359375","-0.029296875","-0.029296875","-0.029296875","-0.037109375","-0.037109375","-0.037109375","-0.0205078125","-0.0205078125","-0.0205078125","-0.0341796875","-0.0341796875","-0.0341796875","-0.0693359375","-0.0693359375","-0.0693359375"
"1227","-0.0048828125","-0.0048828125","-0.0048828125","0.0078125","0.0078125","0.0078125","-0.1279296875","-0.1279296875","-0.1279296875","-0.099609375","-0.099609375","-0.099609375","-0.0771484375","-0.0771484375","-0.0771484375","0.0087890625","0.0087890625","0.0087890625","-0.037109375","-0.037109375","-0.037109375","-0.001953125","-0.001953125","-0.001953125","-0.033203125","-0.033203125","-0.033203125","-0.0810546875","-0.0810546875","-0.0810546875"
