"Step","carot_ema_up_freq_1 - Teacher_student_gt_prob_img","carot_ema_up_freq_1 - Teacher_student_gt_prob_img__MIN","carot_ema_up_freq_1 - Teacher_student_gt_prob_img__MAX","carot_ema_up_freq_500 - Teacher_student_gt_prob_img","carot_ema_up_freq_500 - Teacher_student_gt_prob_img__MIN","carot_ema_up_freq_500 - Teacher_student_gt_prob_img__MAX","pomp_bma_up_freq_2500 - Teacher_student_gt_prob_img","pomp_bma_up_freq_2500 - Teacher_student_gt_prob_img__MIN","pomp_bma_up_freq_2500 - Teacher_student_gt_prob_img__MAX","pomp_bma_up_freq_1000 - Teacher_student_gt_prob_img","pomp_bma_up_freq_1000 - Teacher_student_gt_prob_img__MIN","pomp_bma_up_freq_1000 - Teacher_student_gt_prob_img__MAX","pomp_bma_up_freq_500 - Teacher_student_gt_prob_img","pomp_bma_up_freq_500 - Teacher_student_gt_prob_img__MIN","pomp_bma_up_freq_500 - Teacher_student_gt_prob_img__MAX","pomp_beta_1.5 - Teacher_student_gt_prob_img","pomp_beta_1.5 - Teacher_student_gt_prob_img__MIN","pomp_beta_1.5 - Teacher_student_gt_prob_img__MAX","pomp_bma_up_freq_50 - Teacher_student_gt_prob_img","pomp_bma_up_freq_50 - Teacher_student_gt_prob_img__MIN","pomp_bma_up_freq_50 - Teacher_student_gt_prob_img__MAX","pomp_beta_1.0 - Teacher_student_gt_prob_img","pomp_beta_1.0 - Teacher_student_gt_prob_img__MIN","pomp_beta_1.0 - Teacher_student_gt_prob_img__MAX","pomp_bma_up_freq_5 - Teacher_student_gt_prob_img","pomp_bma_up_freq_5 - Teacher_student_gt_prob_img__MIN","pomp_bma_up_freq_5 - Teacher_student_gt_prob_img__MAX","pomp_beta_0.2 - Teacher_student_gt_prob_img","pomp_beta_0.2 - Teacher_student_gt_prob_img__MIN","pomp_beta_0.2 - Teacher_student_gt_prob_img__MAX"
"12","0.5553081035614014","0.5553081035614014","0.5553081035614014","0.5267361402511597","0.5267361402511597","0.5267361402511597","0.5280933380126953","0.5280933380126953","0.5280933380126953","0.5280933380126953","0.5280933380126953","0.5280933380126953","0.5280933380126953","0.5280933380126953","0.5280933380126953","0.5357741117477417","0.5357741117477417","0.5357741117477417","0.5274548530578613","0.5274548530578613","0.5274548530578613","0.5336318016052246","0.5336318016052246","0.5336318016052246","0.5311658382415771","0.5311658382415771","0.5311658382415771","0.5311869978904724","0.5311869978904724","0.5311869978904724"
"13","0.5602030754089355","0.5602030754089355","0.5602030754089355","0.5149750113487244","0.5149750113487244","0.5149750113487244","0.5167568325996399","0.5167568325996399","0.5167568325996399","0.5167568325996399","0.5167568325996399","0.5167568325996399","0.5167568325996399","0.5167568325996399","0.5167568325996399","0.5304726362228394","0.5304726362228394","0.5304726362228394","0.5183638334274292","0.5183638334274292","0.5183638334274292","0.526837170124054","0.526837170124054","0.526837170124054","0.5243488550186157","0.5243488550186157","0.5243488550186157","0.5217980742454529","0.5217980742454529","0.5217980742454529"
"14","0.5501259565353394","0.5501259565353394","0.5501259565353394","0.5194869041442871","0.5194869041442871","0.5194869041442871","0.5197113752365112","0.5197113752365112","0.5197113752365112","0.5197113752365112","0.5197113752365112","0.5197113752365112","0.5197113752365112","0.5197113752365112","0.5197113752365112","0.5364271998405457","0.5364271998405457","0.5364271998405457","0.5240119695663452","0.5240119695663452","0.5240119695663452","0.5334487557411194","0.5334487557411194","0.5334487557411194","0.5274583101272583","0.5274583101272583","0.5274583101272583","0.5277043581008911","0.5277043581008911","0.5277043581008911"
"15","0.5429002046585083","0.5429002046585083","0.5429002046585083","0.512366533279419","0.512366533279419","0.512366533279419","0.5135471820831299","0.5135471820831299","0.5135471820831299","0.5135471820831299","0.5135471820831299","0.5135471820831299","0.5135471820831299","0.5135471820831299","0.5135471820831299","0.5316449403762817","0.5316449403762817","0.5316449403762817","0.5177041888237","0.5177041888237","0.5177041888237","0.5280850529670715","0.5280850529670715","0.5280850529670715","0.5219147801399231","0.5219147801399231","0.5219147801399231","0.5196056365966797","0.5196056365966797","0.5196056365966797"
"16","0.5358948111534119","0.5358948111534119","0.5358948111534119","0.5023242831230164","0.5023242831230164","0.5023242831230164","0.502720832824707","0.502720832824707","0.502720832824707","0.502720832824707","0.502720832824707","0.502720832824707","0.502720832824707","0.502720832824707","0.502720832824707","0.5194783210754395","0.5194783210754395","0.5194783210754395","0.508213222026825","0.508213222026825","0.508213222026825","0.5167715549468994","0.5167715549468994","0.5167715549468994","0.5104649066925049","0.5104649066925049","0.5104649066925049","0.509049654006958","0.509049654006958","0.509049654006958"
"17","0.5306275486946106","0.5306275486946106","0.5306275486946106","0.5265207886695862","0.5265207886695862","0.5265207886695862","0.527700662612915","0.527700662612915","0.527700662612915","0.527700662612915","0.527700662612915","0.527700662612915","0.527700662612915","0.527700662612915","0.527700662612915","0.5434646606445312","0.5434646606445312","0.5434646606445312","0.5317903161048889","0.5317903161048889","0.5317903161048889","0.5413303375244141","0.5413303375244141","0.5413303375244141","0.5346411466598511","0.5346411466598511","0.5346411466598511","0.5329499244689941","0.5329499244689941","0.5329499244689941"
"18","0.5925314426422119","0.5925314426422119","0.5925314426422119","0.5440405607223511","0.5440405607223511","0.5440405607223511","0.5453388690948486","0.5453388690948486","0.5453388690948486","0.5453388690948486","0.5453388690948486","0.5453388690948486","0.5453388690948486","0.5453388690948486","0.5453388690948486","0.5659430623054504","0.5659430623054504","0.5659430623054504","0.551040530204773","0.551040530204773","0.551040530204773","0.5627052187919617","0.5627052187919617","0.5627052187919617","0.555030345916748","0.555030345916748","0.555030345916748","0.5530549883842468","0.5530549883842468","0.5530549883842468"
"19","0.5554612874984741","0.5554612874984741","0.5554612874984741","0.531757652759552","0.531757652759552","0.531757652759552","0.5322874784469604","0.5322874784469604","0.5322874784469604","0.5322874784469604","0.5322874784469604","0.5322874784469604","0.5322874784469604","0.5322874784469604","0.5322874784469604","0.552689790725708","0.552689790725708","0.552689790725708","0.5380950570106506","0.5380950570106506","0.5380950570106506","0.5491714477539062","0.5491714477539062","0.5491714477539062","0.540986955165863","0.540986955165863","0.540986955165863","0.5389940142631531","0.5389940142631531","0.5389940142631531"
"20","0.5518202185630798","0.5518202185630798","0.5518202185630798","0.5388895273208618","0.5388895273208618","0.5388895273208618","0.5392324924468994","0.5392324924468994","0.5392324924468994","0.5392324924468994","0.5392324924468994","0.5392324924468994","0.5392324924468994","0.5392324924468994","0.5392324924468994","0.5625472664833069","0.5625472664833069","0.5625472664833069","0.5459674596786499","0.5459674596786499","0.5459674596786499","0.5579820275306702","0.5579820275306702","0.5579820275306702","0.5507152676582336","0.5507152676582336","0.5507152676582336","0.5465373992919922","0.5465373992919922","0.5465373992919922"
"21","0.5549722909927368","0.5549722909927368","0.5549722909927368","0.5219947695732117","0.5219947695732117","0.5219947695732117","0.5225161910057068","0.5225161910057068","0.5225161910057068","0.5225161910057068","0.5225161910057068","0.5225161910057068","0.5225161910057068","0.5225161910057068","0.5225161910057068","0.5492738485336304","0.5492738485336304","0.5492738485336304","0.5279486179351807","0.5279486179351807","0.5279486179351807","0.5435319542884827","0.5435319542884827","0.5435319542884827","0.5358675718307495","0.5358675718307495","0.5358675718307495","0.5314067602157593","0.5314067602157593","0.5314067602157593"
"22","0.571552574634552","0.571552574634552","0.571552574634552","0.5163576602935791","0.5163576602935791","0.5163576602935791","0.5178012251853943","0.5178012251853943","0.5178012251853943","0.5178012251853943","0.5178012251853943","0.5178012251853943","0.5178012251853943","0.5178012251853943","0.5178012251853943","0.5429192781448364","0.5429192781448364","0.5429192781448364","0.5243391990661621","0.5243391990661621","0.5243391990661621","0.5368974804878235","0.5368974804878235","0.5368974804878235","0.5295889377593994","0.5295889377593994","0.5295889377593994","0.5249344110488892","0.5249344110488892","0.5249344110488892"
"23","0.5534950494766235","0.5534950494766235","0.5534950494766235","0.5225405693054199","0.5225405693054199","0.5225405693054199","0.5235328674316406","0.5235328674316406","0.5235328674316406","0.5235328674316406","0.5235328674316406","0.5235328674316406","0.5235328674316406","0.5235328674316406","0.5235328674316406","0.5451911687850952","0.5451911687850952","0.5451911687850952","0.5279828310012817","0.5279828310012817","0.5279828310012817","0.5410311222076416","0.5410311222076416","0.5410311222076416","0.5341559648513794","0.5341559648513794","0.5341559648513794","0.5294361710548401","0.5294361710548401","0.5294361710548401"
"24","0.5608901977539062","0.5608901977539062","0.5608901977539062","0.5038098096847534","0.5038098096847534","0.5038098096847534","0.5046162605285645","0.5046162605285645","0.5046162605285645","0.5046162605285645","0.5046162605285645","0.5046162605285645","0.5046162605285645","0.5046162605285645","0.5046162605285645","0.533093273639679","0.533093273639679","0.533093273639679","0.5112348794937134","0.5112348794937134","0.5112348794937134","0.5267512798309326","0.5267512798309326","0.5267512798309326","0.5178632736206055","0.5178632736206055","0.5178632736206055","0.5114176273345947","0.5114176273345947","0.5114176273345947"
"25","0.5462741851806641","0.5462741851806641","0.5462741851806641","0.5273909568786621","0.5273909568786621","0.5273909568786621","0.5288190841674805","0.5288190841674805","0.5288190841674805","0.5288190841674805","0.5288190841674805","0.5288190841674805","0.5288190841674805","0.5288190841674805","0.5288190841674805","0.5524744987487793","0.5524744987487793","0.5524744987487793","0.5347621440887451","0.5347621440887451","0.5347621440887451","0.547959566116333","0.547959566116333","0.547959566116333","0.5410537719726562","0.5410537719726562","0.5410537719726562","0.5357120037078857","0.5357120037078857","0.5357120037078857"
"26","0.5717177391052246","0.5717177391052246","0.5717177391052246","0.5352364778518677","0.5352364778518677","0.5352364778518677","0.5357164144515991","0.5357164144515991","0.5357164144515991","0.5357164144515991","0.5357164144515991","0.5357164144515991","0.5357164144515991","0.5357164144515991","0.5357164144515991","0.5669589042663574","0.5669589042663574","0.5669589042663574","0.5436319708824158","0.5436319708824158","0.5436319708824158","0.5607835054397583","0.5607835054397583","0.5607835054397583","0.5503161549568176","0.5503161549568176","0.5503161549568176","0.5450301170349121","0.5450301170349121","0.5450301170349121"
"27","0.5611249208450317","0.5611249208450317","0.5611249208450317","0.5262207388877869","0.5262207388877869","0.5262207388877869","0.5270327925682068","0.5270327925682068","0.5270327925682068","0.5270327925682068","0.5270327925682068","0.5270327925682068","0.5270327925682068","0.5270327925682068","0.5270327925682068","0.5600796937942505","0.5600796937942505","0.5600796937942505","0.5335599780082703","0.5335599780082703","0.5335599780082703","0.553925633430481","0.553925633430481","0.553925633430481","0.541297435760498","0.541297435760498","0.541297435760498","0.5357480049133301","0.5357480049133301","0.5357480049133301"
"28","0.5691460371017456","0.5691460371017456","0.5691460371017456","0.49886593222618103","0.49886593222618103","0.49886593222618103","0.4997841417789459","0.4997841417789459","0.4997841417789459","0.4997841417789459","0.4997841417789459","0.4997841417789459","0.4997841417789459","0.4997841417789459","0.4997841417789459","0.531469464302063","0.531469464302063","0.531469464302063","0.5052611827850342","0.5052611827850342","0.5052611827850342","0.5254778861999512","0.5254778861999512","0.5254778861999512","0.514145016670227","0.514145016670227","0.514145016670227","0.5079419612884521","0.5079419612884521","0.5079419612884521"
"29","0.5664458274841309","0.5664458274841309","0.5664458274841309","0.5232750177383423","0.5232750177383423","0.5232750177383423","0.5238779187202454","0.5238779187202454","0.5238779187202454","0.5238779187202454","0.5238779187202454","0.5238779187202454","0.5238779187202454","0.5238779187202454","0.5238779187202454","0.5552082657814026","0.5552082657814026","0.5552082657814026","0.5296943187713623","0.5296943187713623","0.5296943187713623","0.5487000942230225","0.5487000942230225","0.5487000942230225","0.5376098155975342","0.5376098155975342","0.5376098155975342","0.5321506857872009","0.5321506857872009","0.5321506857872009"
"30","0.5659390091896057","0.5659390091896057","0.5659390091896057","0.5217975378036499","0.5217975378036499","0.5217975378036499","0.5225203633308411","0.5225203633308411","0.5225203633308411","0.5225203633308411","0.5225203633308411","0.5225203633308411","0.5225203633308411","0.5225203633308411","0.5225203633308411","0.5585039854049683","0.5585039854049683","0.5585039854049683","0.5307185649871826","0.5307185649871826","0.5307185649871826","0.5514914393424988","0.5514914393424988","0.5514914393424988","0.5394529104232788","0.5394529104232788","0.5394529104232788","0.5318082571029663","0.5318082571029663","0.5318082571029663"
"31","0.574069619178772","0.574069619178772","0.574069619178772","0.5129854679107666","0.5129854679107666","0.5129854679107666","0.5132471323013306","0.5132471323013306","0.5132471323013306","0.5132471323013306","0.5132471323013306","0.5132471323013306","0.5132471323013306","0.5132471323013306","0.5132471323013306","0.5458815097808838","0.5458815097808838","0.5458815097808838","0.5202850103378296","0.5202850103378296","0.5202850103378296","0.5396356582641602","0.5396356582641602","0.5396356582641602","0.5280707478523254","0.5280707478523254","0.5280707478523254","0.5218229293823242","0.5218229293823242","0.5218229293823242"
"32","0.5647217035293579","0.5647217035293579","0.5647217035293579","0.5431422591209412","0.5431422591209412","0.5431422591209412","0.5437157154083252","0.5437157154083252","0.5437157154083252","0.5437157154083252","0.5437157154083252","0.5437157154083252","0.5437157154083252","0.5437157154083252","0.5437157154083252","0.5714675188064575","0.5714675188064575","0.5714675188064575","0.551342785358429","0.551342785358429","0.551342785358429","0.567001461982727","0.567001461982727","0.567001461982727","0.5590132474899292","0.5590132474899292","0.5590132474899292","0.5541750192642212","0.5541750192642212","0.5541750192642212"
"33","0.5719798803329468","0.5719798803329468","0.5719798803329468","0.5474085211753845","0.5474085211753845","0.5474085211753845","0.5477455854415894","0.5477455854415894","0.5477455854415894","0.5477455854415894","0.5477455854415894","0.5477455854415894","0.5477455854415894","0.5477455854415894","0.5477455854415894","0.5862386226654053","0.5862386226654053","0.5862386226654053","0.5577765703201294","0.5577765703201294","0.5577765703201294","0.5799338817596436","0.5799338817596436","0.5799338817596436","0.567562997341156","0.567562997341156","0.567562997341156","0.5592585802078247","0.5592585802078247","0.5592585802078247"
"34","0.6028705835342407","0.6028705835342407","0.6028705835342407","0.5359516143798828","0.5359516143798828","0.5359516143798828","0.5365538597106934","0.5365538597106934","0.5365538597106934","0.5365538597106934","0.5365538597106934","0.5365538597106934","0.5365538597106934","0.5365538597106934","0.5365538597106934","0.5722427368164062","0.5722427368164062","0.5722427368164062","0.5470690727233887","0.5470690727233887","0.5470690727233887","0.5657694935798645","0.5657694935798645","0.5657694935798645","0.5543662905693054","0.5543662905693054","0.5543662905693054","0.5464953184127808","0.5464953184127808","0.5464953184127808"
"35","0.5843937397003174","0.5843937397003174","0.5843937397003174","0.5419028997421265","0.5419028997421265","0.5419028997421265","0.5427147746086121","0.5427147746086121","0.5427147746086121","0.5427147746086121","0.5427147746086121","0.5427147746086121","0.5427147746086121","0.5427147746086121","0.5427147746086121","0.5796949863433838","0.5796949863433838","0.5796949863433838","0.5520071983337402","0.5520071983337402","0.5520071983337402","0.5732203722000122","0.5732203722000122","0.5732203722000122","0.5598413944244385","0.5598413944244385","0.5598413944244385","0.5534636974334717","0.5534636974334717","0.5534636974334717"
"36","0.5522644519805908","0.5522644519805908","0.5522644519805908","0.536707878112793","0.536707878112793","0.536707878112793","0.5384548306465149","0.5384548306465149","0.5384548306465149","0.5384548306465149","0.5384548306465149","0.5384548306465149","0.5384548306465149","0.5384548306465149","0.5384548306465149","0.5741631388664246","0.5741631388664246","0.5741631388664246","0.547240138053894","0.547240138053894","0.547240138053894","0.5674444437026978","0.5674444437026978","0.5674444437026978","0.5551835894584656","0.5551835894584656","0.5551835894584656","0.5474143624305725","0.5474143624305725","0.5474143624305725"
"37","0.5506976842880249","0.5506976842880249","0.5506976842880249","0.5755831599235535","0.5755831599235535","0.5755831599235535","0.5757656097412109","0.5757656097412109","0.5757656097412109","0.5757656097412109","0.5757656097412109","0.5757656097412109","0.5757656097412109","0.5757656097412109","0.5757656097412109","0.6125646233558655","0.6125646233558655","0.6125646233558655","0.5854419469833374","0.5854419469833374","0.5854419469833374","0.6063587665557861","0.6063587665557861","0.6063587665557861","0.5937637686729431","0.5937637686729431","0.5937637686729431","0.5862334370613098","0.5862334370613098","0.5862334370613098"
"38","0.5601938962936401","0.5601938962936401","0.5601938962936401","0.5220904350280762","0.5220904350280762","0.5220904350280762","0.5236157178878784","0.5236157178878784","0.5236157178878784","0.5236157178878784","0.5236157178878784","0.5236157178878784","0.5236157178878784","0.5236157178878784","0.5236157178878784","0.5595011115074158","0.5595011115074158","0.5595011115074158","0.532990574836731","0.532990574836731","0.532990574836731","0.5545262694358826","0.5545262694358826","0.5545262694358826","0.5424809455871582","0.5424809455871582","0.5424809455871582","0.5343396067619324","0.5343396067619324","0.5343396067619324"
"39","0.5862345099449158","0.5862345099449158","0.5862345099449158","0.5439893007278442","0.5439893007278442","0.5439893007278442","0.5460566282272339","0.5460566282272339","0.5460566282272339","0.5460566282272339","0.5460566282272339","0.5460566282272339","0.5460566282272339","0.5460566282272339","0.5460566282272339","0.5868223309516907","0.5868223309516907","0.5868223309516907","0.5561745762825012","0.5561745762825012","0.5561745762825012","0.5793569087982178","0.5793569087982178","0.5793569087982178","0.5659265518188477","0.5659265518188477","0.5659265518188477","0.5568947792053223","0.5568947792053223","0.5568947792053223"
"40","0.5775230526924133","0.5775230526924133","0.5775230526924133","0.5703949928283691","0.5703949928283691","0.5703949928283691","0.5723147988319397","0.5723147988319397","0.5723147988319397","0.5723147988319397","0.5723147988319397","0.5723147988319397","0.5723147988319397","0.5723147988319397","0.5723147988319397","0.6067408323287964","0.6067408323287964","0.6067408323287964","0.5809471011161804","0.5809471011161804","0.5809471011161804","0.602042555809021","0.602042555809021","0.602042555809021","0.5902423858642578","0.5902423858642578","0.5902423858642578","0.5816220045089722","0.5816220045089722","0.5816220045089722"
"41","0.5901479721069336","0.5901479721069336","0.5901479721069336","0.526165246963501","0.526165246963501","0.526165246963501","0.5280582904815674","0.5280582904815674","0.5280582904815674","0.5280582904815674","0.5280582904815674","0.5280582904815674","0.5280582904815674","0.5280582904815674","0.5280582904815674","0.5635136961936951","0.5635136961936951","0.5635136961936951","0.5362124443054199","0.5362124443054199","0.5362124443054199","0.5585671067237854","0.5585671067237854","0.5585671067237854","0.545432448387146","0.545432448387146","0.545432448387146","0.5388407707214355","0.5388407707214355","0.5388407707214355"
"42","0.5666642785072327","0.5666642785072327","0.5666642785072327","0.5137580037117004","0.5137580037117004","0.5137580037117004","0.514839231967926","0.514839231967926","0.514839231967926","0.514839231967926","0.514839231967926","0.514839231967926","0.514839231967926","0.514839231967926","0.514839231967926","0.556419849395752","0.556419849395752","0.556419849395752","0.5255168676376343","0.5255168676376343","0.5255168676376343","0.5487650632858276","0.5487650632858276","0.5487650632858276","0.5350349545478821","0.5350349545478821","0.5350349545478821","0.5263468623161316","0.5263468623161316","0.5263468623161316"
"43","0.5932570099830627","0.5932570099830627","0.5932570099830627","0.557255744934082","0.557255744934082","0.557255744934082","0.5589807033538818","0.5589807033538818","0.5589807033538818","0.5589807033538818","0.5589807033538818","0.5589807033538818","0.5589807033538818","0.5589807033538818","0.5589807033538818","0.6007390022277832","0.6007390022277832","0.6007390022277832","0.5710266828536987","0.5710266828536987","0.5710266828536987","0.5946015119552612","0.5946015119552612","0.5946015119552612","0.5797690153121948","0.5797690153121948","0.5797690153121948","0.5698559284210205","0.5698559284210205","0.5698559284210205"
"44","0.585880696773529","0.585880696773529","0.585880696773529","0.5171374082565308","0.5171374082565308","0.5171374082565308","0.5181729793548584","0.5181729793548584","0.5181729793548584","0.5181729793548584","0.5181729793548584","0.5181729793548584","0.5181729793548584","0.5181729793548584","0.5181729793548584","0.556407630443573","0.556407630443573","0.556407630443573","0.5289433598518372","0.5289433598518372","0.5289433598518372","0.5497928857803345","0.5497928857803345","0.5497928857803345","0.537163496017456","0.537163496017456","0.537163496017456","0.5291313529014587","0.5291313529014587","0.5291313529014587"
"45","0.5768852233886719","0.5768852233886719","0.5768852233886719","0.5300706028938293","0.5300706028938293","0.5300706028938293","0.5309510231018066","0.5309510231018066","0.5309510231018066","0.5309510231018066","0.5309510231018066","0.5309510231018066","0.5309510231018066","0.5309510231018066","0.5309510231018066","0.5674502849578857","0.5674502849578857","0.5674502849578857","0.541080892086029","0.541080892086029","0.541080892086029","0.5616254210472107","0.5616254210472107","0.5616254210472107","0.5493541955947876","0.5493541955947876","0.5493541955947876","0.5410808324813843","0.5410808324813843","0.5410808324813843"
