"Step","tracer_ema_up_freq_1 - Teacher_teacher_avg_confidence_combined","tracer_ema_up_freq_1 - Teacher_teacher_avg_confidence_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_avg_confidence_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_avg_confidence_combined","tracer_ema_up_freq_500 - Teacher_teacher_avg_confidence_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_avg_confidence_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_avg_confidence_combined","tracer_bma_up_freq_2500 - Teacher_teacher_avg_confidence_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_avg_confidence_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_avg_confidence_combined","tracer_bma_up_freq_1000 - Teacher_teacher_avg_confidence_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_avg_confidence_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_avg_confidence_combined","tracer_bma_up_freq_500 - Teacher_teacher_avg_confidence_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_avg_confidence_combined__MAX","tracer_beta_1.5 - Teacher_teacher_avg_confidence_combined","tracer_beta_1.5 - Teacher_teacher_avg_confidence_combined__MIN","tracer_beta_1.5 - Teacher_teacher_avg_confidence_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_avg_confidence_combined","tracer_bma_up_freq_50 - Teacher_teacher_avg_confidence_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_avg_confidence_combined__MAX","tracer_beta_1.0 - Teacher_teacher_avg_confidence_combined","tracer_beta_1.0 - Teacher_teacher_avg_confidence_combined__MIN","tracer_beta_1.0 - Teacher_teacher_avg_confidence_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_avg_confidence_combined","tracer_bma_up_freq_5 - Teacher_teacher_avg_confidence_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_avg_confidence_combined__MAX","tracer_beta_0.2 - Teacher_teacher_avg_confidence_combined","tracer_beta_0.2 - Teacher_teacher_avg_confidence_combined__MIN","tracer_beta_0.2 - Teacher_teacher_avg_confidence_combined__MAX"
"12","0.6977676153182983","0.6977676153182983","0.6977676153182983","0.6815650463104248","0.6815650463104248","0.6815650463104248","0.68178391456604","0.68178391456604","0.68178391456604","0.68178391456604","0.68178391456604","0.68178391456604","0.68178391456604","0.68178391456604","0.68178391456604","0.6887421607971191","0.6887421607971191","0.6887421607971191","0.6861585378646851","0.6861585378646851","0.6861585378646851","0.6889089941978455","0.6889089941978455","0.6889089941978455","0.6869583129882812","0.6869583129882812","0.6869583129882812","0.6853557825088501","0.6853557825088501","0.6853557825088501"
"13","0.6879181265830994","0.6879181265830994","0.6879181265830994","0.6714073419570923","0.6714073419570923","0.6714073419570923","0.671948254108429","0.671948254108429","0.671948254108429","0.671948254108429","0.671948254108429","0.671948254108429","0.671948254108429","0.671948254108429","0.671948254108429","0.6805622577667236","0.6805622577667236","0.6805622577667236","0.6765873432159424","0.6765873432159424","0.6765873432159424","0.6797668933868408","0.6797668933868408","0.6797668933868408","0.6763211488723755","0.6763211488723755","0.6763211488723755","0.6759320497512817","0.6759320497512817","0.6759320497512817"
"14","0.6982927322387695","0.6982927322387695","0.6982927322387695","0.6544287204742432","0.6544287204742432","0.6544287204742432","0.654531717300415","0.654531717300415","0.654531717300415","0.654531717300415","0.654531717300415","0.654531717300415","0.654531717300415","0.654531717300415","0.654531717300415","0.6722951531410217","0.6722951531410217","0.6722951531410217","0.6625049114227295","0.6625049114227295","0.6625049114227295","0.6691651344299316","0.6691651344299316","0.6691651344299316","0.6634076237678528","0.6634076237678528","0.6634076237678528","0.661812424659729","0.661812424659729","0.661812424659729"
"15","0.6898925304412842","0.6898925304412842","0.6898925304412842","0.661090612411499","0.661090612411499","0.661090612411499","0.660975992679596","0.660975992679596","0.660975992679596","0.660975992679596","0.660975992679596","0.660975992679596","0.660975992679596","0.660975992679596","0.660975992679596","0.6779873967170715","0.6779873967170715","0.6779873967170715","0.6679711937904358","0.6679711937904358","0.6679711937904358","0.6755529046058655","0.6755529046058655","0.6755529046058655","0.6707983613014221","0.6707983613014221","0.6707983613014221","0.6675646305084229","0.6675646305084229","0.6675646305084229"
"16","0.6837912201881409","0.6837912201881409","0.6837912201881409","0.6709637641906738","0.6709637641906738","0.6709637641906738","0.6710072755813599","0.6710072755813599","0.6710072755813599","0.6710072755813599","0.6710072755813599","0.6710072755813599","0.6710072755813599","0.6710072755813599","0.6710072755813599","0.6834514737129211","0.6834514737129211","0.6834514737129211","0.6768365502357483","0.6768365502357483","0.6768365502357483","0.6824356317520142","0.6824356317520142","0.6824356317520142","0.6788156628608704","0.6788156628608704","0.6788156628608704","0.6775992512702942","0.6775992512702942","0.6775992512702942"
"17","0.6713135242462158","0.6713135242462158","0.6713135242462158","0.6972855925559998","0.6972855925559998","0.6972855925559998","0.6973522901535034","0.6973522901535034","0.6973522901535034","0.6973522901535034","0.6973522901535034","0.6973522901535034","0.6973522901535034","0.6973522901535034","0.6973522901535034","0.7078919410705566","0.7078919410705566","0.7078919410705566","0.7007222771644592","0.7007222771644592","0.7007222771644592","0.7064789533615112","0.7064789533615112","0.7064789533615112","0.701434314250946","0.701434314250946","0.701434314250946","0.7007933855056763","0.7007933855056763","0.7007933855056763"
"18","0.7124179601669312","0.7124179601669312","0.7124179601669312","0.6785271167755127","0.6785271167755127","0.6785271167755127","0.6789271235466003","0.6789271235466003","0.6789271235466003","0.6789271235466003","0.6789271235466003","0.6789271235466003","0.6789271235466003","0.6789271235466003","0.6789271235466003","0.6954370737075806","0.6954370737075806","0.6954370737075806","0.6846890449523926","0.6846890449523926","0.6846890449523926","0.6913164854049683","0.6913164854049683","0.6913164854049683","0.6878600120544434","0.6878600120544434","0.6878600120544434","0.685221791267395","0.685221791267395","0.685221791267395"
"19","0.7013013958930969","0.7013013958930969","0.7013013958930969","0.675503134727478","0.675503134727478","0.675503134727478","0.675771951675415","0.675771951675415","0.675771951675415","0.675771951675415","0.675771951675415","0.675771951675415","0.675771951675415","0.675771951675415","0.675771951675415","0.6926881074905396","0.6926881074905396","0.6926881074905396","0.6814849972724915","0.6814849972724915","0.6814849972724915","0.6907951831817627","0.6907951831817627","0.6907951831817627","0.6859678030014038","0.6859678030014038","0.6859678030014038","0.6829111576080322","0.6829111576080322","0.6829111576080322"
"20","0.6807121634483337","0.6807121634483337","0.6807121634483337","0.6764991283416748","0.6764991283416748","0.6764991283416748","0.6766849160194397","0.6766849160194397","0.6766849160194397","0.6766849160194397","0.6766849160194397","0.6766849160194397","0.6766849160194397","0.6766849160194397","0.6766849160194397","0.6890869140625","0.6890869140625","0.6890869140625","0.6810360550880432","0.6810360550880432","0.6810360550880432","0.6863127946853638","0.6863127946853638","0.6863127946853638","0.6833122968673706","0.6833122968673706","0.6833122968673706","0.6815341711044312","0.6815341711044312","0.6815341711044312"
"21","0.700300931930542","0.700300931930542","0.700300931930542","0.6764819025993347","0.6764819025993347","0.6764819025993347","0.6755601167678833","0.6755601167678833","0.6755601167678833","0.6755601167678833","0.6755601167678833","0.6755601167678833","0.6755601167678833","0.6755601167678833","0.6755601167678833","0.6926995515823364","0.6926995515823364","0.6926995515823364","0.6815892457962036","0.6815892457962036","0.6815892457962036","0.6898701786994934","0.6898701786994934","0.6898701786994934","0.6848284602165222","0.6848284602165222","0.6848284602165222","0.6826345920562744","0.6826345920562744","0.6826345920562744"
"22","0.6968429684638977","0.6968429684638977","0.6968429684638977","0.6633886098861694","0.6633886098861694","0.6633886098861694","0.6635252237319946","0.6635252237319946","0.6635252237319946","0.6635252237319946","0.6635252237319946","0.6635252237319946","0.6635252237319946","0.6635252237319946","0.6635252237319946","0.6823116540908813","0.6823116540908813","0.6823116540908813","0.6673264503479004","0.6673264503479004","0.6673264503479004","0.6780250668525696","0.6780250668525696","0.6780250668525696","0.6717238426208496","0.6717238426208496","0.6717238426208496","0.6683313846588135","0.6683313846588135","0.6683313846588135"
"23","0.6754935383796692","0.6754935383796692","0.6754935383796692","0.671438455581665","0.671438455581665","0.671438455581665","0.6716618537902832","0.6716618537902832","0.6716618537902832","0.6716618537902832","0.6716618537902832","0.6716618537902832","0.6716618537902832","0.6716618537902832","0.6716618537902832","0.6888760328292847","0.6888760328292847","0.6888760328292847","0.6770781874656677","0.6770781874656677","0.6770781874656677","0.6852024793624878","0.6852024793624878","0.6852024793624878","0.6814612150192261","0.6814612150192261","0.6814612150192261","0.678044319152832","0.678044319152832","0.678044319152832"
"24","0.6839012503623962","0.6839012503623962","0.6839012503623962","0.6625787615776062","0.6625787615776062","0.6625787615776062","0.6626209020614624","0.6626209020614624","0.6626209020614624","0.6626209020614624","0.6626209020614624","0.6626209020614624","0.6626209020614624","0.6626209020614624","0.6626209020614624","0.6809917688369751","0.6809917688369751","0.6809917688369751","0.6696925163269043","0.6696925163269043","0.6696925163269043","0.678598165512085","0.678598165512085","0.678598165512085","0.6736667156219482","0.6736667156219482","0.6736667156219482","0.6703786849975586","0.6703786849975586","0.6703786849975586"
"25","0.6804693341255188","0.6804693341255188","0.6804693341255188","0.6698058247566223","0.6698058247566223","0.6698058247566223","0.6699156761169434","0.6699156761169434","0.6699156761169434","0.6699156761169434","0.6699156761169434","0.6699156761169434","0.6699156761169434","0.6699156761169434","0.6699156761169434","0.6908576488494873","0.6908576488494873","0.6908576488494873","0.6763144731521606","0.6763144731521606","0.6763144731521606","0.6881942749023438","0.6881942749023438","0.6881942749023438","0.6813727617263794","0.6813727617263794","0.6813727617263794","0.6780354976654053","0.6780354976654053","0.6780354976654053"
"26","0.687638521194458","0.687638521194458","0.687638521194458","0.6892198324203491","0.6892198324203491","0.6892198324203491","0.6892937421798706","0.6892937421798706","0.6892937421798706","0.6892937421798706","0.6892937421798706","0.6892937421798706","0.6892937421798706","0.6892937421798706","0.6892937421798706","0.7036746144294739","0.7036746144294739","0.7036746144294739","0.6933777332305908","0.6933777332305908","0.6933777332305908","0.7022382020950317","0.7022382020950317","0.7022382020950317","0.696952760219574","0.696952760219574","0.696952760219574","0.693526029586792","0.693526029586792","0.693526029586792"
"27","0.682805597782135","0.682805597782135","0.682805597782135","0.6693518161773682","0.6693518161773682","0.6693518161773682","0.6697099208831787","0.6697099208831787","0.6697099208831787","0.6697099208831787","0.6697099208831787","0.6697099208831787","0.6697099208831787","0.6697099208831787","0.6697099208831787","0.6874293088912964","0.6874293088912964","0.6874293088912964","0.6756190061569214","0.6756190061569214","0.6756190061569214","0.6845302581787109","0.6845302581787109","0.6845302581787109","0.6777890920639038","0.6777890920639038","0.6777890920639038","0.6756320595741272","0.6756320595741272","0.6756320595741272"
"28","0.6941163539886475","0.6941163539886475","0.6941163539886475","0.6569401025772095","0.6569401025772095","0.6569401025772095","0.6577258110046387","0.6577258110046387","0.6577258110046387","0.6577258110046387","0.6577258110046387","0.6577258110046387","0.6577258110046387","0.6577258110046387","0.6577258110046387","0.674758791923523","0.674758791923523","0.674758791923523","0.66450434923172","0.66450434923172","0.66450434923172","0.6718410849571228","0.6718410849571228","0.6718410849571228","0.6674000024795532","0.6674000024795532","0.6674000024795532","0.6646730899810791","0.6646730899810791","0.6646730899810791"
"29","0.6894968748092651","0.6894968748092651","0.6894968748092651","0.6789956092834473","0.6789956092834473","0.6789956092834473","0.6789332628250122","0.6789332628250122","0.6789332628250122","0.6789332628250122","0.6789332628250122","0.6789332628250122","0.6789332628250122","0.6789332628250122","0.6789332628250122","0.6987852454185486","0.6987852454185486","0.6987852454185486","0.6860833764076233","0.6860833764076233","0.6860833764076233","0.6963858008384705","0.6963858008384705","0.6963858008384705","0.6912009716033936","0.6912009716033936","0.6912009716033936","0.6876220703125","0.6876220703125","0.6876220703125"
"30","0.6830647587776184","0.6830647587776184","0.6830647587776184","0.6819458603858948","0.6819458603858948","0.6819458603858948","0.6822406053543091","0.6822406053543091","0.6822406053543091","0.6822406053543091","0.6822406053543091","0.6822406053543091","0.6822406053543091","0.6822406053543091","0.6822406053543091","0.7015296220779419","0.7015296220779419","0.7015296220779419","0.6858515739440918","0.6858515739440918","0.6858515739440918","0.699360191822052","0.699360191822052","0.699360191822052","0.6913847923278809","0.6913847923278809","0.6913847923278809","0.6882359385490417","0.6882359385490417","0.6882359385490417"
"31","0.6959702372550964","0.6959702372550964","0.6959702372550964","0.6781425476074219","0.6781425476074219","0.6781425476074219","0.6785283088684082","0.6785283088684082","0.6785283088684082","0.6785283088684082","0.6785283088684082","0.6785283088684082","0.6785283088684082","0.6785283088684082","0.6785283088684082","0.6913655996322632","0.6913655996322632","0.6913655996322632","0.6813141703605652","0.6813141703605652","0.6813141703605652","0.6884065866470337","0.6884065866470337","0.6884065866470337","0.6838375329971313","0.6838375329971313","0.6838375329971313","0.6817799806594849","0.6817799806594849","0.6817799806594849"
"32","0.6866352558135986","0.6866352558135986","0.6866352558135986","0.6798957586288452","0.6798957586288452","0.6798957586288452","0.679544985294342","0.679544985294342","0.679544985294342","0.679544985294342","0.679544985294342","0.679544985294342","0.679544985294342","0.679544985294342","0.679544985294342","0.6966267824172974","0.6966267824172974","0.6966267824172974","0.6834384202957153","0.6834384202957153","0.6834384202957153","0.693954348564148","0.693954348564148","0.693954348564148","0.6872740387916565","0.6872740387916565","0.6872740387916565","0.6836486458778381","0.6836486458778381","0.6836486458778381"
"33","0.6787494421005249","0.6787494421005249","0.6787494421005249","0.6671766042709351","0.6671766042709351","0.6671766042709351","0.6679083704948425","0.6679083704948425","0.6679083704948425","0.6679083704948425","0.6679083704948425","0.6679083704948425","0.6679083704948425","0.6679083704948425","0.6679083704948425","0.6963334083557129","0.6963334083557129","0.6963334083557129","0.6761900782585144","0.6761900782585144","0.6761900782585144","0.6897169947624207","0.6897169947624207","0.6897169947624207","0.6801185607910156","0.6801185607910156","0.6801185607910156","0.675574779510498","0.675574779510498","0.675574779510498"
"34","0.7068299651145935","0.7068299651145935","0.7068299651145935","0.6799968481063843","0.6799968481063843","0.6799968481063843","0.6804724931716919","0.6804724931716919","0.6804724931716919","0.6804724931716919","0.6804724931716919","0.6804724931716919","0.6804724931716919","0.6804724931716919","0.6804724931716919","0.6999883055686951","0.6999883055686951","0.6999883055686951","0.6894346475601196","0.6894346475601196","0.6894346475601196","0.697571873664856","0.697571873664856","0.697571873664856","0.6935625076293945","0.6935625076293945","0.6935625076293945","0.6895689964294434","0.6895689964294434","0.6895689964294434"
"35","0.6925804615020752","0.6925804615020752","0.6925804615020752","0.6858050227165222","0.6858050227165222","0.6858050227165222","0.6869239807128906","0.6869239807128906","0.6869239807128906","0.6869239807128906","0.6869239807128906","0.6869239807128906","0.6869239807128906","0.6869239807128906","0.6869239807128906","0.7089657783508301","0.7089657783508301","0.7089657783508301","0.6925177574157715","0.6925177574157715","0.6925177574157715","0.7057994604110718","0.7057994604110718","0.7057994604110718","0.6978209018707275","0.6978209018707275","0.6978209018707275","0.6927996873855591","0.6927996873855591","0.6927996873855591"
"36","0.6797007322311401","0.6797007322311401","0.6797007322311401","0.681348979473114","0.681348979473114","0.681348979473114","0.6818879246711731","0.6818879246711731","0.6818879246711731","0.6818879246711731","0.6818879246711731","0.6818879246711731","0.6818879246711731","0.6818879246711731","0.6818879246711731","0.7001540660858154","0.7001540660858154","0.7001540660858154","0.6901682615280151","0.6901682615280151","0.6901682615280151","0.6995895504951477","0.6995895504951477","0.6995895504951477","0.695034384727478","0.695034384727478","0.695034384727478","0.6909050941467285","0.6909050941467285","0.6909050941467285"
"37","0.6744511723518372","0.6744511723518372","0.6744511723518372","0.6937997341156006","0.6937997341156006","0.6937997341156006","0.6945663690567017","0.6945663690567017","0.6945663690567017","0.6945663690567017","0.6945663690567017","0.6945663690567017","0.6945663690567017","0.6945663690567017","0.6945663690567017","0.7190719842910767","0.7190719842910767","0.7190719842910767","0.7034066319465637","0.7034066319465637","0.7034066319465637","0.7149026393890381","0.7149026393890381","0.7149026393890381","0.7088244557380676","0.7088244557380676","0.7088244557380676","0.7039855718612671","0.7039855718612671","0.7039855718612671"
"38","0.6733182668685913","0.6733182668685913","0.6733182668685913","0.6667503714561462","0.6667503714561462","0.6667503714561462","0.6664360761642456","0.6664360761642456","0.6664360761642456","0.6664360761642456","0.6664360761642456","0.6664360761642456","0.6664360761642456","0.6664360761642456","0.6664360761642456","0.6854909062385559","0.6854909062385559","0.6854909062385559","0.67332923412323","0.67332923412323","0.67332923412323","0.6827302575111389","0.6827302575111389","0.6827302575111389","0.6777918338775635","0.6777918338775635","0.6777918338775635","0.6754118204116821","0.6754118204116821","0.6754118204116821"
"39","0.690241813659668","0.690241813659668","0.690241813659668","0.6834904551506042","0.6834904551506042","0.6834904551506042","0.6845815181732178","0.6845815181732178","0.6845815181732178","0.6845815181732178","0.6845815181732178","0.6845815181732178","0.6845815181732178","0.6845815181732178","0.6845815181732178","0.7049405574798584","0.7049405574798584","0.7049405574798584","0.6918946504592896","0.6918946504592896","0.6918946504592896","0.7019442319869995","0.7019442319869995","0.7019442319869995","0.6966896057128906","0.6966896057128906","0.6966896057128906","0.6923370361328125","0.6923370361328125","0.6923370361328125"
"40","0.6939346790313721","0.6939346790313721","0.6939346790313721","0.6829349994659424","0.6829349994659424","0.6829349994659424","0.6833258867263794","0.6833258867263794","0.6833258867263794","0.6833258867263794","0.6833258867263794","0.6833258867263794","0.6833258867263794","0.6833258867263794","0.6833258867263794","0.7133275270462036","0.7133275270462036","0.7133275270462036","0.6919903755187988","0.6919903755187988","0.6919903755187988","0.7091976404190063","0.7091976404190063","0.7091976404190063","0.7003787755966187","0.7003787755966187","0.7003787755966187","0.6931025385856628","0.6931025385856628","0.6931025385856628"
"41","0.6953268051147461","0.6953268051147461","0.6953268051147461","0.672360897064209","0.672360897064209","0.672360897064209","0.6725798845291138","0.6725798845291138","0.6725798845291138","0.6725798845291138","0.6725798845291138","0.6725798845291138","0.6725798845291138","0.6725798845291138","0.6725798845291138","0.6939558982849121","0.6939558982849121","0.6939558982849121","0.6768375635147095","0.6768375635147095","0.6768375635147095","0.6911308765411377","0.6911308765411377","0.6911308765411377","0.6834086179733276","0.6834086179733276","0.6834086179733276","0.6778118014335632","0.6778118014335632","0.6778118014335632"
"42","0.6925164461135864","0.6925164461135864","0.6925164461135864","0.6669561862945557","0.6669561862945557","0.6669561862945557","0.6662348508834839","0.6662348508834839","0.6662348508834839","0.6662348508834839","0.6662348508834839","0.6662348508834839","0.6662348508834839","0.6662348508834839","0.6662348508834839","0.6865848302841187","0.6865848302841187","0.6865848302841187","0.672579288482666","0.672579288482666","0.672579288482666","0.6838089823722839","0.6838089823722839","0.6838089823722839","0.6784822940826416","0.6784822940826416","0.6784822940826416","0.6739581823348999","0.6739581823348999","0.6739581823348999"
"43","0.6934810280799866","0.6934810280799866","0.6934810280799866","0.6728696823120117","0.6728696823120117","0.6728696823120117","0.6721451878547668","0.6721451878547668","0.6721451878547668","0.6721451878547668","0.6721451878547668","0.6721451878547668","0.6721451878547668","0.6721451878547668","0.6721451878547668","0.7078326940536499","0.7078326940536499","0.7078326940536499","0.6839668154716492","0.6839668154716492","0.6839668154716492","0.7006349563598633","0.7006349563598633","0.7006349563598633","0.6909791231155396","0.6909791231155396","0.6909791231155396","0.6826860904693604","0.6826860904693604","0.6826860904693604"
"44","0.6968214511871338","0.6968214511871338","0.6968214511871338","0.6587138175964355","0.6587138175964355","0.6587138175964355","0.6594067811965942","0.6594067811965942","0.6594067811965942","0.6594067811965942","0.6594067811965942","0.6594067811965942","0.6594067811965942","0.6594067811965942","0.6594067811965942","0.6836994886398315","0.6836994886398315","0.6836994886398315","0.6654648184776306","0.6654648184776306","0.6654648184776306","0.677389919757843","0.677389919757843","0.677389919757843","0.6702147722244263","0.6702147722244263","0.6702147722244263","0.665830135345459","0.665830135345459","0.665830135345459"
