"Step","tracer_ema_up_freq_1 - Teacher_teacher_gt_prob_img","tracer_ema_up_freq_1 - Teacher_teacher_gt_prob_img__MIN","tracer_ema_up_freq_1 - Teacher_teacher_gt_prob_img__MAX","tracer_ema_up_freq_500 - Teacher_teacher_gt_prob_img","tracer_ema_up_freq_500 - Teacher_teacher_gt_prob_img__MIN","tracer_ema_up_freq_500 - Teacher_teacher_gt_prob_img__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_gt_prob_img","tracer_bma_up_freq_2500 - Teacher_teacher_gt_prob_img__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_gt_prob_img__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_gt_prob_img","tracer_bma_up_freq_1000 - Teacher_teacher_gt_prob_img__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_gt_prob_img__MAX","tracer_bma_up_freq_500 - Teacher_teacher_gt_prob_img","tracer_bma_up_freq_500 - Teacher_teacher_gt_prob_img__MIN","tracer_bma_up_freq_500 - Teacher_teacher_gt_prob_img__MAX","tracer_beta_1.5 - Teacher_teacher_gt_prob_img","tracer_beta_1.5 - Teacher_teacher_gt_prob_img__MIN","tracer_beta_1.5 - Teacher_teacher_gt_prob_img__MAX","tracer_bma_up_freq_50 - Teacher_teacher_gt_prob_img","tracer_bma_up_freq_50 - Teacher_teacher_gt_prob_img__MIN","tracer_bma_up_freq_50 - Teacher_teacher_gt_prob_img__MAX","tracer_beta_1.0 - Teacher_teacher_gt_prob_img","tracer_beta_1.0 - Teacher_teacher_gt_prob_img__MIN","tracer_beta_1.0 - Teacher_teacher_gt_prob_img__MAX","tracer_bma_up_freq_5 - Teacher_teacher_gt_prob_img","tracer_bma_up_freq_5 - Teacher_teacher_gt_prob_img__MIN","tracer_bma_up_freq_5 - Teacher_teacher_gt_prob_img__MAX","tracer_beta_0.2 - Teacher_teacher_gt_prob_img","tracer_beta_0.2 - Teacher_teacher_gt_prob_img__MIN","tracer_beta_0.2 - Teacher_teacher_gt_prob_img__MAX"
"12","0.55588299036026","0.55588299036026","0.55588299036026","0.481007844209671","0.481007844209671","0.481007844209671","0.48141664266586304","0.48141664266586304","0.48141664266586304","0.48141664266586304","0.48141664266586304","0.48141664266586304","0.48141664266586304","0.48141664266586304","0.48141664266586304","0.5121086239814758","0.5121086239814758","0.5121086239814758","0.4902210235595703","0.4902210235595703","0.4902210235595703","0.5040758848190308","0.5040758848190308","0.5040758848190308","0.4942764937877655","0.4942764937877655","0.4942764937877655","0.4919496774673462","0.4919496774673462","0.4919496774673462"
"13","0.5604739785194397","0.5604739785194397","0.5604739785194397","0.45907872915267944","0.45907872915267944","0.45907872915267944","0.45900362730026245","0.45900362730026245","0.45900362730026245","0.45900362730026245","0.45900362730026245","0.45900362730026245","0.45900362730026245","0.45900362730026245","0.45900362730026245","0.5008950233459473","0.5008950233459473","0.5008950233459473","0.4699231684207916","0.4699231684207916","0.4699231684207916","0.49169203639030457","0.49169203639030457","0.49169203639030457","0.47623410820961","0.47623410820961","0.47623410820961","0.4724220037460327","0.4724220037460327","0.4724220037460327"
"14","0.5506449937820435","0.5506449937820435","0.5506449937820435","0.46393072605133057","0.46393072605133057","0.46393072605133057","0.4629433751106262","0.4629433751106262","0.4629433751106262","0.4629433751106262","0.4629433751106262","0.4629433751106262","0.4629433751106262","0.4629433751106262","0.4629433751106262","0.5110129117965698","0.5110129117965698","0.5110129117965698","0.47484123706817627","0.47484123706817627","0.47484123706817627","0.5025861859321594","0.5025861859321594","0.5025861859321594","0.48412853479385376","0.48412853479385376","0.48412853479385376","0.47946664690971375","0.47946664690971375","0.47946664690971375"
"15","0.5432006120681763","0.5432006120681763","0.5432006120681763","0.4578293561935425","0.4578293561935425","0.4578293561935425","0.457276314496994","0.457276314496994","0.457276314496994","0.457276314496994","0.457276314496994","0.457276314496994","0.457276314496994","0.457276314496994","0.457276314496994","0.5064514875411987","0.5064514875411987","0.5064514875411987","0.46932923793792725","0.46932923793792725","0.46932923793792725","0.4979422688484192","0.4979422688484192","0.4979422688484192","0.4801791310310364","0.4801791310310364","0.4801791310310364","0.47420886158943176","0.47420886158943176","0.47420886158943176"
"16","0.5349866151809692","0.5349866151809692","0.5349866151809692","0.45287561416625977","0.45287561416625977","0.45287561416625977","0.4521257281303406","0.4521257281303406","0.4521257281303406","0.4521257281303406","0.4521257281303406","0.4521257281303406","0.4521257281303406","0.4521257281303406","0.4521257281303406","0.49707555770874023","0.49707555770874023","0.49707555770874023","0.46401968598365784","0.46401968598365784","0.46401968598365784","0.4881315231323242","0.4881315231323242","0.4881315231323242","0.47310587763786316","0.47310587763786316","0.47310587763786316","0.4685435891151428","0.4685435891151428","0.4685435891151428"
"17","0.5313326120376587","0.5313326120376587","0.5313326120376587","0.48396775126457214","0.48396775126457214","0.48396775126457214","0.4840737283229828","0.4840737283229828","0.4840737283229828","0.4840737283229828","0.4840737283229828","0.4840737283229828","0.4840737283229828","0.4840737283229828","0.4840737283229828","0.5266488790512085","0.5266488790512085","0.5266488790512085","0.4929771423339844","0.4929771423339844","0.4929771423339844","0.5173265933990479","0.5173265933990479","0.5173265933990479","0.5017098188400269","0.5017098188400269","0.5017098188400269","0.4975365996360779","0.4975365996360779","0.4975365996360779"
"18","0.592566728591919","0.592566728591919","0.592566728591919","0.4864264130592346","0.4864264130592346","0.4864264130592346","0.4859280288219452","0.4859280288219452","0.4859280288219452","0.4859280288219452","0.4859280288219452","0.4859280288219452","0.4859280288219452","0.4859280288219452","0.4859280288219452","0.544884443283081","0.544884443283081","0.544884443283081","0.49807146191596985","0.49807146191596985","0.49807146191596985","0.5318538546562195","0.5318538546562195","0.5318538546562195","0.5105087757110596","0.5105087757110596","0.5105087757110596","0.5032929182052612","0.5032929182052612","0.5032929182052612"
"19","0.5541082620620728","0.5541082620620728","0.5541082620620728","0.47680866718292236","0.47680866718292236","0.47680866718292236","0.47703808546066284","0.47703808546066284","0.47703808546066284","0.47703808546066284","0.47703808546066284","0.47703808546066284","0.47703808546066284","0.47703808546066284","0.47703808546066284","0.5317183136940002","0.5317183136940002","0.5317183136940002","0.48742690682411194","0.48742690682411194","0.48742690682411194","0.5205578804016113","0.5205578804016113","0.5205578804016113","0.5008771419525146","0.5008771419525146","0.5008771419525146","0.493617981672287","0.493617981672287","0.493617981672287"
"20","0.5514980554580688","0.5514980554580688","0.5514980554580688","0.4863262176513672","0.4863262176513672","0.4863262176513672","0.4857599139213562","0.4857599139213562","0.4857599139213562","0.4857599139213562","0.4857599139213562","0.4857599139213562","0.4857599139213562","0.4857599139213562","0.4857599139213562","0.5433019399642944","0.5433019399642944","0.5433019399642944","0.49566376209259033","0.49566376209259033","0.49566376209259033","0.5318700671195984","0.5318700671195984","0.5318700671195984","0.5112550258636475","0.5112550258636475","0.5112550258636475","0.5023784637451172","0.5023784637451172","0.5023784637451172"
"21","0.5558840036392212","0.5558840036392212","0.5558840036392212","0.45868510007858276","0.45868510007858276","0.45868510007858276","0.4581458568572998","0.4581458568572998","0.4581458568572998","0.4581458568572998","0.4581458568572998","0.4581458568572998","0.4581458568572998","0.4581458568572998","0.4581458568572998","0.5252436399459839","0.5252436399459839","0.5252436399459839","0.47231435775756836","0.47231435775756836","0.47231435775756836","0.5108721256256104","0.5108721256256104","0.5108721256256104","0.4894556999206543","0.4894556999206543","0.4894556999206543","0.47870442271232605","0.47870442271232605","0.47870442271232605"
"22","0.5711149573326111","0.5711149573326111","0.5711149573326111","0.468932569026947","0.468932569026947","0.468932569026947","0.4683243930339813","0.4683243930339813","0.4683243930339813","0.4683243930339813","0.4683243930339813","0.4683243930339813","0.4683243930339813","0.4683243930339813","0.4683243930339813","0.5260493755340576","0.5260493755340576","0.5260493755340576","0.4818241596221924","0.4818241596221924","0.4818241596221924","0.5146372318267822","0.5146372318267822","0.5146372318267822","0.4943442940711975","0.4943442940711975","0.4943442940711975","0.4846161901950836","0.4846161901950836","0.4846161901950836"
"23","0.5543980002403259","0.5543980002403259","0.5543980002403259","0.48068535327911377","0.48068535327911377","0.48068535327911377","0.48006030917167664","0.48006030917167664","0.48006030917167664","0.48006030917167664","0.48006030917167664","0.48006030917167664","0.48006030917167664","0.48006030917167664","0.48006030917167664","0.5317962169647217","0.5317962169647217","0.5317962169647217","0.4909118413925171","0.4909118413925171","0.4909118413925171","0.5206109285354614","0.5206109285354614","0.5206109285354614","0.5029014348983765","0.5029014348983765","0.5029014348983765","0.4937577545642853","0.4937577545642853","0.4937577545642853"
"24","0.5607073307037354","0.5607073307037354","0.5607073307037354","0.4473227560520172","0.4473227560520172","0.4473227560520172","0.4477934241294861","0.4477934241294861","0.4477934241294861","0.4477934241294861","0.4477934241294861","0.4477934241294861","0.4477934241294861","0.4477934241294861","0.4477934241294861","0.5086653232574463","0.5086653232574463","0.5086653232574463","0.46050989627838135","0.46050989627838135","0.46050989627838135","0.49512457847595215","0.49512457847595215","0.49512457847595215","0.474257230758667","0.474257230758667","0.474257230758667","0.4629167318344116","0.4629167318344116","0.4629167318344116"
"25","0.5448483228683472","0.5448483228683472","0.5448483228683472","0.47486045956611633","0.47486045956611633","0.47486045956611633","0.4746552109718323","0.4746552109718323","0.4746552109718323","0.4746552109718323","0.4746552109718323","0.4746552109718323","0.4746552109718323","0.4746552109718323","0.4746552109718323","0.5372309684753418","0.5372309684753418","0.5372309684753418","0.4903563857078552","0.4903563857078552","0.4903563857078552","0.5252097845077515","0.5252097845077515","0.5252097845077515","0.5059522390365601","0.5059522390365601","0.5059522390365601","0.49334266781806946","0.49334266781806946","0.49334266781806946"
"26","0.5714627504348755","0.5714627504348755","0.5714627504348755","0.478285014629364","0.478285014629364","0.478285014629364","0.47882717847824097","0.47882717847824097","0.47882717847824097","0.47882717847824097","0.47882717847824097","0.47882717847824097","0.47882717847824097","0.47882717847824097","0.47882717847824097","0.5473504662513733","0.5473504662513733","0.5473504662513733","0.4936303198337555","0.4936303198337555","0.4936303198337555","0.5335226058959961","0.5335226058959961","0.5335226058959961","0.5092740058898926","0.5092740058898926","0.5092740058898926","0.49649709463119507","0.49649709463119507","0.49649709463119507"
"27","0.5611518025398254","0.5611518025398254","0.5611518025398254","0.4626518189907074","0.4626518189907074","0.4626518189907074","0.46252360939979553","0.46252360939979553","0.46252360939979553","0.46252360939979553","0.46252360939979553","0.46252360939979553","0.46252360939979553","0.46252360939979553","0.46252360939979553","0.5388919115066528","0.5388919115066528","0.5388919115066528","0.478412002325058","0.478412002325058","0.478412002325058","0.5255311727523804","0.5255311727523804","0.5255311727523804","0.49927589297294617","0.49927589297294617","0.49927589297294617","0.48453396558761597","0.48453396558761597","0.48453396558761597"
"28","0.5679314136505127","0.5679314136505127","0.5679314136505127","0.440935343503952","0.440935343503952","0.440935343503952","0.4405949115753174","0.4405949115753174","0.4405949115753174","0.4405949115753174","0.4405949115753174","0.4405949115753174","0.4405949115753174","0.4405949115753174","0.4405949115753174","0.50956130027771","0.50956130027771","0.50956130027771","0.45388954877853394","0.45388954877853394","0.45388954877853394","0.49533867835998535","0.49533867835998535","0.49533867835998535","0.47177931666374207","0.47177931666374207","0.47177931666374207","0.45886003971099854","0.45886003971099854","0.45886003971099854"
"29","0.5661967992782593","0.5661967992782593","0.5661967992782593","0.467048704624176","0.467048704624176","0.467048704624176","0.4672700762748718","0.4672700762748718","0.4672700762748718","0.4672700762748718","0.4672700762748718","0.4672700762748718","0.4672700762748718","0.4672700762748718","0.4672700762748718","0.5336053371429443","0.5336053371429443","0.5336053371429443","0.4809827208518982","0.4809827208518982","0.4809827208518982","0.5208122134208679","0.5208122134208679","0.5208122134208679","0.4980335235595703","0.4980335235595703","0.4980335235595703","0.484475314617157","0.484475314617157","0.484475314617157"
"30","0.565407395362854","0.565407395362854","0.565407395362854","0.46281418204307556","0.46281418204307556","0.46281418204307556","0.46245676279067993","0.46245676279067993","0.46245676279067993","0.46245676279067993","0.46245676279067993","0.46245676279067993","0.46245676279067993","0.46245676279067993","0.46245676279067993","0.5361933708190918","0.5361933708190918","0.5361933708190918","0.47704631090164185","0.47704631090164185","0.47704631090164185","0.5222293138504028","0.5222293138504028","0.5222293138504028","0.49623072147369385","0.49623072147369385","0.49623072147369385","0.4822649657726288","0.4822649657726288","0.4822649657726288"
"31","0.5740824937820435","0.5740824937820435","0.5740824937820435","0.4560011029243469","0.4560011029243469","0.4560011029243469","0.4552820324897766","0.4552820324897766","0.4552820324897766","0.4552820324897766","0.4552820324897766","0.4552820324897766","0.4552820324897766","0.4552820324897766","0.4552820324897766","0.5271639823913574","0.5271639823913574","0.5271639823913574","0.468894362449646","0.468894362449646","0.468894362449646","0.5131603479385376","0.5131603479385376","0.5131603479385376","0.488148033618927","0.488148033618927","0.488148033618927","0.4740297198295593","0.4740297198295593","0.4740297198295593"
"32","0.5656920075416565","0.5656920075416565","0.5656920075416565","0.48254555463790894","0.48254555463790894","0.48254555463790894","0.48233482241630554","0.48233482241630554","0.48233482241630554","0.48233482241630554","0.48233482241630554","0.48233482241630554","0.48233482241630554","0.48233482241630554","0.48233482241630554","0.5554287433624268","0.5554287433624268","0.5554287433624268","0.5040506720542908","0.5040506720542908","0.5040506720542908","0.5445573925971985","0.5445573925971985","0.5445573925971985","0.519668698310852","0.519668698310852","0.519668698310852","0.504691481590271","0.504691481590271","0.504691481590271"
"33","0.5710116624832153","0.5710116624832153","0.5710116624832153","0.4767000079154968","0.4767000079154968","0.4767000079154968","0.4769512414932251","0.4769512414932251","0.4769512414932251","0.4769512414932251","0.4769512414932251","0.4769512414932251","0.4769512414932251","0.4769512414932251","0.4769512414932251","0.5616938471794128","0.5616938471794128","0.5616938471794128","0.4969358444213867","0.4969358444213867","0.4969358444213867","0.5451041460037231","0.5451041460037231","0.5451041460037231","0.5153902769088745","0.5153902769088745","0.5153902769088745","0.49779072403907776","0.49779072403907776","0.49779072403907776"
"34","0.6029371023178101","0.6029371023178101","0.6029371023178101","0.4789431393146515","0.4789431393146515","0.4789431393146515","0.4788191616535187","0.4788191616535187","0.4788191616535187","0.4788191616535187","0.4788191616535187","0.4788191616535187","0.4788191616535187","0.4788191616535187","0.4788191616535187","0.5519657731056213","0.5519657731056213","0.5519657731056213","0.4991716146469116","0.4991716146469116","0.4991716146469116","0.539831280708313","0.539831280708313","0.539831280708313","0.5143579244613647","0.5143579244613647","0.5143579244613647","0.4987080991268158","0.4987080991268158","0.4987080991268158"
"35","0.5845458507537842","0.5845458507537842","0.5845458507537842","0.4847584068775177","0.4847584068775177","0.4847584068775177","0.4855304956436157","0.4855304956436157","0.4855304956436157","0.4855304956436157","0.4855304956436157","0.4855304956436157","0.4855304956436157","0.4855304956436157","0.4855304956436157","0.5615925788879395","0.5615925788879395","0.5615925788879395","0.5039580464363098","0.5039580464363098","0.5039580464363098","0.5499876737594604","0.5499876737594604","0.5499876737594604","0.5222664475440979","0.5222664475440979","0.5222664475440979","0.505828857421875","0.505828857421875","0.505828857421875"
"36","0.5519671440124512","0.5519671440124512","0.5519671440124512","0.4749557673931122","0.4749557673931122","0.4749557673931122","0.4750984311103821","0.4750984311103821","0.4750984311103821","0.4750984311103821","0.4750984311103821","0.4750984311103821","0.4750984311103821","0.4750984311103821","0.4750984311103821","0.5533379912376404","0.5533379912376404","0.5533379912376404","0.49571898579597473","0.49571898579597473","0.49571898579597473","0.540622353553772","0.540622353553772","0.540622353553772","0.5145471096038818","0.5145471096038818","0.5145471096038818","0.49749720096588135","0.49749720096588135","0.49749720096588135"
"37","0.5506860017776489","0.5506860017776489","0.5506860017776489","0.4975784420967102","0.4975784420967102","0.4975784420967102","0.4970102608203888","0.4970102608203888","0.4970102608203888","0.4970102608203888","0.4970102608203888","0.4970102608203888","0.4970102608203888","0.4970102608203888","0.4970102608203888","0.5898209810256958","0.5898209810256958","0.5898209810256958","0.5212036967277527","0.5212036967277527","0.5212036967277527","0.5749707221984863","0.5749707221984863","0.5749707221984863","0.5451467037200928","0.5451467037200928","0.5451467037200928","0.5237030982971191","0.5237030982971191","0.5237030982971191"
"38","0.5604444146156311","0.5604444146156311","0.5604444146156311","0.46043306589126587","0.46043306589126587","0.46043306589126587","0.4595063030719757","0.4595063030719757","0.4595063030719757","0.4595063030719757","0.4595063030719757","0.4595063030719757","0.4595063030719757","0.4595063030719757","0.4595063030719757","0.54155033826828","0.54155033826828","0.54155033826828","0.48031237721443176","0.48031237721443176","0.48031237721443176","0.5282818078994751","0.5282818078994751","0.5282818078994751","0.5021002292633057","0.5021002292633057","0.5021002292633057","0.48433977365493774","0.48433977365493774","0.48433977365493774"
"39","0.5859580039978027","0.5859580039978027","0.5859580039978027","0.4825287461280823","0.4825287461280823","0.4825287461280823","0.4831940829753876","0.4831940829753876","0.4831940829753876","0.4831940829753876","0.4831940829753876","0.4831940829753876","0.4831940829753876","0.4831940829753876","0.4831940829753876","0.5652225017547607","0.5652225017547607","0.5652225017547607","0.5035988688468933","0.5035988688468933","0.5035988688468933","0.550051212310791","0.550051212310791","0.550051212310791","0.5230143070220947","0.5230143070220947","0.5230143070220947","0.5053244829177856","0.5053244829177856","0.5053244829177856"
"40","0.5784457921981812","0.5784457921981812","0.5784457921981812","0.498053640127182","0.498053640127182","0.498053640127182","0.49892887473106384","0.49892887473106384","0.49892887473106384","0.49892887473106384","0.49892887473106384","0.49892887473106384","0.49892887473106384","0.49892887473106384","0.49892887473106384","0.5893183946609497","0.5893183946609497","0.5893183946609497","0.5183980464935303","0.5183980464935303","0.5183980464935303","0.5743460655212402","0.5743460655212402","0.5743460655212402","0.5437570810317993","0.5437570810317993","0.5437570810317993","0.5224454402923584","0.5224454402923584","0.5224454402923584"
"41","0.5902764797210693","0.5902764797210693","0.5902764797210693","0.4698096513748169","0.4698096513748169","0.4698096513748169","0.46984705328941345","0.46984705328941345","0.46984705328941345","0.46984705328941345","0.46984705328941345","0.46984705328941345","0.46984705328941345","0.46984705328941345","0.46984705328941345","0.5463732481002808","0.5463732481002808","0.5463732481002808","0.48824232816696167","0.48824232816696167","0.48824232816696167","0.5351275205612183","0.5351275205612183","0.5351275205612183","0.5094385743141174","0.5094385743141174","0.5094385743141174","0.49161210656166077","0.49161210656166077","0.49161210656166077"
"42","0.5663418769836426","0.5663418769836426","0.5663418769836426","0.45389315485954285","0.45389315485954285","0.45389315485954285","0.45398175716400146","0.45398175716400146","0.45398175716400146","0.45398175716400146","0.45398175716400146","0.45398175716400146","0.45398175716400146","0.45398175716400146","0.45398175716400146","0.5366654992103577","0.5366654992103577","0.5366654992103577","0.4782294034957886","0.4782294034957886","0.4782294034957886","0.5235681533813477","0.5235681533813477","0.5235681533813477","0.49595358967781067","0.49595358967781067","0.49595358967781067","0.4760671854019165","0.4760671854019165","0.4760671854019165"
"43","0.5928042531013489","0.5928042531013489","0.5928042531013489","0.48239952325820923","0.48239952325820923","0.48239952325820923","0.4814401865005493","0.4814401865005493","0.4814401865005493","0.4814401865005493","0.4814401865005493","0.4814401865005493","0.4814401865005493","0.4814401865005493","0.4814401865005493","0.5846490859985352","0.5846490859985352","0.5846490859985352","0.5094778537750244","0.5094778537750244","0.5094778537750244","0.5675943493843079","0.5675943493843079","0.5675943493843079","0.5311723947525024","0.5311723947525024","0.5311723947525024","0.5073012709617615","0.5073012709617615","0.5073012709617615"
"44","0.5855981111526489","0.5855981111526489","0.5855981111526489","0.45640990138053894","0.45640990138053894","0.45640990138053894","0.4566195607185364","0.4566195607185364","0.4566195607185364","0.4566195607185364","0.4566195607185364","0.4566195607185364","0.4566195607185364","0.4566195607185364","0.4566195607185364","0.5398178100585938","0.5398178100585938","0.5398178100585938","0.47988271713256836","0.47988271713256836","0.47988271713256836","0.5248663425445557","0.5248663425445557","0.5248663425445557","0.4982168674468994","0.4982168674468994","0.4982168674468994","0.4796496033668518","0.4796496033668518","0.4796496033668518"
"45","0.5764559507369995","0.5764559507369995","0.5764559507369995","0.4767429530620575","0.4767429530620575","0.4767429530620575","0.4772082269191742","0.4772082269191742","0.4772082269191742","0.4772082269191742","0.4772082269191742","0.4772082269191742","0.4772082269191742","0.4772082269191742","0.4772082269191742","0.5526527166366577","0.5526527166366577","0.5526527166366577","0.5001189708709717","0.5001189708709717","0.5001189708709717","0.5407705903053284","0.5407705903053284","0.5407705903053284","0.5164942145347595","0.5164942145347595","0.5164942145347595","0.4988018572330475","0.4988018572330475","0.4988018572330475"
