"Step","tracer_ema_up_freq_1 - Teacher_teacher_student_agreement_combined","tracer_ema_up_freq_1 - Teacher_teacher_student_agreement_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_student_agreement_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_student_agreement_combined","tracer_ema_up_freq_500 - Teacher_teacher_student_agreement_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_2500 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_1000 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_500 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_student_agreement_combined__MAX","tracer_beta_1.5 - Teacher_teacher_student_agreement_combined","tracer_beta_1.5 - Teacher_teacher_student_agreement_combined__MIN","tracer_beta_1.5 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_50 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_student_agreement_combined__MAX","tracer_beta_1.0 - Teacher_teacher_student_agreement_combined","tracer_beta_1.0 - Teacher_teacher_student_agreement_combined__MIN","tracer_beta_1.0 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_5 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_student_agreement_combined__MAX","tracer_beta_0.2 - Teacher_teacher_student_agreement_combined","tracer_beta_0.2 - Teacher_teacher_student_agreement_combined__MIN","tracer_beta_0.2 - Teacher_teacher_student_agreement_combined__MAX"
"654","0.9462890625","0.9462890625","0.9462890625","0.8837890625","0.8837890625","0.8837890625","0.74609375","0.74609375","0.74609375","0.794921875","0.794921875","0.794921875","0.8046875","0.8046875","0.8046875","0.8818359375","0.8818359375","0.8818359375","0.859375","0.859375","0.859375","0.890625","0.890625","0.890625","0.8642578125","0.8642578125","0.8642578125","0.8173828125","0.8173828125","0.8173828125"
"655","0.95703125","0.95703125","0.95703125","0.9052734375","0.9052734375","0.9052734375","0.7646484375","0.7646484375","0.7646484375","0.7998046875","0.7998046875","0.7998046875","0.83984375","0.83984375","0.83984375","0.9111328125","0.9111328125","0.9111328125","0.8818359375","0.8818359375","0.8818359375","0.9208984375","0.9208984375","0.9208984375","0.875","0.875","0.875","0.8486328125","0.8486328125","0.8486328125"
"656","0.9443359375","0.9443359375","0.9443359375","0.896484375","0.896484375","0.896484375","0.7529296875","0.7529296875","0.7529296875","0.7998046875","0.7998046875","0.7998046875","0.8134765625","0.8134765625","0.8134765625","0.892578125","0.892578125","0.892578125","0.84765625","0.84765625","0.84765625","0.884765625","0.884765625","0.884765625","0.8642578125","0.8642578125","0.8642578125","0.81640625","0.81640625","0.81640625"
"657","0.962890625","0.962890625","0.962890625","0.8818359375","0.8818359375","0.8818359375","0.7841796875","0.7841796875","0.7841796875","0.818359375","0.818359375","0.818359375","0.84375","0.84375","0.84375","0.8759765625","0.8759765625","0.8759765625","0.875","0.875","0.875","0.87109375","0.87109375","0.87109375","0.888671875","0.888671875","0.888671875","0.865234375","0.865234375","0.865234375"
"658","0.947265625","0.947265625","0.947265625","0.8916015625","0.8916015625","0.8916015625","0.783203125","0.783203125","0.783203125","0.828125","0.828125","0.828125","0.8359375","0.8359375","0.8359375","0.8896484375","0.8896484375","0.8896484375","0.884765625","0.884765625","0.884765625","0.8984375","0.8984375","0.8984375","0.888671875","0.888671875","0.888671875","0.8388671875","0.8388671875","0.8388671875"
"659","0.9501953125","0.9501953125","0.9501953125","0.9111328125","0.9111328125","0.9111328125","0.732421875","0.732421875","0.732421875","0.7861328125","0.7861328125","0.7861328125","0.814453125","0.814453125","0.814453125","0.8916015625","0.8916015625","0.8916015625","0.8759765625","0.8759765625","0.8759765625","0.8896484375","0.8896484375","0.8896484375","0.890625","0.890625","0.890625","0.8388671875","0.8388671875","0.8388671875"
"660","0.9482421875","0.9482421875","0.9482421875","0.900390625","0.900390625","0.900390625","0.76171875","0.76171875","0.76171875","0.8056640625","0.8056640625","0.8056640625","0.8349609375","0.8349609375","0.8349609375","0.91015625","0.91015625","0.91015625","0.8701171875","0.8701171875","0.8701171875","0.8955078125","0.8955078125","0.8955078125","0.87890625","0.87890625","0.87890625","0.8515625","0.8515625","0.8515625"
"661","0.953125","0.953125","0.953125","0.9130859375","0.9130859375","0.9130859375","0.78515625","0.78515625","0.78515625","0.8251953125","0.8251953125","0.8251953125","0.837890625","0.837890625","0.837890625","0.8974609375","0.8974609375","0.8974609375","0.8701171875","0.8701171875","0.8701171875","0.888671875","0.888671875","0.888671875","0.88671875","0.88671875","0.88671875","0.8388671875","0.8388671875","0.8388671875"
"662","0.9609375","0.9609375","0.9609375","0.896484375","0.896484375","0.896484375","0.767578125","0.767578125","0.767578125","0.80859375","0.80859375","0.80859375","0.8349609375","0.8349609375","0.8349609375","0.888671875","0.888671875","0.888671875","0.8681640625","0.8681640625","0.8681640625","0.8974609375","0.8974609375","0.8974609375","0.8828125","0.8828125","0.8828125","0.8623046875","0.8623046875","0.8623046875"
"663","0.9501953125","0.9501953125","0.9501953125","0.8994140625","0.8994140625","0.8994140625","0.7763671875","0.7763671875","0.7763671875","0.8095703125","0.8095703125","0.8095703125","0.8427734375","0.8427734375","0.8427734375","0.916015625","0.916015625","0.916015625","0.8896484375","0.8896484375","0.8896484375","0.908203125","0.908203125","0.908203125","0.888671875","0.888671875","0.888671875","0.875","0.875","0.875"
"664","0.9619140625","0.9619140625","0.9619140625","0.8935546875","0.8935546875","0.8935546875","0.78125","0.78125","0.78125","0.814453125","0.814453125","0.814453125","0.822265625","0.822265625","0.822265625","0.8974609375","0.8974609375","0.8974609375","0.8642578125","0.8642578125","0.8642578125","0.890625","0.890625","0.890625","0.861328125","0.861328125","0.861328125","0.828125","0.828125","0.828125"
"665","0.94921875","0.94921875","0.94921875","0.908203125","0.908203125","0.908203125","0.748046875","0.748046875","0.748046875","0.796875","0.796875","0.796875","0.826171875","0.826171875","0.826171875","0.9072265625","0.9072265625","0.9072265625","0.8779296875","0.8779296875","0.8779296875","0.8984375","0.8984375","0.8984375","0.880859375","0.880859375","0.880859375","0.83984375","0.83984375","0.83984375"
"666","0.9560546875","0.9560546875","0.9560546875","0.90234375","0.90234375","0.90234375","0.783203125","0.783203125","0.783203125","0.8134765625","0.8134765625","0.8134765625","0.828125","0.828125","0.828125","0.892578125","0.892578125","0.892578125","0.8681640625","0.8681640625","0.8681640625","0.9033203125","0.9033203125","0.9033203125","0.8798828125","0.8798828125","0.8798828125","0.84375","0.84375","0.84375"
"667","0.955078125","0.955078125","0.955078125","0.8935546875","0.8935546875","0.8935546875","0.759765625","0.759765625","0.759765625","0.794921875","0.794921875","0.794921875","0.8232421875","0.8232421875","0.8232421875","0.9033203125","0.9033203125","0.9033203125","0.876953125","0.876953125","0.876953125","0.9052734375","0.9052734375","0.9052734375","0.873046875","0.873046875","0.873046875","0.8232421875","0.8232421875","0.8232421875"
"668","0.96484375","0.96484375","0.96484375","0.90234375","0.90234375","0.90234375","0.7919921875","0.7919921875","0.7919921875","0.80859375","0.80859375","0.80859375","0.8349609375","0.8349609375","0.8349609375","0.89453125","0.89453125","0.89453125","0.8896484375","0.8896484375","0.8896484375","0.8916015625","0.8916015625","0.8916015625","0.888671875","0.888671875","0.888671875","0.8583984375","0.8583984375","0.8583984375"
"669","0.9423828125","0.9423828125","0.9423828125","0.9130859375","0.9130859375","0.9130859375","0.798828125","0.798828125","0.798828125","0.822265625","0.822265625","0.822265625","0.8330078125","0.8330078125","0.8330078125","0.89453125","0.89453125","0.89453125","0.8623046875","0.8623046875","0.8623046875","0.90625","0.90625","0.90625","0.8876953125","0.8876953125","0.8876953125","0.8408203125","0.8408203125","0.8408203125"
"670","0.935546875","0.935546875","0.935546875","0.8994140625","0.8994140625","0.8994140625","0.79296875","0.79296875","0.79296875","0.8212890625","0.8212890625","0.8212890625","0.837890625","0.837890625","0.837890625","0.8876953125","0.8876953125","0.8876953125","0.8798828125","0.8798828125","0.8798828125","0.890625","0.890625","0.890625","0.86328125","0.86328125","0.86328125","0.83984375","0.83984375","0.83984375"
"671","0.9599609375","0.9599609375","0.9599609375","0.8994140625","0.8994140625","0.8994140625","0.8095703125","0.8095703125","0.8095703125","0.837890625","0.837890625","0.837890625","0.8564453125","0.8564453125","0.8564453125","0.9130859375","0.9130859375","0.9130859375","0.8818359375","0.8818359375","0.8818359375","0.89453125","0.89453125","0.89453125","0.869140625","0.869140625","0.869140625","0.8583984375","0.8583984375","0.8583984375"
"672","0.958984375","0.958984375","0.958984375","0.89453125","0.89453125","0.89453125","0.751953125","0.751953125","0.751953125","0.78515625","0.78515625","0.78515625","0.8037109375","0.8037109375","0.8037109375","0.896484375","0.896484375","0.896484375","0.8701171875","0.8701171875","0.8701171875","0.8828125","0.8828125","0.8828125","0.890625","0.890625","0.890625","0.826171875","0.826171875","0.826171875"
"673","0.943359375","0.943359375","0.943359375","0.9052734375","0.9052734375","0.9052734375","0.76953125","0.76953125","0.76953125","0.8095703125","0.8095703125","0.8095703125","0.82421875","0.82421875","0.82421875","0.8916015625","0.8916015625","0.8916015625","0.87890625","0.87890625","0.87890625","0.892578125","0.892578125","0.892578125","0.8720703125","0.8720703125","0.8720703125","0.8427734375","0.8427734375","0.8427734375"
"674","0.9580078125","0.9580078125","0.9580078125","0.8876953125","0.8876953125","0.8876953125","0.7734375","0.7734375","0.7734375","0.830078125","0.830078125","0.830078125","0.841796875","0.841796875","0.841796875","0.892578125","0.892578125","0.892578125","0.876953125","0.876953125","0.876953125","0.884765625","0.884765625","0.884765625","0.87890625","0.87890625","0.87890625","0.8505859375","0.8505859375","0.8505859375"
"675","0.9580078125","0.9580078125","0.9580078125","0.8740234375","0.8740234375","0.8740234375","0.7783203125","0.7783203125","0.7783203125","0.8115234375","0.8115234375","0.8115234375","0.826171875","0.826171875","0.826171875","0.86328125","0.86328125","0.86328125","0.865234375","0.865234375","0.865234375","0.8662109375","0.8662109375","0.8662109375","0.869140625","0.869140625","0.869140625","0.845703125","0.845703125","0.845703125"
"676","0.9453125","0.9453125","0.9453125","0.900390625","0.900390625","0.900390625","0.79296875","0.79296875","0.79296875","0.82421875","0.82421875","0.82421875","0.8349609375","0.8349609375","0.8349609375","0.8955078125","0.8955078125","0.8955078125","0.8740234375","0.8740234375","0.8740234375","0.89453125","0.89453125","0.89453125","0.8671875","0.8671875","0.8671875","0.83203125","0.83203125","0.83203125"
"677","0.9501953125","0.9501953125","0.9501953125","0.908203125","0.908203125","0.908203125","0.7607421875","0.7607421875","0.7607421875","0.8154296875","0.8154296875","0.8154296875","0.8291015625","0.8291015625","0.8291015625","0.9013671875","0.9013671875","0.9013671875","0.873046875","0.873046875","0.873046875","0.8974609375","0.8974609375","0.8974609375","0.8662109375","0.8662109375","0.8662109375","0.83203125","0.83203125","0.83203125"
"678","0.95703125","0.95703125","0.95703125","0.9169921875","0.9169921875","0.9169921875","0.7587890625","0.7587890625","0.7587890625","0.8212890625","0.8212890625","0.8212890625","0.828125","0.828125","0.828125","0.91796875","0.91796875","0.91796875","0.884765625","0.884765625","0.884765625","0.9072265625","0.9072265625","0.9072265625","0.8916015625","0.8916015625","0.8916015625","0.8447265625","0.8447265625","0.8447265625"
"679","0.9560546875","0.9560546875","0.9560546875","0.9013671875","0.9013671875","0.9013671875","0.771484375","0.771484375","0.771484375","0.8017578125","0.8017578125","0.8017578125","0.8212890625","0.8212890625","0.8212890625","0.89453125","0.89453125","0.89453125","0.888671875","0.888671875","0.888671875","0.8896484375","0.8896484375","0.8896484375","0.88671875","0.88671875","0.88671875","0.81640625","0.81640625","0.81640625"
"680","0.958984375","0.958984375","0.958984375","0.8798828125","0.8798828125","0.8798828125","0.76171875","0.76171875","0.76171875","0.796875","0.796875","0.796875","0.8232421875","0.8232421875","0.8232421875","0.8779296875","0.8779296875","0.8779296875","0.857421875","0.857421875","0.857421875","0.888671875","0.888671875","0.888671875","0.86328125","0.86328125","0.86328125","0.83203125","0.83203125","0.83203125"
"681","0.95703125","0.95703125","0.95703125","0.91015625","0.91015625","0.91015625","0.7841796875","0.7841796875","0.7841796875","0.8046875","0.8046875","0.8046875","0.8369140625","0.8369140625","0.8369140625","0.9150390625","0.9150390625","0.9150390625","0.8876953125","0.8876953125","0.8876953125","0.9072265625","0.9072265625","0.9072265625","0.8935546875","0.8935546875","0.8935546875","0.845703125","0.845703125","0.845703125"
"682","0.958984375","0.958984375","0.958984375","0.900390625","0.900390625","0.900390625","0.791015625","0.791015625","0.791015625","0.818359375","0.818359375","0.818359375","0.85546875","0.85546875","0.85546875","0.8935546875","0.8935546875","0.8935546875","0.869140625","0.869140625","0.869140625","0.87890625","0.87890625","0.87890625","0.87890625","0.87890625","0.87890625","0.8447265625","0.8447265625","0.8447265625"
"683","0.94921875","0.94921875","0.94921875","0.9013671875","0.9013671875","0.9013671875","0.79296875","0.79296875","0.79296875","0.8203125","0.8203125","0.8203125","0.845703125","0.845703125","0.845703125","0.90625","0.90625","0.90625","0.8515625","0.8515625","0.8515625","0.896484375","0.896484375","0.896484375","0.85546875","0.85546875","0.85546875","0.841796875","0.841796875","0.841796875"
"684","0.9599609375","0.9599609375","0.9599609375","0.8974609375","0.8974609375","0.8974609375","0.767578125","0.767578125","0.767578125","0.8037109375","0.8037109375","0.8037109375","0.82421875","0.82421875","0.82421875","0.892578125","0.892578125","0.892578125","0.861328125","0.861328125","0.861328125","0.8896484375","0.8896484375","0.8896484375","0.8623046875","0.8623046875","0.8623046875","0.822265625","0.822265625","0.822265625"
"685","0.95703125","0.95703125","0.95703125","0.9091796875","0.9091796875","0.9091796875","0.765625","0.765625","0.765625","0.8037109375","0.8037109375","0.8037109375","0.82421875","0.82421875","0.82421875","0.8974609375","0.8974609375","0.8974609375","0.8564453125","0.8564453125","0.8564453125","0.896484375","0.896484375","0.896484375","0.87109375","0.87109375","0.87109375","0.8310546875","0.8310546875","0.8310546875"
"686","0.9482421875","0.9482421875","0.9482421875","0.8994140625","0.8994140625","0.8994140625","0.7744140625","0.7744140625","0.7744140625","0.8046875","0.8046875","0.8046875","0.8486328125","0.8486328125","0.8486328125","0.91015625","0.91015625","0.91015625","0.8828125","0.8828125","0.8828125","0.8955078125","0.8955078125","0.8955078125","0.8935546875","0.8935546875","0.8935546875","0.853515625","0.853515625","0.853515625"
"687","0.94921875","0.94921875","0.94921875","0.890625","0.890625","0.890625","0.8046875","0.8046875","0.8046875","0.8310546875","0.8310546875","0.8310546875","0.8427734375","0.8427734375","0.8427734375","0.9091796875","0.9091796875","0.9091796875","0.8857421875","0.8857421875","0.8857421875","0.9033203125","0.9033203125","0.9033203125","0.8955078125","0.8955078125","0.8955078125","0.8564453125","0.8564453125","0.8564453125"
"688","0.9560546875","0.9560546875","0.9560546875","0.8916015625","0.8916015625","0.8916015625","0.796875","0.796875","0.796875","0.8271484375","0.8271484375","0.8271484375","0.8564453125","0.8564453125","0.8564453125","0.8818359375","0.8818359375","0.8818359375","0.8974609375","0.8974609375","0.8974609375","0.8916015625","0.8916015625","0.8916015625","0.8955078125","0.8955078125","0.8955078125","0.8603515625","0.8603515625","0.8603515625"
"689","0.9423828125","0.9423828125","0.9423828125","0.912109375","0.912109375","0.912109375","0.7763671875","0.7763671875","0.7763671875","0.8095703125","0.8095703125","0.8095703125","0.830078125","0.830078125","0.830078125","0.90625","0.90625","0.90625","0.8720703125","0.8720703125","0.8720703125","0.90625","0.90625","0.90625","0.8701171875","0.8701171875","0.8701171875","0.833984375","0.833984375","0.833984375"
"690","0.9619140625","0.9619140625","0.9619140625","0.8984375","0.8984375","0.8984375","0.7607421875","0.7607421875","0.7607421875","0.7978515625","0.7978515625","0.7978515625","0.8076171875","0.8076171875","0.8076171875","0.8837890625","0.8837890625","0.8837890625","0.857421875","0.857421875","0.857421875","0.888671875","0.888671875","0.888671875","0.8642578125","0.8642578125","0.8642578125","0.8203125","0.8203125","0.8203125"
"691","0.9560546875","0.9560546875","0.9560546875","0.90234375","0.90234375","0.90234375","0.7685546875","0.7685546875","0.7685546875","0.8173828125","0.8173828125","0.8173828125","0.818359375","0.818359375","0.818359375","0.8994140625","0.8994140625","0.8994140625","0.8671875","0.8671875","0.8671875","0.8896484375","0.8896484375","0.8896484375","0.8779296875","0.8779296875","0.8779296875","0.830078125","0.830078125","0.830078125"
"692","0.951171875","0.951171875","0.951171875","0.904296875","0.904296875","0.904296875","0.7724609375","0.7724609375","0.7724609375","0.814453125","0.814453125","0.814453125","0.8466796875","0.8466796875","0.8466796875","0.900390625","0.900390625","0.900390625","0.875","0.875","0.875","0.890625","0.890625","0.890625","0.880859375","0.880859375","0.880859375","0.84375","0.84375","0.84375"
"693","0.9560546875","0.9560546875","0.9560546875","0.8955078125","0.8955078125","0.8955078125","0.8125","0.8125","0.8125","0.8447265625","0.8447265625","0.8447265625","0.8564453125","0.8564453125","0.8564453125","0.892578125","0.892578125","0.892578125","0.8818359375","0.8818359375","0.8818359375","0.8984375","0.8984375","0.8984375","0.8779296875","0.8779296875","0.8779296875","0.8701171875","0.8701171875","0.8701171875"
"694","0.9658203125","0.9658203125","0.9658203125","0.9169921875","0.9169921875","0.9169921875","0.7744140625","0.7744140625","0.7744140625","0.8056640625","0.8056640625","0.8056640625","0.826171875","0.826171875","0.826171875","0.8994140625","0.8994140625","0.8994140625","0.8671875","0.8671875","0.8671875","0.9013671875","0.9013671875","0.9013671875","0.8828125","0.8828125","0.8828125","0.8408203125","0.8408203125","0.8408203125"
"695","0.951171875","0.951171875","0.951171875","0.9033203125","0.9033203125","0.9033203125","0.767578125","0.767578125","0.767578125","0.8173828125","0.8173828125","0.8173828125","0.828125","0.828125","0.828125","0.90234375","0.90234375","0.90234375","0.8564453125","0.8564453125","0.8564453125","0.8896484375","0.8896484375","0.8896484375","0.87109375","0.87109375","0.87109375","0.83203125","0.83203125","0.83203125"
"696","0.9541015625","0.9541015625","0.9541015625","0.90234375","0.90234375","0.90234375","0.79296875","0.79296875","0.79296875","0.8271484375","0.8271484375","0.8271484375","0.8359375","0.8359375","0.8359375","0.9130859375","0.9130859375","0.9130859375","0.890625","0.890625","0.890625","0.91015625","0.91015625","0.91015625","0.888671875","0.888671875","0.888671875","0.8466796875","0.8466796875","0.8466796875"
"697","0.9443359375","0.9443359375","0.9443359375","0.8994140625","0.8994140625","0.8994140625","0.7578125","0.7578125","0.7578125","0.7880859375","0.7880859375","0.7880859375","0.8115234375","0.8115234375","0.8115234375","0.888671875","0.888671875","0.888671875","0.8505859375","0.8505859375","0.8505859375","0.8818359375","0.8818359375","0.8818359375","0.8642578125","0.8642578125","0.8642578125","0.826171875","0.826171875","0.826171875"
"698","0.94921875","0.94921875","0.94921875","0.923828125","0.923828125","0.923828125","0.7900390625","0.7900390625","0.7900390625","0.84375","0.84375","0.84375","0.865234375","0.865234375","0.865234375","0.912109375","0.912109375","0.912109375","0.884765625","0.884765625","0.884765625","0.91796875","0.91796875","0.91796875","0.8935546875","0.8935546875","0.8935546875","0.8662109375","0.8662109375","0.8662109375"
"699","0.947265625","0.947265625","0.947265625","0.8818359375","0.8818359375","0.8818359375","0.7685546875","0.7685546875","0.7685546875","0.7861328125","0.7861328125","0.7861328125","0.814453125","0.814453125","0.814453125","0.8935546875","0.8935546875","0.8935546875","0.8515625","0.8515625","0.8515625","0.87890625","0.87890625","0.87890625","0.8603515625","0.8603515625","0.8603515625","0.826171875","0.826171875","0.826171875"
"700","0.9365234375","0.9365234375","0.9365234375","0.8974609375","0.8974609375","0.8974609375","0.7861328125","0.7861328125","0.7861328125","0.8310546875","0.8310546875","0.8310546875","0.8515625","0.8515625","0.8515625","0.904296875","0.904296875","0.904296875","0.8701171875","0.8701171875","0.8701171875","0.8994140625","0.8994140625","0.8994140625","0.888671875","0.888671875","0.888671875","0.8583984375","0.8583984375","0.8583984375"
"701","0.9599609375","0.9599609375","0.9599609375","0.908203125","0.908203125","0.908203125","0.75","0.75","0.75","0.787109375","0.787109375","0.787109375","0.828125","0.828125","0.828125","0.9052734375","0.9052734375","0.9052734375","0.8603515625","0.8603515625","0.8603515625","0.8916015625","0.8916015625","0.8916015625","0.8671875","0.8671875","0.8671875","0.845703125","0.845703125","0.845703125"
"702","0.939453125","0.939453125","0.939453125","0.896484375","0.896484375","0.896484375","0.77734375","0.77734375","0.77734375","0.814453125","0.814453125","0.814453125","0.8193359375","0.8193359375","0.8193359375","0.8994140625","0.8994140625","0.8994140625","0.8486328125","0.8486328125","0.8486328125","0.900390625","0.900390625","0.900390625","0.8515625","0.8515625","0.8515625","0.8291015625","0.8291015625","0.8291015625"
"703","0.95703125","0.95703125","0.95703125","0.931640625","0.931640625","0.931640625","0.7900390625","0.7900390625","0.7900390625","0.83984375","0.83984375","0.83984375","0.8544921875","0.8544921875","0.8544921875","0.904296875","0.904296875","0.904296875","0.8642578125","0.8642578125","0.8642578125","0.8935546875","0.8935546875","0.8935546875","0.865234375","0.865234375","0.865234375","0.8427734375","0.8427734375","0.8427734375"
"704","0.9580078125","0.9580078125","0.9580078125","0.9365234375","0.9365234375","0.9365234375","0.76171875","0.76171875","0.76171875","0.8095703125","0.8095703125","0.8095703125","0.849609375","0.849609375","0.849609375","0.9140625","0.9140625","0.9140625","0.8798828125","0.8798828125","0.8798828125","0.9091796875","0.9091796875","0.9091796875","0.8818359375","0.8818359375","0.8818359375","0.857421875","0.857421875","0.857421875"
"705","0.9541015625","0.9541015625","0.9541015625","0.9248046875","0.9248046875","0.9248046875","0.7978515625","0.7978515625","0.7978515625","0.8408203125","0.8408203125","0.8408203125","0.8759765625","0.8759765625","0.8759765625","0.888671875","0.888671875","0.888671875","0.88671875","0.88671875","0.88671875","0.9130859375","0.9130859375","0.9130859375","0.88671875","0.88671875","0.88671875","0.869140625","0.869140625","0.869140625"
"706","0.9638671875","0.9638671875","0.9638671875","0.9228515625","0.9228515625","0.9228515625","0.7763671875","0.7763671875","0.7763671875","0.830078125","0.830078125","0.830078125","0.8447265625","0.8447265625","0.8447265625","0.9140625","0.9140625","0.9140625","0.880859375","0.880859375","0.880859375","0.8974609375","0.8974609375","0.8974609375","0.8779296875","0.8779296875","0.8779296875","0.8486328125","0.8486328125","0.8486328125"
"707","0.9638671875","0.9638671875","0.9638671875","0.916015625","0.916015625","0.916015625","0.7734375","0.7734375","0.7734375","0.8076171875","0.8076171875","0.8076171875","0.8388671875","0.8388671875","0.8388671875","0.888671875","0.888671875","0.888671875","0.857421875","0.857421875","0.857421875","0.8896484375","0.8896484375","0.8896484375","0.85546875","0.85546875","0.85546875","0.8251953125","0.8251953125","0.8251953125"
"708","0.9541015625","0.9541015625","0.9541015625","0.9130859375","0.9130859375","0.9130859375","0.7900390625","0.7900390625","0.7900390625","0.8037109375","0.8037109375","0.8037109375","0.8515625","0.8515625","0.8515625","0.904296875","0.904296875","0.904296875","0.8681640625","0.8681640625","0.8681640625","0.90234375","0.90234375","0.90234375","0.873046875","0.873046875","0.873046875","0.85546875","0.85546875","0.85546875"
"709","0.9423828125","0.9423828125","0.9423828125","0.9072265625","0.9072265625","0.9072265625","0.783203125","0.783203125","0.783203125","0.8115234375","0.8115234375","0.8115234375","0.8291015625","0.8291015625","0.8291015625","0.90234375","0.90234375","0.90234375","0.873046875","0.873046875","0.873046875","0.8984375","0.8984375","0.8984375","0.888671875","0.888671875","0.888671875","0.82421875","0.82421875","0.82421875"
"710","0.958984375","0.958984375","0.958984375","0.9208984375","0.9208984375","0.9208984375","0.802734375","0.802734375","0.802734375","0.8232421875","0.8232421875","0.8232421875","0.84765625","0.84765625","0.84765625","0.912109375","0.912109375","0.912109375","0.8681640625","0.8681640625","0.8681640625","0.900390625","0.900390625","0.900390625","0.8818359375","0.8818359375","0.8818359375","0.859375","0.859375","0.859375"
"711","0.9619140625","0.9619140625","0.9619140625","0.912109375","0.912109375","0.912109375","0.8046875","0.8046875","0.8046875","0.84375","0.84375","0.84375","0.8720703125","0.8720703125","0.8720703125","0.89453125","0.89453125","0.89453125","0.884765625","0.884765625","0.884765625","0.923828125","0.923828125","0.923828125","0.8818359375","0.8818359375","0.8818359375","0.8759765625","0.8759765625","0.8759765625"
"712","0.958984375","0.958984375","0.958984375","0.91015625","0.91015625","0.91015625","0.7900390625","0.7900390625","0.7900390625","0.8271484375","0.8271484375","0.8271484375","0.8408203125","0.8408203125","0.8408203125","0.888671875","0.888671875","0.888671875","0.87109375","0.87109375","0.87109375","0.8818359375","0.8818359375","0.8818359375","0.875","0.875","0.875","0.83984375","0.83984375","0.83984375"
"713","0.9677734375","0.9677734375","0.9677734375","0.9248046875","0.9248046875","0.9248046875","0.783203125","0.783203125","0.783203125","0.80859375","0.80859375","0.80859375","0.849609375","0.849609375","0.849609375","0.9326171875","0.9326171875","0.9326171875","0.890625","0.890625","0.890625","0.9228515625","0.9228515625","0.9228515625","0.88671875","0.88671875","0.88671875","0.8671875","0.8671875","0.8671875"
"714","0.9423828125","0.9423828125","0.9423828125","0.9091796875","0.9091796875","0.9091796875","0.802734375","0.802734375","0.802734375","0.82421875","0.82421875","0.82421875","0.8603515625","0.8603515625","0.8603515625","0.9140625","0.9140625","0.9140625","0.865234375","0.865234375","0.865234375","0.892578125","0.892578125","0.892578125","0.8818359375","0.8818359375","0.8818359375","0.857421875","0.857421875","0.857421875"
"715","0.951171875","0.951171875","0.951171875","0.9189453125","0.9189453125","0.9189453125","0.7646484375","0.7646484375","0.7646484375","0.80078125","0.80078125","0.80078125","0.83984375","0.83984375","0.83984375","0.91015625","0.91015625","0.91015625","0.8662109375","0.8662109375","0.8662109375","0.9033203125","0.9033203125","0.9033203125","0.8720703125","0.8720703125","0.8720703125","0.8544921875","0.8544921875","0.8544921875"
"716","0.9501953125","0.9501953125","0.9501953125","0.904296875","0.904296875","0.904296875","0.740234375","0.740234375","0.740234375","0.7900390625","0.7900390625","0.7900390625","0.828125","0.828125","0.828125","0.8837890625","0.8837890625","0.8837890625","0.8564453125","0.8564453125","0.8564453125","0.8857421875","0.8857421875","0.8857421875","0.8583984375","0.8583984375","0.8583984375","0.8271484375","0.8271484375","0.8271484375"
"717","0.951171875","0.951171875","0.951171875","0.9150390625","0.9150390625","0.9150390625","0.771484375","0.771484375","0.771484375","0.806640625","0.806640625","0.806640625","0.841796875","0.841796875","0.841796875","0.9150390625","0.9150390625","0.9150390625","0.8486328125","0.8486328125","0.8486328125","0.8876953125","0.8876953125","0.8876953125","0.87109375","0.87109375","0.87109375","0.8408203125","0.8408203125","0.8408203125"
"718","0.955078125","0.955078125","0.955078125","0.9111328125","0.9111328125","0.9111328125","0.7783203125","0.7783203125","0.7783203125","0.7978515625","0.7978515625","0.7978515625","0.8115234375","0.8115234375","0.8115234375","0.896484375","0.896484375","0.896484375","0.8740234375","0.8740234375","0.8740234375","0.88671875","0.88671875","0.88671875","0.88671875","0.88671875","0.88671875","0.826171875","0.826171875","0.826171875"
