"Step","tracer_ema_up_freq_1 - Teacher_teacher_student_agreement_combined","tracer_ema_up_freq_1 - Teacher_teacher_student_agreement_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_student_agreement_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_student_agreement_combined","tracer_ema_up_freq_500 - Teacher_teacher_student_agreement_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_2500 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_1000 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_500 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_student_agreement_combined__MAX","tracer_beta_1.5 - Teacher_teacher_student_agreement_combined","tracer_beta_1.5 - Teacher_teacher_student_agreement_combined__MIN","tracer_beta_1.5 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_50 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_student_agreement_combined__MAX","tracer_beta_1.0 - Teacher_teacher_student_agreement_combined","tracer_beta_1.0 - Teacher_teacher_student_agreement_combined__MIN","tracer_beta_1.0 - Teacher_teacher_student_agreement_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_student_agreement_combined","tracer_bma_up_freq_5 - Teacher_teacher_student_agreement_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_student_agreement_combined__MAX","tracer_beta_0.2 - Teacher_teacher_student_agreement_combined","tracer_beta_0.2 - Teacher_teacher_student_agreement_combined__MIN","tracer_beta_0.2 - Teacher_teacher_student_agreement_combined__MAX"
"2968","0.9521484375","0.9521484375","0.9521484375","0.9326171875","0.9326171875","0.9326171875","0.8447265625","0.8447265625","0.8447265625","0.8681640625","0.8681640625","0.8681640625","0.8955078125","0.8955078125","0.8955078125","0.916015625","0.916015625","0.916015625","0.8955078125","0.8955078125","0.8955078125","0.91015625","0.91015625","0.91015625","0.9111328125","0.9111328125","0.9111328125","0.8779296875","0.8779296875","0.8779296875"
"2969","0.9541015625","0.9541015625","0.9541015625","0.9189453125","0.9189453125","0.9189453125","0.84375","0.84375","0.84375","0.853515625","0.853515625","0.853515625","0.87890625","0.87890625","0.87890625","0.9052734375","0.9052734375","0.9052734375","0.9130859375","0.9130859375","0.9130859375","0.8974609375","0.8974609375","0.8974609375","0.9033203125","0.9033203125","0.9033203125","0.8681640625","0.8681640625","0.8681640625"
"2970","0.9326171875","0.9326171875","0.9326171875","0.9208984375","0.9208984375","0.9208984375","0.83203125","0.83203125","0.83203125","0.8798828125","0.8798828125","0.8798828125","0.8916015625","0.8916015625","0.8916015625","0.908203125","0.908203125","0.908203125","0.8916015625","0.8916015625","0.8916015625","0.91015625","0.91015625","0.91015625","0.8994140625","0.8994140625","0.8994140625","0.8662109375","0.8662109375","0.8662109375"
"2971","0.9443359375","0.9443359375","0.9443359375","0.9033203125","0.9033203125","0.9033203125","0.8623046875","0.8623046875","0.8623046875","0.8837890625","0.8837890625","0.8837890625","0.8828125","0.8828125","0.8828125","0.90625","0.90625","0.90625","0.884765625","0.884765625","0.884765625","0.8935546875","0.8935546875","0.8935546875","0.9013671875","0.9013671875","0.9013671875","0.8837890625","0.8837890625","0.8837890625"
"2972","0.9375","0.9375","0.9375","0.92578125","0.92578125","0.92578125","0.833984375","0.833984375","0.833984375","0.8828125","0.8828125","0.8828125","0.8955078125","0.8955078125","0.8955078125","0.9052734375","0.9052734375","0.9052734375","0.919921875","0.919921875","0.919921875","0.9150390625","0.9150390625","0.9150390625","0.9140625","0.9140625","0.9140625","0.8896484375","0.8896484375","0.8896484375"
"2973","0.96484375","0.96484375","0.96484375","0.9296875","0.9296875","0.9296875","0.84765625","0.84765625","0.84765625","0.8681640625","0.8681640625","0.8681640625","0.8828125","0.8828125","0.8828125","0.923828125","0.923828125","0.923828125","0.900390625","0.900390625","0.900390625","0.912109375","0.912109375","0.912109375","0.904296875","0.904296875","0.904296875","0.876953125","0.876953125","0.876953125"
"2974","0.9560546875","0.9560546875","0.9560546875","0.9150390625","0.9150390625","0.9150390625","0.845703125","0.845703125","0.845703125","0.880859375","0.880859375","0.880859375","0.880859375","0.880859375","0.880859375","0.9189453125","0.9189453125","0.9189453125","0.8955078125","0.8955078125","0.8955078125","0.9052734375","0.9052734375","0.9052734375","0.888671875","0.888671875","0.888671875","0.880859375","0.880859375","0.880859375"
"2975","0.9501953125","0.9501953125","0.9501953125","0.916015625","0.916015625","0.916015625","0.84375","0.84375","0.84375","0.869140625","0.869140625","0.869140625","0.888671875","0.888671875","0.888671875","0.9248046875","0.9248046875","0.9248046875","0.8974609375","0.8974609375","0.8974609375","0.919921875","0.919921875","0.919921875","0.9072265625","0.9072265625","0.9072265625","0.861328125","0.861328125","0.861328125"
"2976","0.9443359375","0.9443359375","0.9443359375","0.927734375","0.927734375","0.927734375","0.8447265625","0.8447265625","0.8447265625","0.884765625","0.884765625","0.884765625","0.8955078125","0.8955078125","0.8955078125","0.9189453125","0.9189453125","0.9189453125","0.9033203125","0.9033203125","0.9033203125","0.91015625","0.91015625","0.91015625","0.9091796875","0.9091796875","0.9091796875","0.8779296875","0.8779296875","0.8779296875"
"2977","0.947265625","0.947265625","0.947265625","0.9072265625","0.9072265625","0.9072265625","0.8447265625","0.8447265625","0.8447265625","0.8798828125","0.8798828125","0.8798828125","0.8994140625","0.8994140625","0.8994140625","0.9091796875","0.9091796875","0.9091796875","0.90234375","0.90234375","0.90234375","0.90625","0.90625","0.90625","0.908203125","0.908203125","0.908203125","0.869140625","0.869140625","0.869140625"
"2978","0.9521484375","0.9521484375","0.9521484375","0.91015625","0.91015625","0.91015625","0.8310546875","0.8310546875","0.8310546875","0.876953125","0.876953125","0.876953125","0.888671875","0.888671875","0.888671875","0.92578125","0.92578125","0.92578125","0.88671875","0.88671875","0.88671875","0.916015625","0.916015625","0.916015625","0.8896484375","0.8896484375","0.8896484375","0.876953125","0.876953125","0.876953125"
"2979","0.9560546875","0.9560546875","0.9560546875","0.9267578125","0.9267578125","0.9267578125","0.8388671875","0.8388671875","0.8388671875","0.8681640625","0.8681640625","0.8681640625","0.884765625","0.884765625","0.884765625","0.93359375","0.93359375","0.93359375","0.90625","0.90625","0.90625","0.9248046875","0.9248046875","0.9248046875","0.919921875","0.919921875","0.919921875","0.87109375","0.87109375","0.87109375"
"2980","0.9501953125","0.9501953125","0.9501953125","0.919921875","0.919921875","0.919921875","0.849609375","0.849609375","0.849609375","0.87109375","0.87109375","0.87109375","0.8876953125","0.8876953125","0.8876953125","0.9140625","0.9140625","0.9140625","0.8994140625","0.8994140625","0.8994140625","0.908203125","0.908203125","0.908203125","0.91015625","0.91015625","0.91015625","0.8720703125","0.8720703125","0.8720703125"
"2981","0.9560546875","0.9560546875","0.9560546875","0.9150390625","0.9150390625","0.9150390625","0.8466796875","0.8466796875","0.8466796875","0.8701171875","0.8701171875","0.8701171875","0.8779296875","0.8779296875","0.8779296875","0.9169921875","0.9169921875","0.9169921875","0.8857421875","0.8857421875","0.8857421875","0.9248046875","0.9248046875","0.9248046875","0.9091796875","0.9091796875","0.9091796875","0.8701171875","0.8701171875","0.8701171875"
"2982","0.955078125","0.955078125","0.955078125","0.94140625","0.94140625","0.94140625","0.8349609375","0.8349609375","0.8349609375","0.8603515625","0.8603515625","0.8603515625","0.8837890625","0.8837890625","0.8837890625","0.9267578125","0.9267578125","0.9267578125","0.9091796875","0.9091796875","0.9091796875","0.9296875","0.9296875","0.9296875","0.91796875","0.91796875","0.91796875","0.8740234375","0.8740234375","0.8740234375"
"2983","0.96484375","0.96484375","0.96484375","0.9296875","0.9296875","0.9296875","0.8408203125","0.8408203125","0.8408203125","0.8681640625","0.8681640625","0.8681640625","0.89453125","0.89453125","0.89453125","0.9150390625","0.9150390625","0.9150390625","0.912109375","0.912109375","0.912109375","0.9228515625","0.9228515625","0.9228515625","0.9072265625","0.9072265625","0.9072265625","0.875","0.875","0.875"
"2984","0.958984375","0.958984375","0.958984375","0.95703125","0.95703125","0.95703125","0.8359375","0.8359375","0.8359375","0.87109375","0.87109375","0.87109375","0.884765625","0.884765625","0.884765625","0.9384765625","0.9384765625","0.9384765625","0.904296875","0.904296875","0.904296875","0.92578125","0.92578125","0.92578125","0.9013671875","0.9013671875","0.9013671875","0.873046875","0.873046875","0.873046875"
"2985","0.9443359375","0.9443359375","0.9443359375","0.91796875","0.91796875","0.91796875","0.84375","0.84375","0.84375","0.8837890625","0.8837890625","0.8837890625","0.9072265625","0.9072265625","0.9072265625","0.9150390625","0.9150390625","0.9150390625","0.9150390625","0.9150390625","0.9150390625","0.921875","0.921875","0.921875","0.90234375","0.90234375","0.90234375","0.890625","0.890625","0.890625"
"2986","0.9453125","0.9453125","0.9453125","0.9189453125","0.9189453125","0.9189453125","0.857421875","0.857421875","0.857421875","0.873046875","0.873046875","0.873046875","0.892578125","0.892578125","0.892578125","0.91015625","0.91015625","0.91015625","0.9013671875","0.9013671875","0.9013671875","0.9130859375","0.9130859375","0.9130859375","0.9130859375","0.9130859375","0.9130859375","0.900390625","0.900390625","0.900390625"
"2987","0.951171875","0.951171875","0.951171875","0.9306640625","0.9306640625","0.9306640625","0.8466796875","0.8466796875","0.8466796875","0.8671875","0.8671875","0.8671875","0.888671875","0.888671875","0.888671875","0.890625","0.890625","0.890625","0.900390625","0.900390625","0.900390625","0.904296875","0.904296875","0.904296875","0.89453125","0.89453125","0.89453125","0.873046875","0.873046875","0.873046875"
"2988","0.927734375","0.927734375","0.927734375","0.931640625","0.931640625","0.931640625","0.8349609375","0.8349609375","0.8349609375","0.8701171875","0.8701171875","0.8701171875","0.89453125","0.89453125","0.89453125","0.9072265625","0.9072265625","0.9072265625","0.9052734375","0.9052734375","0.9052734375","0.9052734375","0.9052734375","0.9052734375","0.916015625","0.916015625","0.916015625","0.884765625","0.884765625","0.884765625"
"2989","0.955078125","0.955078125","0.955078125","0.9296875","0.9296875","0.9296875","0.87109375","0.87109375","0.87109375","0.892578125","0.892578125","0.892578125","0.8984375","0.8984375","0.8984375","0.9052734375","0.9052734375","0.9052734375","0.9130859375","0.9130859375","0.9130859375","0.9208984375","0.9208984375","0.9208984375","0.9267578125","0.9267578125","0.9267578125","0.8798828125","0.8798828125","0.8798828125"
"2990","0.947265625","0.947265625","0.947265625","0.9345703125","0.9345703125","0.9345703125","0.8603515625","0.8603515625","0.8603515625","0.8818359375","0.8818359375","0.8818359375","0.89453125","0.89453125","0.89453125","0.9345703125","0.9345703125","0.9345703125","0.912109375","0.912109375","0.912109375","0.9267578125","0.9267578125","0.9267578125","0.90625","0.90625","0.90625","0.89453125","0.89453125","0.89453125"
"2991","0.955078125","0.955078125","0.955078125","0.9306640625","0.9306640625","0.9306640625","0.845703125","0.845703125","0.845703125","0.876953125","0.876953125","0.876953125","0.8994140625","0.8994140625","0.8994140625","0.919921875","0.919921875","0.919921875","0.904296875","0.904296875","0.904296875","0.9208984375","0.9208984375","0.9208984375","0.9072265625","0.9072265625","0.9072265625","0.884765625","0.884765625","0.884765625"
"2992","0.9541015625","0.9541015625","0.9541015625","0.9521484375","0.9521484375","0.9521484375","0.8623046875","0.8623046875","0.8623046875","0.8837890625","0.8837890625","0.8837890625","0.91015625","0.91015625","0.91015625","0.9306640625","0.9306640625","0.9306640625","0.9208984375","0.9208984375","0.9208984375","0.9345703125","0.9345703125","0.9345703125","0.9306640625","0.9306640625","0.9306640625","0.9033203125","0.9033203125","0.9033203125"
"2993","0.966796875","0.966796875","0.966796875","0.93359375","0.93359375","0.93359375","0.84765625","0.84765625","0.84765625","0.8720703125","0.8720703125","0.8720703125","0.884765625","0.884765625","0.884765625","0.9287109375","0.9287109375","0.9287109375","0.9072265625","0.9072265625","0.9072265625","0.9248046875","0.9248046875","0.9248046875","0.904296875","0.904296875","0.904296875","0.89453125","0.89453125","0.89453125"
"2994","0.9443359375","0.9443359375","0.9443359375","0.92578125","0.92578125","0.92578125","0.853515625","0.853515625","0.853515625","0.8857421875","0.8857421875","0.8857421875","0.8994140625","0.8994140625","0.8994140625","0.927734375","0.927734375","0.927734375","0.9033203125","0.9033203125","0.9033203125","0.9228515625","0.9228515625","0.9228515625","0.908203125","0.908203125","0.908203125","0.8740234375","0.8740234375","0.8740234375"
"2995","0.9404296875","0.9404296875","0.9404296875","0.9208984375","0.9208984375","0.9208984375","0.8642578125","0.8642578125","0.8642578125","0.8818359375","0.8818359375","0.8818359375","0.8935546875","0.8935546875","0.8935546875","0.91015625","0.91015625","0.91015625","0.9091796875","0.9091796875","0.9091796875","0.91015625","0.91015625","0.91015625","0.9150390625","0.9150390625","0.9150390625","0.890625","0.890625","0.890625"
"2996","0.9599609375","0.9599609375","0.9599609375","0.9365234375","0.9365234375","0.9365234375","0.84375","0.84375","0.84375","0.8798828125","0.8798828125","0.8798828125","0.8994140625","0.8994140625","0.8994140625","0.9189453125","0.9189453125","0.9189453125","0.8974609375","0.8974609375","0.8974609375","0.919921875","0.919921875","0.919921875","0.91015625","0.91015625","0.91015625","0.8828125","0.8828125","0.8828125"
"2997","0.9580078125","0.9580078125","0.9580078125","0.9404296875","0.9404296875","0.9404296875","0.8671875","0.8671875","0.8671875","0.8837890625","0.8837890625","0.8837890625","0.8935546875","0.8935546875","0.8935546875","0.9130859375","0.9130859375","0.9130859375","0.9072265625","0.9072265625","0.9072265625","0.9248046875","0.9248046875","0.9248046875","0.9150390625","0.9150390625","0.9150390625","0.8779296875","0.8779296875","0.8779296875"
"2998","0.9462890625","0.9462890625","0.9462890625","0.931640625","0.931640625","0.931640625","0.8271484375","0.8271484375","0.8271484375","0.8564453125","0.8564453125","0.8564453125","0.8779296875","0.8779296875","0.8779296875","0.9052734375","0.9052734375","0.9052734375","0.8984375","0.8984375","0.8984375","0.9111328125","0.9111328125","0.9111328125","0.892578125","0.892578125","0.892578125","0.84375","0.84375","0.84375"
"2999","0.9521484375","0.9521484375","0.9521484375","0.9072265625","0.9072265625","0.9072265625","0.8427734375","0.8427734375","0.8427734375","0.8701171875","0.8701171875","0.8701171875","0.880859375","0.880859375","0.880859375","0.912109375","0.912109375","0.912109375","0.890625","0.890625","0.890625","0.9130859375","0.9130859375","0.9130859375","0.904296875","0.904296875","0.904296875","0.875","0.875","0.875"
"3000","0.9560546875","0.9560546875","0.9560546875","0.919921875","0.919921875","0.919921875","0.822265625","0.822265625","0.822265625","0.87109375","0.87109375","0.87109375","0.890625","0.890625","0.890625","0.912109375","0.912109375","0.912109375","0.89453125","0.89453125","0.89453125","0.900390625","0.900390625","0.900390625","0.904296875","0.904296875","0.904296875","0.8671875","0.8671875","0.8671875"
"3001","0.9521484375","0.9521484375","0.9521484375","0.91796875","0.91796875","0.91796875","0.83984375","0.83984375","0.83984375","0.8623046875","0.8623046875","0.8623046875","0.88671875","0.88671875","0.88671875","0.921875","0.921875","0.921875","0.91015625","0.91015625","0.91015625","0.9169921875","0.9169921875","0.9169921875","0.904296875","0.904296875","0.904296875","0.869140625","0.869140625","0.869140625"
"3002","0.9521484375","0.9521484375","0.9521484375","0.94140625","0.94140625","0.94140625","0.8466796875","0.8466796875","0.8466796875","0.8779296875","0.8779296875","0.8779296875","0.8994140625","0.8994140625","0.8994140625","0.93359375","0.93359375","0.93359375","0.90625","0.90625","0.90625","0.9365234375","0.9365234375","0.9365234375","0.91015625","0.91015625","0.91015625","0.880859375","0.880859375","0.880859375"
"3003","0.9501953125","0.9501953125","0.9501953125","0.8994140625","0.8994140625","0.8994140625","0.8330078125","0.8330078125","0.8330078125","0.8828125","0.8828125","0.8828125","0.8974609375","0.8974609375","0.8974609375","0.91796875","0.91796875","0.91796875","0.8955078125","0.8955078125","0.8955078125","0.90625","0.90625","0.90625","0.892578125","0.892578125","0.892578125","0.884765625","0.884765625","0.884765625"
"3004","0.958984375","0.958984375","0.958984375","0.9326171875","0.9326171875","0.9326171875","0.8212890625","0.8212890625","0.8212890625","0.8671875","0.8671875","0.8671875","0.8896484375","0.8896484375","0.8896484375","0.9384765625","0.9384765625","0.9384765625","0.912109375","0.912109375","0.912109375","0.93359375","0.93359375","0.93359375","0.919921875","0.919921875","0.919921875","0.87109375","0.87109375","0.87109375"
"3005","0.951171875","0.951171875","0.951171875","0.9150390625","0.9150390625","0.9150390625","0.8369140625","0.8369140625","0.8369140625","0.8779296875","0.8779296875","0.8779296875","0.90625","0.90625","0.90625","0.9208984375","0.9208984375","0.9208984375","0.9033203125","0.9033203125","0.9033203125","0.916015625","0.916015625","0.916015625","0.896484375","0.896484375","0.896484375","0.8876953125","0.8876953125","0.8876953125"
"3006","0.9462890625","0.9462890625","0.9462890625","0.935546875","0.935546875","0.935546875","0.8505859375","0.8505859375","0.8505859375","0.8916015625","0.8916015625","0.8916015625","0.8935546875","0.8935546875","0.8935546875","0.9208984375","0.9208984375","0.9208984375","0.9189453125","0.9189453125","0.9189453125","0.923828125","0.923828125","0.923828125","0.9208984375","0.9208984375","0.9208984375","0.884765625","0.884765625","0.884765625"
"3007","0.9443359375","0.9443359375","0.9443359375","0.923828125","0.923828125","0.923828125","0.85546875","0.85546875","0.85546875","0.9091796875","0.9091796875","0.9091796875","0.9228515625","0.9228515625","0.9228515625","0.9248046875","0.9248046875","0.9248046875","0.9228515625","0.9228515625","0.9228515625","0.921875","0.921875","0.921875","0.927734375","0.927734375","0.927734375","0.896484375","0.896484375","0.896484375"
"3008","0.9462890625","0.9462890625","0.9462890625","0.9189453125","0.9189453125","0.9189453125","0.8447265625","0.8447265625","0.8447265625","0.875","0.875","0.875","0.89453125","0.89453125","0.89453125","0.9033203125","0.9033203125","0.9033203125","0.90625","0.90625","0.90625","0.8974609375","0.8974609375","0.8974609375","0.89453125","0.89453125","0.89453125","0.8828125","0.8828125","0.8828125"
"3009","0.9521484375","0.9521484375","0.9521484375","0.9375","0.9375","0.9375","0.853515625","0.853515625","0.853515625","0.884765625","0.884765625","0.884765625","0.8974609375","0.8974609375","0.8974609375","0.9169921875","0.9169921875","0.9169921875","0.9033203125","0.9033203125","0.9033203125","0.9248046875","0.9248046875","0.9248046875","0.9130859375","0.9130859375","0.9130859375","0.896484375","0.896484375","0.896484375"
"3010","0.943359375","0.943359375","0.943359375","0.947265625","0.947265625","0.947265625","0.86328125","0.86328125","0.86328125","0.875","0.875","0.875","0.884765625","0.884765625","0.884765625","0.91015625","0.91015625","0.91015625","0.9033203125","0.9033203125","0.9033203125","0.91796875","0.91796875","0.91796875","0.900390625","0.900390625","0.900390625","0.87109375","0.87109375","0.87109375"
"3011","0.9599609375","0.9599609375","0.9599609375","0.9228515625","0.9228515625","0.9228515625","0.8447265625","0.8447265625","0.8447265625","0.875","0.875","0.875","0.8837890625","0.8837890625","0.8837890625","0.8955078125","0.8955078125","0.8955078125","0.90234375","0.90234375","0.90234375","0.9052734375","0.9052734375","0.9052734375","0.8828125","0.8828125","0.8828125","0.8818359375","0.8818359375","0.8818359375"
"3013","0.953125","0.953125","0.953125","0.9345703125","0.9345703125","0.9345703125","0.865234375","0.865234375","0.865234375","0.9013671875","0.9013671875","0.9013671875","0.9091796875","0.9091796875","0.9091796875","0.90625","0.90625","0.90625","0.91796875","0.91796875","0.91796875","0.912109375","0.912109375","0.912109375","0.9111328125","0.9111328125","0.9111328125","0.888671875","0.888671875","0.888671875"
"3014","0.94921875","0.94921875","0.94921875","0.927734375","0.927734375","0.927734375","0.86328125","0.86328125","0.86328125","0.884765625","0.884765625","0.884765625","0.900390625","0.900390625","0.900390625","0.9130859375","0.9130859375","0.9130859375","0.9140625","0.9140625","0.9140625","0.9140625","0.9140625","0.9140625","0.91015625","0.91015625","0.91015625","0.8896484375","0.8896484375","0.8896484375"
"3015","0.947265625","0.947265625","0.947265625","0.9296875","0.9296875","0.9296875","0.861328125","0.861328125","0.861328125","0.8916015625","0.8916015625","0.8916015625","0.9052734375","0.9052734375","0.9052734375","0.91015625","0.91015625","0.91015625","0.9033203125","0.9033203125","0.9033203125","0.921875","0.921875","0.921875","0.896484375","0.896484375","0.896484375","0.8857421875","0.8857421875","0.8857421875"
"3016","0.94921875","0.94921875","0.94921875","0.9365234375","0.9365234375","0.9365234375","0.8330078125","0.8330078125","0.8330078125","0.8681640625","0.8681640625","0.8681640625","0.8798828125","0.8798828125","0.8798828125","0.92578125","0.92578125","0.92578125","0.8994140625","0.8994140625","0.8994140625","0.927734375","0.927734375","0.927734375","0.9013671875","0.9013671875","0.9013671875","0.8701171875","0.8701171875","0.8701171875"
"3017","0.93359375","0.93359375","0.93359375","0.931640625","0.931640625","0.931640625","0.86328125","0.86328125","0.86328125","0.9013671875","0.9013671875","0.9013671875","0.9052734375","0.9052734375","0.9052734375","0.9296875","0.9296875","0.9296875","0.9150390625","0.9150390625","0.9150390625","0.900390625","0.900390625","0.900390625","0.9189453125","0.9189453125","0.9189453125","0.8896484375","0.8896484375","0.8896484375"
"3018","0.9541015625","0.9541015625","0.9541015625","0.943359375","0.943359375","0.943359375","0.8583984375","0.8583984375","0.8583984375","0.884765625","0.884765625","0.884765625","0.9072265625","0.9072265625","0.9072265625","0.9296875","0.9296875","0.9296875","0.912109375","0.912109375","0.912109375","0.9375","0.9375","0.9375","0.9072265625","0.9072265625","0.9072265625","0.89453125","0.89453125","0.89453125"
"3019","0.94140625","0.94140625","0.94140625","0.921875","0.921875","0.921875","0.86328125","0.86328125","0.86328125","0.8779296875","0.8779296875","0.8779296875","0.896484375","0.896484375","0.896484375","0.916015625","0.916015625","0.916015625","0.8876953125","0.8876953125","0.8876953125","0.927734375","0.927734375","0.927734375","0.8994140625","0.8994140625","0.8994140625","0.869140625","0.869140625","0.869140625"
"3020","0.9609375","0.9609375","0.9609375","0.9248046875","0.9248046875","0.9248046875","0.8466796875","0.8466796875","0.8466796875","0.8740234375","0.8740234375","0.8740234375","0.8798828125","0.8798828125","0.8798828125","0.9150390625","0.9150390625","0.9150390625","0.89453125","0.89453125","0.89453125","0.9140625","0.9140625","0.9140625","0.900390625","0.900390625","0.900390625","0.86328125","0.86328125","0.86328125"
"3021","0.94921875","0.94921875","0.94921875","0.9189453125","0.9189453125","0.9189453125","0.869140625","0.869140625","0.869140625","0.869140625","0.869140625","0.869140625","0.8974609375","0.8974609375","0.8974609375","0.91015625","0.91015625","0.91015625","0.9140625","0.9140625","0.9140625","0.9111328125","0.9111328125","0.9111328125","0.900390625","0.900390625","0.900390625","0.8818359375","0.8818359375","0.8818359375"
"3022","0.955078125","0.955078125","0.955078125","0.9248046875","0.9248046875","0.9248046875","0.859375","0.859375","0.859375","0.87890625","0.87890625","0.87890625","0.8974609375","0.8974609375","0.8974609375","0.9091796875","0.9091796875","0.9091796875","0.908203125","0.908203125","0.908203125","0.91796875","0.91796875","0.91796875","0.908203125","0.908203125","0.908203125","0.8896484375","0.8896484375","0.8896484375"
"3023","0.95703125","0.95703125","0.95703125","0.9208984375","0.9208984375","0.9208984375","0.84765625","0.84765625","0.84765625","0.8740234375","0.8740234375","0.8740234375","0.8994140625","0.8994140625","0.8994140625","0.921875","0.921875","0.921875","0.916015625","0.916015625","0.916015625","0.912109375","0.912109375","0.912109375","0.9111328125","0.9111328125","0.9111328125","0.86328125","0.86328125","0.86328125"
"3024","0.943359375","0.943359375","0.943359375","0.931640625","0.931640625","0.931640625","0.857421875","0.857421875","0.857421875","0.8896484375","0.8896484375","0.8896484375","0.89453125","0.89453125","0.89453125","0.921875","0.921875","0.921875","0.91015625","0.91015625","0.91015625","0.9208984375","0.9208984375","0.9208984375","0.9033203125","0.9033203125","0.9033203125","0.880859375","0.880859375","0.880859375"
"3025","0.951171875","0.951171875","0.951171875","0.9384765625","0.9384765625","0.9384765625","0.85546875","0.85546875","0.85546875","0.88671875","0.88671875","0.88671875","0.91015625","0.91015625","0.91015625","0.919921875","0.919921875","0.919921875","0.9150390625","0.9150390625","0.9150390625","0.9287109375","0.9287109375","0.9287109375","0.9306640625","0.9306640625","0.9306640625","0.8876953125","0.8876953125","0.8876953125"
"3026","0.9482421875","0.9482421875","0.9482421875","0.921875","0.921875","0.921875","0.8603515625","0.8603515625","0.8603515625","0.88671875","0.88671875","0.88671875","0.8994140625","0.8994140625","0.8994140625","0.9150390625","0.9150390625","0.9150390625","0.8994140625","0.8994140625","0.8994140625","0.9248046875","0.9248046875","0.9248046875","0.8984375","0.8984375","0.8984375","0.8779296875","0.8779296875","0.8779296875"
"3027","0.9501953125","0.9501953125","0.9501953125","0.9404296875","0.9404296875","0.9404296875","0.8310546875","0.8310546875","0.8310546875","0.8642578125","0.8642578125","0.8642578125","0.888671875","0.888671875","0.888671875","0.9248046875","0.9248046875","0.9248046875","0.8955078125","0.8955078125","0.8955078125","0.9189453125","0.9189453125","0.9189453125","0.8984375","0.8984375","0.8984375","0.8603515625","0.8603515625","0.8603515625"
"3028","0.9443359375","0.9443359375","0.9443359375","0.908203125","0.908203125","0.908203125","0.85546875","0.85546875","0.85546875","0.884765625","0.884765625","0.884765625","0.880859375","0.880859375","0.880859375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625","0.89453125","0.89453125","0.89453125","0.9111328125","0.9111328125","0.9111328125","0.8857421875","0.8857421875","0.8857421875"
"3029","0.9501953125","0.9501953125","0.9501953125","0.923828125","0.923828125","0.923828125","0.8486328125","0.8486328125","0.8486328125","0.8857421875","0.8857421875","0.8857421875","0.9111328125","0.9111328125","0.9111328125","0.916015625","0.916015625","0.916015625","0.916015625","0.916015625","0.916015625","0.92578125","0.92578125","0.92578125","0.927734375","0.927734375","0.927734375","0.884765625","0.884765625","0.884765625"
"3030","0.9404296875","0.9404296875","0.9404296875","0.9384765625","0.9384765625","0.9384765625","0.861328125","0.861328125","0.861328125","0.88671875","0.88671875","0.88671875","0.8828125","0.8828125","0.8828125","0.9130859375","0.9130859375","0.9130859375","0.90234375","0.90234375","0.90234375","0.8994140625","0.8994140625","0.8994140625","0.904296875","0.904296875","0.904296875","0.8720703125","0.8720703125","0.8720703125"
"3031","0.951171875","0.951171875","0.951171875","0.923828125","0.923828125","0.923828125","0.87109375","0.87109375","0.87109375","0.8974609375","0.8974609375","0.8974609375","0.90625","0.90625","0.90625","0.9208984375","0.9208984375","0.9208984375","0.9169921875","0.9169921875","0.9169921875","0.9169921875","0.9169921875","0.9169921875","0.9169921875","0.9169921875","0.9169921875","0.8916015625","0.8916015625","0.8916015625"
"3032","0.9404296875","0.9404296875","0.9404296875","0.9375","0.9375","0.9375","0.8369140625","0.8369140625","0.8369140625","0.8505859375","0.8505859375","0.8505859375","0.873046875","0.873046875","0.873046875","0.90625","0.90625","0.90625","0.8994140625","0.8994140625","0.8994140625","0.916015625","0.916015625","0.916015625","0.896484375","0.896484375","0.896484375","0.8544921875","0.8544921875","0.8544921875"
"3033","0.9404296875","0.9404296875","0.9404296875","0.9384765625","0.9384765625","0.9384765625","0.86328125","0.86328125","0.86328125","0.8740234375","0.8740234375","0.8740234375","0.896484375","0.896484375","0.896484375","0.9052734375","0.9052734375","0.9052734375","0.9072265625","0.9072265625","0.9072265625","0.908203125","0.908203125","0.908203125","0.904296875","0.904296875","0.904296875","0.87890625","0.87890625","0.87890625"
