"Step","tracer_ema_up_freq_1 - Teacher_teacher_student_kl_combined","tracer_ema_up_freq_1 - Teacher_teacher_student_kl_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_student_kl_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_student_kl_combined","tracer_ema_up_freq_500 - Teacher_teacher_student_kl_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_2500 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_1000 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_500 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_student_kl_combined__MAX","tracer_beta_1.5 - Teacher_teacher_student_kl_combined","tracer_beta_1.5 - Teacher_teacher_student_kl_combined__MIN","tracer_beta_1.5 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_50 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_student_kl_combined__MAX","tracer_beta_1.0 - Teacher_teacher_student_kl_combined","tracer_beta_1.0 - Teacher_teacher_student_kl_combined__MIN","tracer_beta_1.0 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_5 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_student_kl_combined__MAX","tracer_beta_0.2 - Teacher_teacher_student_kl_combined","tracer_beta_0.2 - Teacher_teacher_student_kl_combined__MIN","tracer_beta_0.2 - Teacher_teacher_student_kl_combined__MAX"
"1449","0.0024362378753721714","0.0024362378753721714","0.0024362378753721714","0.03733910620212555","0.03733910620212555","0.03733910620212555","0.24844452738761902","0.24844452738761902","0.24844452738761902","0.1634587198495865","0.1634587198495865","0.1634587198495865","0.1378498077392578","0.1378498077392578","0.1378498077392578","0.03814272582530975","0.03814272582530975","0.03814272582530975","0.08602753281593323","0.08602753281593323","0.08602753281593323","0.043543484061956406","0.043543484061956406","0.043543484061956406","0.0789744108915329","0.0789744108915329","0.0789744108915329","0.14178991317749023","0.14178991317749023","0.14178991317749023"
"1450","0.0026462196838110685","0.0026462196838110685","0.0026462196838110685","0.03472291678190231","0.03472291678190231","0.03472291678190231","0.25391778349876404","0.25391778349876404","0.25391778349876404","0.1705281138420105","0.1705281138420105","0.1705281138420105","0.13950693607330322","0.13950693607330322","0.13950693607330322","0.035588424652814865","0.035588424652814865","0.035588424652814865","0.08395333588123322","0.08395333588123322","0.08395333588123322","0.043407998979091644","0.043407998979091644","0.043407998979091644","0.07701841741800308","0.07701841741800308","0.07701841741800308","0.1495000571012497","0.1495000571012497","0.1495000571012497"
"1451","0.0026812765281647444","0.0026812765281647444","0.0026812765281647444","0.03408315032720566","0.03408315032720566","0.03408315032720566","0.25511762499809265","0.25511762499809265","0.25511762499809265","0.1607704758644104","0.1607704758644104","0.1607704758644104","0.12505203485488892","0.12505203485488892","0.12505203485488892","0.03367763012647629","0.03367763012647629","0.03367763012647629","0.07725471258163452","0.07725471258163452","0.07725471258163452","0.03939923644065857","0.03939923644065857","0.03939923644065857","0.0704331248998642","0.0704331248998642","0.0704331248998642","0.13425438106060028","0.13425438106060028","0.13425438106060028"
"1452","0.0028622669633477926","0.0028622669633477926","0.0028622669633477926","0.032601527869701385","0.032601527869701385","0.032601527869701385","0.21822986006736755","0.21822986006736755","0.21822986006736755","0.1478540599346161","0.1478540599346161","0.1478540599346161","0.1205819696187973","0.1205819696187973","0.1205819696187973","0.02982853539288044","0.02982853539288044","0.02982853539288044","0.07420535385608673","0.07420535385608673","0.07420535385608673","0.0394701212644577","0.0394701212644577","0.0394701212644577","0.06746450066566467","0.06746450066566467","0.06746450066566467","0.12780548632144928","0.12780548632144928","0.12780548632144928"
"1453","0.0031593518797308207","0.0031593518797308207","0.0031593518797308207","0.03456462547183037","0.03456462547183037","0.03456462547183037","0.2462814748287201","0.2462814748287201","0.2462814748287201","0.16263173520565033","0.16263173520565033","0.16263173520565033","0.1279352605342865","0.1279352605342865","0.1279352605342865","0.03348520025610924","0.03348520025610924","0.03348520025610924","0.07920719683170319","0.07920719683170319","0.07920719683170319","0.040234483778476715","0.040234483778476715","0.040234483778476715","0.07176622748374939","0.07176622748374939","0.07176622748374939","0.14110822975635529","0.14110822975635529","0.14110822975635529"
"1454","0.003291852306574583","0.003291852306574583","0.003291852306574583","0.03866507112979889","0.03866507112979889","0.03866507112979889","0.2569997310638428","0.2569997310638428","0.2569997310638428","0.1765744984149933","0.1765744984149933","0.1765744984149933","0.13667821884155273","0.13667821884155273","0.13667821884155273","0.04007487744092941","0.04007487744092941","0.04007487744092941","0.08931601047515869","0.08931601047515869","0.08931601047515869","0.05181014910340309","0.05181014910340309","0.05181014910340309","0.08206938207149506","0.08206938207149506","0.08206938207149506","0.14849266409873962","0.14849266409873962","0.14849266409873962"
"1455","0.0025878706946969032","0.0025878706946969032","0.0025878706946969032","0.03534046560525894","0.03534046560525894","0.03534046560525894","0.24671246111392975","0.24671246111392975","0.24671246111392975","0.16321402788162231","0.16321402788162231","0.16321402788162231","0.12797139585018158","0.12797139585018158","0.12797139585018158","0.033300578594207764","0.033300578594207764","0.033300578594207764","0.07681749761104584","0.07681749761104584","0.07681749761104584","0.042163822799921036","0.042163822799921036","0.042163822799921036","0.0712050125002861","0.0712050125002861","0.0712050125002861","0.13873963057994843","0.13873963057994843","0.13873963057994843"
"1456","0.00323999160900712","0.00323999160900712","0.00323999160900712","0.03331632912158966","0.03331632912158966","0.03331632912158966","0.23908616602420807","0.23908616602420807","0.23908616602420807","0.15630948543548584","0.15630948543548584","0.15630948543548584","0.12231428176164627","0.12231428176164627","0.12231428176164627","0.035356853157281876","0.035356853157281876","0.035356853157281876","0.07795630395412445","0.07795630395412445","0.07795630395412445","0.041235361248254776","0.041235361248254776","0.041235361248254776","0.0705108568072319","0.0705108568072319","0.0705108568072319","0.13664494454860687","0.13664494454860687","0.13664494454860687"
"1457","0.002896785270422697","0.002896785270422697","0.002896785270422697","0.030614150688052177","0.030614150688052177","0.030614150688052177","0.23229637742042542","0.23229637742042542","0.23229637742042542","0.15024462342262268","0.15024462342262268","0.15024462342262268","0.12159062922000885","0.12159062922000885","0.12159062922000885","0.02809041552245617","0.02809041552245617","0.02809041552245617","0.0719166249036789","0.0719166249036789","0.0719166249036789","0.03648872300982475","0.03648872300982475","0.03648872300982475","0.06597717106342316","0.06597717106342316","0.06597717106342316","0.12771204113960266","0.12771204113960266","0.12771204113960266"
"1458","0.0027920708525925875","0.0027920708525925875","0.0027920708525925875","0.039115890860557556","0.039115890860557556","0.039115890860557556","0.2414601594209671","0.2414601594209671","0.2414601594209671","0.15487678349018097","0.15487678349018097","0.15487678349018097","0.12966769933700562","0.12966769933700562","0.12966769933700562","0.0348215252161026","0.0348215252161026","0.0348215252161026","0.07869919389486313","0.07869919389486313","0.07869919389486313","0.04059047996997833","0.04059047996997833","0.04059047996997833","0.07089109718799591","0.07089109718799591","0.07089109718799591","0.13085126876831055","0.13085126876831055","0.13085126876831055"
"1459","0.00265153544023633","0.00265153544023633","0.00265153544023633","0.038583122193813324","0.038583122193813324","0.038583122193813324","0.218158558011055","0.218158558011055","0.218158558011055","0.1504306197166443","0.1504306197166443","0.1504306197166443","0.11451614648103714","0.11451614648103714","0.11451614648103714","0.03171846270561218","0.03171846270561218","0.03171846270561218","0.07442648708820343","0.07442648708820343","0.07442648708820343","0.0418076366186142","0.0418076366186142","0.0418076366186142","0.06726189702749252","0.06726189702749252","0.06726189702749252","0.1195131242275238","0.1195131242275238","0.1195131242275238"
"1460","0.0023129149340093136","0.0023129149340093136","0.0023129149340093136","0.03395378962159157","0.03395378962159157","0.03395378962159157","0.2517860531806946","0.2517860531806946","0.2517860531806946","0.16795788705348969","0.16795788705348969","0.16795788705348969","0.1379772275686264","0.1379772275686264","0.1379772275686264","0.03125856816768646","0.03125856816768646","0.03125856816768646","0.09271100908517838","0.09271100908517838","0.09271100908517838","0.04072070121765137","0.04072070121765137","0.04072070121765137","0.08356228470802307","0.08356228470802307","0.08356228470802307","0.1516343504190445","0.1516343504190445","0.1516343504190445"
"1461","0.002834403421729803","0.002834403421729803","0.002834403421729803","0.030599040910601616","0.030599040910601616","0.030599040910601616","0.23781394958496094","0.23781394958496094","0.23781394958496094","0.15398675203323364","0.15398675203323364","0.15398675203323364","0.12135772407054901","0.12135772407054901","0.12135772407054901","0.029996279627084732","0.029996279627084732","0.029996279627084732","0.07155869901180267","0.07155869901180267","0.07155869901180267","0.03661070391535759","0.03661070391535759","0.03661070391535759","0.06409212946891785","0.06409212946891785","0.06409212946891785","0.12847872078418732","0.12847872078418732","0.12847872078418732"
"1462","0.0028654083143919706","0.0028654083143919706","0.0028654083143919706","0.026323888450860977","0.026323888450860977","0.026323888450860977","0.21015967428684235","0.21015967428684235","0.21015967428684235","0.13279886543750763","0.13279886543750763","0.13279886543750763","0.10861407220363617","0.10861407220363617","0.10861407220363617","0.02804386615753174","0.02804386615753174","0.02804386615753174","0.06434578448534012","0.06434578448534012","0.06434578448534012","0.03341934457421303","0.03341934457421303","0.03341934457421303","0.05788002908229828","0.05788002908229828","0.05788002908229828","0.11522415280342102","0.11522415280342102","0.11522415280342102"
"1463","0.0037263038102537394","0.0037263038102537394","0.0037263038102537394","0.03423292934894562","0.03423292934894562","0.03423292934894562","0.22574682533740997","0.22574682533740997","0.22574682533740997","0.1386508047580719","0.1386508047580719","0.1386508047580719","0.11248769611120224","0.11248769611120224","0.11248769611120224","0.03021221049129963","0.03021221049129963","0.03021221049129963","0.06616921722888947","0.06616921722888947","0.06616921722888947","0.038259997963905334","0.038259997963905334","0.038259997963905334","0.061232924461364746","0.061232924461364746","0.061232924461364746","0.11526349186897278","0.11526349186897278","0.11526349186897278"
"1464","0.0031627463176846504","0.0031627463176846504","0.0031627463176846504","0.038661617785692215","0.038661617785692215","0.038661617785692215","0.24186380207538605","0.24186380207538605","0.24186380207538605","0.15861034393310547","0.15861034393310547","0.15861034393310547","0.11955433338880539","0.11955433338880539","0.11955433338880539","0.030785836279392242","0.030785836279392242","0.030785836279392242","0.07612285017967224","0.07612285017967224","0.07612285017967224","0.043166182935237885","0.043166182935237885","0.043166182935237885","0.06731490790843964","0.06731490790843964","0.06731490790843964","0.13203927874565125","0.13203927874565125","0.13203927874565125"
"1465","0.0030860942788422108","0.0030860942788422108","0.0030860942788422108","0.032183993607759476","0.032183993607759476","0.032183993607759476","0.2273230254650116","0.2273230254650116","0.2273230254650116","0.14523163437843323","0.14523163437843323","0.14523163437843323","0.11938028037548065","0.11938028037548065","0.11938028037548065","0.02844197116792202","0.02844197116792202","0.02844197116792202","0.06506575644016266","0.06506575644016266","0.06506575644016266","0.03471870347857475","0.03471870347857475","0.03471870347857475","0.056152720004320145","0.056152720004320145","0.056152720004320145","0.11973370611667633","0.11973370611667633","0.11973370611667633"
"1466","0.0024998397566378117","0.0024998397566378117","0.0024998397566378117","0.031176399439573288","0.031176399439573288","0.031176399439573288","0.23264430463314056","0.23264430463314056","0.23264430463314056","0.15828478336334229","0.15828478336334229","0.15828478336334229","0.1301247775554657","0.1301247775554657","0.1301247775554657","0.030303863808512688","0.030303863808512688","0.030303863808512688","0.08361361920833588","0.08361361920833588","0.08361361920833588","0.03799118846654892","0.03799118846654892","0.03799118846654892","0.06956012547016144","0.06956012547016144","0.06956012547016144","0.131860613822937","0.131860613822937","0.131860613822937"
"1467","0.0023450241424143314","0.0023450241424143314","0.0023450241424143314","0.028356771916151047","0.028356771916151047","0.028356771916151047","0.24343910813331604","0.24343910813331604","0.24343910813331604","0.15886805951595306","0.15886805951595306","0.15886805951595306","0.12333816289901733","0.12333816289901733","0.12333816289901733","0.027955668047070503","0.027955668047070503","0.027955668047070503","0.07257628440856934","0.07257628440856934","0.07257628440856934","0.035315368324518204","0.035315368324518204","0.035315368324518204","0.06751006096601486","0.06751006096601486","0.06751006096601486","0.13395468890666962","0.13395468890666962","0.13395468890666962"
"1468","0.0027829427272081375","0.0027829427272081375","0.0027829427272081375","0.03230859711766243","0.03230859711766243","0.03230859711766243","0.24114581942558289","0.24114581942558289","0.24114581942558289","0.15389929711818695","0.15389929711818695","0.15389929711818695","0.12274825572967529","0.12274825572967529","0.12274825572967529","0.028830457478761673","0.028830457478761673","0.028830457478761673","0.07116007804870605","0.07116007804870605","0.07116007804870605","0.03535652905702591","0.03535652905702591","0.03535652905702591","0.06567616760730743","0.06567616760730743","0.06567616760730743","0.12796558439731598","0.12796558439731598","0.12796558439731598"
"1469","0.0028677284717559814","0.0028677284717559814","0.0028677284717559814","0.02936551347374916","0.02936551347374916","0.02936551347374916","0.2123861312866211","0.2123861312866211","0.2123861312866211","0.13393914699554443","0.13393914699554443","0.13393914699554443","0.11193571239709854","0.11193571239709854","0.11193571239709854","0.024777071550488472","0.024777071550488472","0.024777071550488472","0.07123073190450668","0.07123073190450668","0.07123073190450668","0.03549133613705635","0.03549133613705635","0.03549133613705635","0.06291135400533676","0.06291135400533676","0.06291135400533676","0.11416689306497574","0.11416689306497574","0.11416689306497574"
"1470","0.0029177318792790174","0.0029177318792790174","0.0029177318792790174","0.036402978003025055","0.036402978003025055","0.036402978003025055","0.24774742126464844","0.24774742126464844","0.24774742126464844","0.16935154795646667","0.16935154795646667","0.16935154795646667","0.1353072226047516","0.1353072226047516","0.1353072226047516","0.0332021564245224","0.0332021564245224","0.0332021564245224","0.08126938343048096","0.08126938343048096","0.08126938343048096","0.039919376373291016","0.039919376373291016","0.039919376373291016","0.0706297904253006","0.0706297904253006","0.0706297904253006","0.1409858763217926","0.1409858763217926","0.1409858763217926"
"1471","0.003219971898943186","0.003219971898943186","0.003219971898943186","0.02891719341278076","0.02891719341278076","0.02891719341278076","0.23106256127357483","0.23106256127357483","0.23106256127357483","0.14898419380187988","0.14898419380187988","0.14898419380187988","0.11476551741361618","0.11476551741361618","0.11476551741361618","0.03326873481273651","0.03326873481273651","0.03326873481273651","0.06553541123867035","0.06553541123867035","0.06553541123867035","0.03331241011619568","0.03331241011619568","0.03331241011619568","0.05928477272391319","0.05928477272391319","0.05928477272391319","0.12404534220695496","0.12404534220695496","0.12404534220695496"
"1472","0.0034267501905560493","0.0034267501905560493","0.0034267501905560493","0.030812598764896393","0.030812598764896393","0.030812598764896393","0.23827233910560608","0.23827233910560608","0.23827233910560608","0.16470251977443695","0.16470251977443695","0.16470251977443695","0.1313502937555313","0.1313502937555313","0.1313502937555313","0.03081509843468666","0.03081509843468666","0.03081509843468666","0.07467134296894073","0.07467134296894073","0.07467134296894073","0.042457133531570435","0.042457133531570435","0.042457133531570435","0.06589449197053909","0.06589449197053909","0.06589449197053909","0.13404908776283264","0.13404908776283264","0.13404908776283264"
"1473","0.0033210723195225","0.0033210723195225","0.0033210723195225","0.02984551712870598","0.02984551712870598","0.02984551712870598","0.23717762529850006","0.23717762529850006","0.23717762529850006","0.15261071920394897","0.15261071920394897","0.15261071920394897","0.12281236797571182","0.12281236797571182","0.12281236797571182","0.030858486890792847","0.030858486890792847","0.030858486890792847","0.07471680641174316","0.07471680641174316","0.07471680641174316","0.03912140429019928","0.03912140429019928","0.03912140429019928","0.07036978006362915","0.07036978006362915","0.07036978006362915","0.128076434135437","0.128076434135437","0.128076434135437"
"1474","0.0034241648390889168","0.0034241648390889168","0.0034241648390889168","0.03804474323987961","0.03804474323987961","0.03804474323987961","0.22889505326747894","0.22889505326747894","0.22889505326747894","0.15274102985858917","0.15274102985858917","0.15274102985858917","0.1257639229297638","0.1257639229297638","0.1257639229297638","0.03630188852548599","0.03630188852548599","0.03630188852548599","0.08190488070249557","0.08190488070249557","0.08190488070249557","0.04835672676563263","0.04835672676563263","0.04835672676563263","0.07600429654121399","0.07600429654121399","0.07600429654121399","0.13558931648731232","0.13558931648731232","0.13558931648731232"
"1475","0.0024539618752896786","0.0024539618752896786","0.0024539618752896786","0.040143467485904694","0.040143467485904694","0.040143467485904694","0.24045714735984802","0.24045714735984802","0.24045714735984802","0.16775000095367432","0.16775000095367432","0.16775000095367432","0.13451653718948364","0.13451653718948364","0.13451653718948364","0.03770871460437775","0.03770871460437775","0.03770871460437775","0.08270134031772614","0.08270134031772614","0.08270134031772614","0.04741473123431206","0.04741473123431206","0.04741473123431206","0.07602933049201965","0.07602933049201965","0.07602933049201965","0.14046522974967957","0.14046522974967957","0.14046522974967957"
"1476","0.0030431372579187155","0.0030431372579187155","0.0030431372579187155","0.028858665376901627","0.028858665376901627","0.028858665376901627","0.24017003178596497","0.24017003178596497","0.24017003178596497","0.15583357214927673","0.15583357214927673","0.15583357214927673","0.12226887047290802","0.12226887047290802","0.12226887047290802","0.03125803917646408","0.03125803917646408","0.03125803917646408","0.06976935267448425","0.06976935267448425","0.06976935267448425","0.03479989618062973","0.03479989618062973","0.03479989618062973","0.06232732534408569","0.06232732534408569","0.06232732534408569","0.12580585479736328","0.12580585479736328","0.12580585479736328"
"1477","0.0022433227859437466","0.0022433227859437466","0.0022433227859437466","0.034165576100349426","0.034165576100349426","0.034165576100349426","0.2111082673072815","0.2111082673072815","0.2111082673072815","0.14479777216911316","0.14479777216911316","0.14479777216911316","0.11961083114147186","0.11961083114147186","0.11961083114147186","0.03397718816995621","0.03397718816995621","0.03397718816995621","0.07706443965435028","0.07706443965435028","0.07706443965435028","0.04158565774559975","0.04158565774559975","0.04158565774559975","0.0721130520105362","0.0721130520105362","0.0721130520105362","0.12748441100120544","0.12748441100120544","0.12748441100120544"
"1478","0.0027272957377135754","0.0027272957377135754","0.0027272957377135754","0.02854825183749199","0.02854825183749199","0.02854825183749199","0.2176550328731537","0.2176550328731537","0.2176550328731537","0.13598667085170746","0.13598667085170746","0.13598667085170746","0.11045576632022858","0.11045576632022858","0.11045576632022858","0.031119823455810547","0.031119823455810547","0.031119823455810547","0.07014299929141998","0.07014299929141998","0.07014299929141998","0.04225091636180878","0.04225091636180878","0.04225091636180878","0.06762737780809402","0.06762737780809402","0.06762737780809402","0.11818067729473114","0.11818067729473114","0.11818067729473114"
"1479","0.0031997745390981436","0.0031997745390981436","0.0031997745390981436","0.04033064469695091","0.04033064469695091","0.04033064469695091","0.2560044527053833","0.2560044527053833","0.2560044527053833","0.16310898959636688","0.16310898959636688","0.16310898959636688","0.12904615700244904","0.12904615700244904","0.12904615700244904","0.03820914030075073","0.03820914030075073","0.03820914030075073","0.08202672749757767","0.08202672749757767","0.08202672749757767","0.046192072331905365","0.046192072331905365","0.046192072331905365","0.07358583062887192","0.07358583062887192","0.07358583062887192","0.14300298690795898","0.14300298690795898","0.14300298690795898"
"1480","0.002732906024903059","0.002732906024903059","0.002732906024903059","0.034495703876018524","0.034495703876018524","0.034495703876018524","0.2402740716934204","0.2402740716934204","0.2402740716934204","0.15211376547813416","0.15211376547813416","0.15211376547813416","0.12091653794050217","0.12091653794050217","0.12091653794050217","0.032753050327301025","0.032753050327301025","0.032753050327301025","0.07197006791830063","0.07197006791830063","0.07197006791830063","0.041806720197200775","0.041806720197200775","0.041806720197200775","0.0695170909166336","0.0695170909166336","0.0695170909166336","0.12690643966197968","0.12690643966197968","0.12690643966197968"
"1481","0.0028854557313024998","0.0028854557313024998","0.0028854557313024998","0.0312285665422678","0.0312285665422678","0.0312285665422678","0.24391856789588928","0.24391856789588928","0.24391856789588928","0.16238543391227722","0.16238543391227722","0.16238543391227722","0.1317393183708191","0.1317393183708191","0.1317393183708191","0.026997653767466545","0.026997653767466545","0.026997653767466545","0.07415063679218292","0.07415063679218292","0.07415063679218292","0.03319844231009483","0.03319844231009483","0.03319844231009483","0.06481156498193741","0.06481156498193741","0.06481156498193741","0.1381949782371521","0.1381949782371521","0.1381949782371521"
"1482","0.002860027365386486","0.002860027365386486","0.002860027365386486","0.032541871070861816","0.032541871070861816","0.032541871070861816","0.24083483219146729","0.24083483219146729","0.24083483219146729","0.15485361218452454","0.15485361218452454","0.15485361218452454","0.12085087597370148","0.12085087597370148","0.12085087597370148","0.031214451417326927","0.031214451417326927","0.031214451417326927","0.07805326581001282","0.07805326581001282","0.07805326581001282","0.03608861565589905","0.03608861565589905","0.03608861565589905","0.07128837704658508","0.07128837704658508","0.07128837704658508","0.13005107641220093","0.13005107641220093","0.13005107641220093"
"1483","0.0035386860836297274","0.0035386860836297274","0.0035386860836297274","0.03357172757387161","0.03357172757387161","0.03357172757387161","0.25205308198928833","0.25205308198928833","0.25205308198928833","0.15357932448387146","0.15357932448387146","0.15357932448387146","0.1197199821472168","0.1197199821472168","0.1197199821472168","0.030609842389822006","0.030609842389822006","0.030609842389822006","0.07113634049892426","0.07113634049892426","0.07113634049892426","0.038720495998859406","0.038720495998859406","0.038720495998859406","0.06375586241483688","0.06375586241483688","0.06375586241483688","0.12624743580818176","0.12624743580818176","0.12624743580818176"
"1484","0.002559061860665679","0.002559061860665679","0.002559061860665679","0.03376910090446472","0.03376910090446472","0.03376910090446472","0.23392315208911896","0.23392315208911896","0.23392315208911896","0.1550946831703186","0.1550946831703186","0.1550946831703186","0.12453176081180573","0.12453176081180573","0.12453176081180573","0.030959440395236015","0.030959440395236015","0.030959440395236015","0.07338692247867584","0.07338692247867584","0.07338692247867584","0.03761328011751175","0.03761328011751175","0.03761328011751175","0.06546851992607117","0.06546851992607117","0.06546851992607117","0.12636522948741913","0.12636522948741913","0.12636522948741913"
"1485","0.002529367571696639","0.002529367571696639","0.002529367571696639","0.0362062007188797","0.0362062007188797","0.0362062007188797","0.2386856973171234","0.2386856973171234","0.2386856973171234","0.14747737348079681","0.14747737348079681","0.14747737348079681","0.1196894496679306","0.1196894496679306","0.1196894496679306","0.03017376735806465","0.03017376735806465","0.03017376735806465","0.07533679902553558","0.07533679902553558","0.07533679902553558","0.03867040574550629","0.03867040574550629","0.03867040574550629","0.06802858412265778","0.06802858412265778","0.06802858412265778","0.12694530189037323","0.12694530189037323","0.12694530189037323"
"1486","0.0025346698239445686","0.0025346698239445686","0.0025346698239445686","0.03602221608161926","0.03602221608161926","0.03602221608161926","0.2463914304971695","0.2463914304971695","0.2463914304971695","0.16200973093509674","0.16200973093509674","0.16200973093509674","0.12728287279605865","0.12728287279605865","0.12728287279605865","0.03203399106860161","0.03203399106860161","0.03203399106860161","0.0728103369474411","0.0728103369474411","0.0728103369474411","0.038493700325489044","0.038493700325489044","0.038493700325489044","0.06579570472240448","0.06579570472240448","0.06579570472240448","0.1304970234632492","0.1304970234632492","0.1304970234632492"
"1487","0.0027212072163820267","0.0027212072163820267","0.0027212072163820267","0.029738010838627815","0.029738010838627815","0.029738010838627815","0.22649896144866943","0.22649896144866943","0.22649896144866943","0.14754697680473328","0.14754697680473328","0.14754697680473328","0.1192331612110138","0.1192331612110138","0.1192331612110138","0.02823435701429844","0.02823435701429844","0.02823435701429844","0.07151050865650177","0.07151050865650177","0.07151050865650177","0.035243742167949677","0.035243742167949677","0.035243742167949677","0.06293049454689026","0.06293049454689026","0.06293049454689026","0.1252603679895401","0.1252603679895401","0.1252603679895401"
"1488","0.0032404703088104725","0.0032404703088104725","0.0032404703088104725","0.037870142608881","0.037870142608881","0.037870142608881","0.23758646845817566","0.23758646845817566","0.23758646845817566","0.15390193462371826","0.15390193462371826","0.15390193462371826","0.1264691948890686","0.1264691948890686","0.1264691948890686","0.035951659083366394","0.035951659083366394","0.035951659083366394","0.07689657807350159","0.07689657807350159","0.07689657807350159","0.04096204787492752","0.04096204787492752","0.04096204787492752","0.06993710994720459","0.06993710994720459","0.06993710994720459","0.13200746476650238","0.13200746476650238","0.13200746476650238"
"1489","0.002934445161372423","0.002934445161372423","0.002934445161372423","0.04064314812421799","0.04064314812421799","0.04064314812421799","0.2733938992023468","0.2733938992023468","0.2733938992023468","0.18569059669971466","0.18569059669971466","0.18569059669971466","0.15014773607254028","0.15014773607254028","0.15014773607254028","0.04462122544646263","0.04462122544646263","0.04462122544646263","0.09841953217983246","0.09841953217983246","0.09841953217983246","0.05368874967098236","0.05368874967098236","0.05368874967098236","0.08749525249004364","0.08749525249004364","0.08749525249004364","0.16458262503147125","0.16458262503147125","0.16458262503147125"
"1490","0.0029847468249499798","0.0029847468249499798","0.0029847468249499798","0.03249054774641991","0.03249054774641991","0.03249054774641991","0.24062740802764893","0.24062740802764893","0.24062740802764893","0.161200612783432","0.161200612783432","0.161200612783432","0.1330932080745697","0.1330932080745697","0.1330932080745697","0.03415678068995476","0.03415678068995476","0.03415678068995476","0.08592623472213745","0.08592623472213745","0.08592623472213745","0.04332594573497772","0.04332594573497772","0.04332594573497772","0.07597915828227997","0.07597915828227997","0.07597915828227997","0.14078277349472046","0.14078277349472046","0.14078277349472046"
"1491","0.0027210377156734467","0.0027210377156734467","0.0027210377156734467","0.03845355659723282","0.03845355659723282","0.03845355659723282","0.23983275890350342","0.23983275890350342","0.23983275890350342","0.15487167239189148","0.15487167239189148","0.15487167239189148","0.13027900457382202","0.13027900457382202","0.13027900457382202","0.03566836938261986","0.03566836938261986","0.03566836938261986","0.08330939710140228","0.08330939710140228","0.08330939710140228","0.045692719519138336","0.045692719519138336","0.045692719519138336","0.07402007281780243","0.07402007281780243","0.07402007281780243","0.13053354620933533","0.13053354620933533","0.13053354620933533"
"1492","0.0038993179332464933","0.0038993179332464933","0.0038993179332464933","0.03899466618895531","0.03899466618895531","0.03899466618895531","0.24649843573570251","0.24649843573570251","0.24649843573570251","0.16443069279193878","0.16443069279193878","0.16443069279193878","0.1377672255039215","0.1377672255039215","0.1377672255039215","0.03239595144987106","0.03239595144987106","0.03239595144987106","0.08031690120697021","0.08031690120697021","0.08031690120697021","0.04517942667007446","0.04517942667007446","0.04517942667007446","0.07564445585012436","0.07564445585012436","0.07564445585012436","0.1382724642753601","0.1382724642753601","0.1382724642753601"
"1493","0.002838641172274947","0.002838641172274947","0.002838641172274947","0.032976455986499786","0.032976455986499786","0.032976455986499786","0.24331068992614746","0.24331068992614746","0.24331068992614746","0.1550767421722412","0.1550767421722412","0.1550767421722412","0.12555155158042908","0.12555155158042908","0.12555155158042908","0.03406144678592682","0.03406144678592682","0.03406144678592682","0.07817265391349792","0.07817265391349792","0.07817265391349792","0.03722820430994034","0.03722820430994034","0.03722820430994034","0.07026337087154388","0.07026337087154388","0.07026337087154388","0.130228191614151","0.130228191614151","0.130228191614151"
"1494","0.002658592537045479","0.002658592537045479","0.002658592537045479","0.029606137424707413","0.029606137424707413","0.029606137424707413","0.24364957213401794","0.24364957213401794","0.24364957213401794","0.15577997267246246","0.15577997267246246","0.15577997267246246","0.1239224299788475","0.1239224299788475","0.1239224299788475","0.03120321035385132","0.03120321035385132","0.03120321035385132","0.08279412239789963","0.08279412239789963","0.08279412239789963","0.042267292737960815","0.042267292737960815","0.042267292737960815","0.0765267089009285","0.0765267089009285","0.0765267089009285","0.13206413388252258","0.13206413388252258","0.13206413388252258"
