"Step","tracer_ema_up_freq_1 - Teacher_teacher_student_kl_combined","tracer_ema_up_freq_1 - Teacher_teacher_student_kl_combined__MIN","tracer_ema_up_freq_1 - Teacher_teacher_student_kl_combined__MAX","tracer_ema_up_freq_500 - Teacher_teacher_student_kl_combined","tracer_ema_up_freq_500 - Teacher_teacher_student_kl_combined__MIN","tracer_ema_up_freq_500 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_2500 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_2500 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_2500 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_1000 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_1000 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_1000 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_500 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_500 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_500 - Teacher_teacher_student_kl_combined__MAX","tracer_beta_1.5 - Teacher_teacher_student_kl_combined","tracer_beta_1.5 - Teacher_teacher_student_kl_combined__MIN","tracer_beta_1.5 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_50 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_50 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_50 - Teacher_teacher_student_kl_combined__MAX","tracer_beta_1.0 - Teacher_teacher_student_kl_combined","tracer_beta_1.0 - Teacher_teacher_student_kl_combined__MIN","tracer_beta_1.0 - Teacher_teacher_student_kl_combined__MAX","tracer_bma_up_freq_5 - Teacher_teacher_student_kl_combined","tracer_bma_up_freq_5 - Teacher_teacher_student_kl_combined__MIN","tracer_bma_up_freq_5 - Teacher_teacher_student_kl_combined__MAX","tracer_beta_0.2 - Teacher_teacher_student_kl_combined","tracer_beta_0.2 - Teacher_teacher_student_kl_combined__MIN","tracer_beta_0.2 - Teacher_teacher_student_kl_combined__MAX"
"26","0.0008953358046710491","0.0008953358046710491","0.0008953358046710491","0.14207109808921814","0.14207109808921814","0.14207109808921814","0.14675754308700562","0.14675754308700562","0.14675754308700562","0.14675754308700562","0.14675754308700562","0.14675754308700562","0.14675754308700562","0.14675754308700562","0.14675754308700562","0.0313047394156456","0.0313047394156456","0.0313047394156456","0.11996059119701385","0.11996059119701385","0.11996059119701385","0.04839278757572174","0.04839278757572174","0.04839278757572174","0.08959468454122543","0.08959468454122543","0.08959468454122543","0.11129941791296005","0.11129941791296005","0.11129941791296005"
"27","0.001007273094728589","0.001007273094728589","0.001007273094728589","0.1481122374534607","0.1481122374534607","0.1481122374534607","0.15320008993148804","0.15320008993148804","0.15320008993148804","0.15320008993148804","0.15320008993148804","0.15320008993148804","0.15320008993148804","0.15320008993148804","0.15320008993148804","0.03335565701127052","0.03335565701127052","0.03335565701127052","0.1231277734041214","0.1231277734041214","0.1231277734041214","0.050149016082286835","0.050149016082286835","0.050149016082286835","0.09107215702533722","0.09107215702533722","0.09107215702533722","0.11412554979324341","0.11412554979324341","0.11412554979324341"
"28","0.0009402037831023335","0.0009402037831023335","0.0009402037831023335","0.171644389629364","0.171644389629364","0.171644389629364","0.1774764060974121","0.1774764060974121","0.1774764060974121","0.1774764060974121","0.1774764060974121","0.1774764060974121","0.1774764060974121","0.1774764060974121","0.1774764060974121","0.03998536244034767","0.03998536244034767","0.03998536244034767","0.1468316614627838","0.1468316614627838","0.1468316614627838","0.06290879845619202","0.06290879845619202","0.06290879845619202","0.11031138896942139","0.11031138896942139","0.11031138896942139","0.13607022166252136","0.13607022166252136","0.13607022166252136"
"29","0.0009036133415065706","0.0009036133415065706","0.0009036133415065706","0.1411731243133545","0.1411731243133545","0.1411731243133545","0.1465611755847931","0.1465611755847931","0.1465611755847931","0.1465611755847931","0.1465611755847931","0.1465611755847931","0.1465611755847931","0.1465611755847931","0.1465611755847931","0.03371710330247879","0.03371710330247879","0.03371710330247879","0.12028353661298752","0.12028353661298752","0.12028353661298752","0.0503259114921093","0.0503259114921093","0.0503259114921093","0.08697278052568436","0.08697278052568436","0.08697278052568436","0.11190585792064667","0.11190585792064667","0.11190585792064667"
"30","0.0009135172003880143","0.0009135172003880143","0.0009135172003880143","0.1504719853401184","0.1504719853401184","0.1504719853401184","0.15881556272506714","0.15881556272506714","0.15881556272506714","0.15881556272506714","0.15881556272506714","0.15881556272506714","0.15881556272506714","0.15881556272506714","0.15881556272506714","0.03328099101781845","0.03328099101781845","0.03328099101781845","0.1311204433441162","0.1311204433441162","0.1311204433441162","0.05074905976653099","0.05074905976653099","0.05074905976653099","0.09097045660018921","0.09097045660018921","0.09097045660018921","0.1167883425951004","0.1167883425951004","0.1167883425951004"
"31","0.0010309526696801186","0.0010309526696801186","0.0010309526696801186","0.164307102560997","0.164307102560997","0.164307102560997","0.1699138581752777","0.1699138581752777","0.1699138581752777","0.1699138581752777","0.1699138581752777","0.1699138581752777","0.1699138581752777","0.1699138581752777","0.1699138581752777","0.03628598153591156","0.03628598153591156","0.03628598153591156","0.13747447729110718","0.13747447729110718","0.13747447729110718","0.05530876666307449","0.05530876666307449","0.05530876666307449","0.09797638654708862","0.09797638654708862","0.09797638654708862","0.12532424926757812","0.12532424926757812","0.12532424926757812"
"32","0.0009522151667624712","0.0009522151667624712","0.0009522151667624712","0.16567158699035645","0.16567158699035645","0.16567158699035645","0.17194923758506775","0.17194923758506775","0.17194923758506775","0.17194923758506775","0.17194923758506775","0.17194923758506775","0.17194923758506775","0.17194923758506775","0.17194923758506775","0.03406481444835663","0.03406481444835663","0.03406481444835663","0.11978122591972351","0.11978122591972351","0.11978122591972351","0.05172216147184372","0.05172216147184372","0.05172216147184372","0.09910159558057785","0.09910159558057785","0.09910159558057785","0.13047128915786743","0.13047128915786743","0.13047128915786743"
"33","0.000988758634775877","0.000988758634775877","0.000988758634775877","0.1842879205942154","0.1842879205942154","0.1842879205942154","0.18819186091423035","0.18819186091423035","0.18819186091423035","0.18819186091423035","0.18819186091423035","0.18819186091423035","0.18819186091423035","0.18819186091423035","0.18819186091423035","0.03936653584241867","0.03936653584241867","0.03936653584241867","0.13856282830238342","0.13856282830238342","0.13856282830238342","0.061117276549339294","0.061117276549339294","0.061117276549339294","0.11321782320737839","0.11321782320737839","0.11321782320737839","0.14589948952198029","0.14589948952198029","0.14589948952198029"
"34","0.0009772685589268804","0.0009772685589268804","0.0009772685589268804","0.14450637996196747","0.14450637996196747","0.14450637996196747","0.15147432684898376","0.15147432684898376","0.15147432684898376","0.15147432684898376","0.15147432684898376","0.15147432684898376","0.15147432684898376","0.15147432684898376","0.15147432684898376","0.03198692947626114","0.03198692947626114","0.03198692947626114","0.11068635433912277","0.11068635433912277","0.11068635433912277","0.04898035526275635","0.04898035526275635","0.04898035526275635","0.08701354265213013","0.08701354265213013","0.08701354265213013","0.11061397194862366","0.11061397194862366","0.11061397194862366"
"35","0.0008923618588596582","0.0008923618588596582","0.0008923618588596582","0.16092130541801453","0.16092130541801453","0.16092130541801453","0.16725662350654602","0.16725662350654602","0.16725662350654602","0.16725662350654602","0.16725662350654602","0.16725662350654602","0.16725662350654602","0.16725662350654602","0.16725662350654602","0.034608349204063416","0.034608349204063416","0.034608349204063416","0.12368565797805786","0.12368565797805786","0.12368565797805786","0.051584307104349136","0.051584307104349136","0.051584307104349136","0.09485657513141632","0.09485657513141632","0.09485657513141632","0.12339772284030914","0.12339772284030914","0.12339772284030914"
"36","0.0008827004348859191","0.0008827004348859191","0.0008827004348859191","0.15431271493434906","0.15431271493434906","0.15431271493434906","0.15983009338378906","0.15983009338378906","0.15983009338378906","0.15983009338378906","0.15983009338378906","0.15983009338378906","0.15983009338378906","0.15983009338378906","0.15983009338378906","0.031224949285387993","0.031224949285387993","0.031224949285387993","0.11714976280927658","0.11714976280927658","0.11714976280927658","0.04573940485715866","0.04573940485715866","0.04573940485715866","0.08390562236309052","0.08390562236309052","0.08390562236309052","0.11495263874530792","0.11495263874530792","0.11495263874530792"
"37","0.0010340490844100714","0.0010340490844100714","0.0010340490844100714","0.17891666293144226","0.17891666293144226","0.17891666293144226","0.1856599748134613","0.1856599748134613","0.1856599748134613","0.1856599748134613","0.1856599748134613","0.1856599748134613","0.1856599748134613","0.1856599748134613","0.1856599748134613","0.037459347397089005","0.037459347397089005","0.037459347397089005","0.14009106159210205","0.14009106159210205","0.14009106159210205","0.0577680841088295","0.0577680841088295","0.0577680841088295","0.10327132046222687","0.10327132046222687","0.10327132046222687","0.13781782984733582","0.13781782984733582","0.13781782984733582"
"38","0.0010013272985816002","0.0010013272985816002","0.0010013272985816002","0.1829741895198822","0.1829741895198822","0.1829741895198822","0.19113367795944214","0.19113367795944214","0.19113367795944214","0.19113367795944214","0.19113367795944214","0.19113367795944214","0.19113367795944214","0.19113367795944214","0.19113367795944214","0.035205304622650146","0.035205304622650146","0.035205304622650146","0.1425599902868271","0.1425599902868271","0.1425599902868271","0.05537036061286926","0.05537036061286926","0.05537036061286926","0.10403703153133392","0.10403703153133392","0.10403703153133392","0.13925063610076904","0.13925063610076904","0.13925063610076904"
"39","0.0008906602161005139","0.0008906602161005139","0.0008906602161005139","0.16075561940670013","0.16075561940670013","0.16075561940670013","0.16556167602539062","0.16556167602539062","0.16556167602539062","0.16556167602539062","0.16556167602539062","0.16556167602539062","0.16556167602539062","0.16556167602539062","0.16556167602539062","0.03538685292005539","0.03538685292005539","0.03538685292005539","0.12588605284690857","0.12588605284690857","0.12588605284690857","0.05275895446538925","0.05275895446538925","0.05275895446538925","0.09124711155891418","0.09124711155891418","0.09124711155891418","0.12183769792318344","0.12183769792318344","0.12183769792318344"
"40","0.0009151797858066857","0.0009151797858066857","0.0009151797858066857","0.17585521936416626","0.17585521936416626","0.17585521936416626","0.18090134859085083","0.18090134859085083","0.18090134859085083","0.18090134859085083","0.18090134859085083","0.18090134859085083","0.18090134859085083","0.18090134859085083","0.18090134859085083","0.03397200256586075","0.03397200256586075","0.03397200256586075","0.13552774488925934","0.13552774488925934","0.13552774488925934","0.051671307533979416","0.051671307533979416","0.051671307533979416","0.09618295729160309","0.09618295729160309","0.09618295729160309","0.12905797362327576","0.12905797362327576","0.12905797362327576"
"41","0.0009355979273095727","0.0009355979273095727","0.0009355979273095727","0.164404958486557","0.164404958486557","0.164404958486557","0.172885924577713","0.172885924577713","0.172885924577713","0.172885924577713","0.172885924577713","0.172885924577713","0.172885924577713","0.172885924577713","0.172885924577713","0.03364654630422592","0.03364654630422592","0.03364654630422592","0.13166512548923492","0.13166512548923492","0.13166512548923492","0.05583034083247185","0.05583034083247185","0.05583034083247185","0.09247833490371704","0.09247833490371704","0.09247833490371704","0.12629520893096924","0.12629520893096924","0.12629520893096924"
"42","0.001006331411190331","0.001006331411190331","0.001006331411190331","0.17467589676380157","0.17467589676380157","0.17467589676380157","0.18406502902507782","0.18406502902507782","0.18406502902507782","0.18406502902507782","0.18406502902507782","0.18406502902507782","0.18406502902507782","0.18406502902507782","0.18406502902507782","0.034510016441345215","0.034510016441345215","0.034510016441345215","0.11642421036958694","0.11642421036958694","0.11642421036958694","0.0520152822136879","0.0520152822136879","0.0520152822136879","0.09532205760478973","0.09532205760478973","0.09532205760478973","0.13073746860027313","0.13073746860027313","0.13073746860027313"
"43","0.0009078254224732518","0.0009078254224732518","0.0009078254224732518","0.18865293264389038","0.18865293264389038","0.18865293264389038","0.19855919480323792","0.19855919480323792","0.19855919480323792","0.19855919480323792","0.19855919480323792","0.19855919480323792","0.19855919480323792","0.19855919480323792","0.19855919480323792","0.03545086458325386","0.03545086458325386","0.03545086458325386","0.134820356965065","0.134820356965065","0.134820356965065","0.0561775267124176","0.0561775267124176","0.0561775267124176","0.10415028035640717","0.10415028035640717","0.10415028035640717","0.14196589589118958","0.14196589589118958","0.14196589589118958"
"44","0.0008860838133841753","0.0008860838133841753","0.0008860838133841753","0.19074130058288574","0.19074130058288574","0.19074130058288574","0.19853273034095764","0.19853273034095764","0.19853273034095764","0.19853273034095764","0.19853273034095764","0.19853273034095764","0.19853273034095764","0.19853273034095764","0.19853273034095764","0.03952677547931671","0.03952677547931671","0.03952677547931671","0.14153078198432922","0.14153078198432922","0.14153078198432922","0.06102815270423889","0.06102815270423889","0.06102815270423889","0.11032755672931671","0.11032755672931671","0.11032755672931671","0.14829696714878082","0.14829696714878082","0.14829696714878082"
